Gene name, Transcript overall size
YBR147W, 2646.2
YBR149W, 2555.5
YBR151W, 2708.5
YBR153W, 2796.8999999999996
YBR154C, 2969.8
YBR155W, 2440.399999999999
YBR156C, 2766.7
YBR157C, 2841.4000000000005
YBR158W, 2667.2
YBR159W, 2808.2000000000003
YBR160W, 2597.5
YBR161W, 3021.1
YBR162C, 2702.3999999999996
YBR162W-A, 2720.5
YBR163W, 2987.399999999999
YBR164C, 2809.0
YBR165W, 3154.0999999999995
YBR166C, 2788.9
YBR167C, 2748.1999999999994
YBR168W, 2818.4999999999995
YBR169C, 2463.8999999999996
YBR170C, 2752.3999999999996
YBR171W, 2711.7999999999997
YBR172C, 2773.3999999999996
YBR173C, 2627.3999999999996
YBR175W, 2595.2000000000003
YBR176W, 2845.7999999999997
YBR177C, 2725.4
YBR179C, 2609.7
YBR181C, 2723.1999999999994
YBR182C-A, 2956.5999999999995
YBR183W, 2712.8
YBR185C, 2858.9000000000005
YBR187W, 2699.4999999999995
YBR188C, 2796.6
YBR189W, 2805.1999999999994
YBR191W, 2950.7999999999993
YBR192W, 2856.7
YBR193C, 2363.3
YBR194W, 2745.4
YBR195C, 2606.3
YBR196C, 2710.8999999999996
YBR196C-A, 3063.6
YBR197C, 2468.2999999999997
YBR198C, 2525.5
YBR199W, 3030.1
YBR200W, 2716.6999999999994
YBR201W, 2840.8999999999996
YBR201C-A, 2578.1
YBR202W, 2669.3999999999996
YBR203W, 2644.1
YBR204C, 2521.8
YBR207W, 3134.4
YBR209W, 2994.6
YBR210W, 2509.2
YBR212W, 2681.7999999999997
YBR213W, 2933.7999999999997
YBR214W, 2312.6
YBR215W, 2555.4
YBR216C, 2845.7999999999997
YBR217W, 2570.4
YBR218C, 2627.2
YBR220C, 2824.2999999999997
YBR221C, 2624.3
YBR222C, 2359.2999999999997
YBR223C, 2693.8
YBR227C, 2803.2999999999997
YBR228W, 3000.6000000000004
YBR229C, 3003.6
YBR230C, 2184.2999999999997
YBR230W-A, 2721.4
YBR231C, 2652.9
YBR233W, 2504.5
YBR233W-A, 2877.7999999999997
YBR234C, 2705.8999999999996
YBR235W, 2598.7999999999997
YBR236C, 2924.2
YBR237W, 2849.2999999999997
YBR238C, 2822.9999999999995
YBR239C, 2401.0
YBR241C, 2626.0
YBR242W, 2365.2
YBR243C, 2998.0
YBR244W, 2845.1
YBR246W, 2615.2999999999997
YBR247C, 2714.0999999999995
YBR248C, 2553.2000000000003
YBR249C, 2425.4
YBR251W, 2968.9
YBR252W, 2589.5999999999995
YBR253W, 2851.2
YBR254C, 2927.1
YBR255W, 2564.1
YBR255C-A, 2742.3999999999996
YBR256C, 2623.5
YBR257W, 2846.9000000000005
YBR258C, 2801.3999999999996
YBR259W, 2549.2
YBR260C, 2405.0999999999995
YBR261C, 2762.0
YBR262C, 2692.7
YBR263W, 2671.8999999999996
YBR264C, 2544.4
YBR265W, 2566.9
YBR267W, 2372.7
YBR268W, 2884.9999999999995
YBR269C, 2686.1999999999994
YBR270C, 2432.6
YBR271W, 2843.5999999999995
YBR272C, 2831.2
YBR273C, 2746.7000000000003
YBR274W, 2606.1000000000004
YBR276C, 2797.6
YBR278W, 2860.4
YBR279W, 2840.7999999999997
YBR280C, 2535.2000000000007
YBR281C, 2809.7000000000003
YBR282W, 2583.7
YBR283C, 2878.4
YBR285W, 3015.4
YBR286W, 2664.7
YBR287W, 2891.4
YBR288C, 3151.099999999999
YBR289W, 2412.9999999999995
YBR290W, 2578.3
YBR291C, 2449.8999999999996
YBR296C, 2986.1
YBR297W, 2806.6999999999994
YBR298C, 2724.1
YBR299W, 2913.4999999999995
YCL064C, 2813.1
YCL063W, 2744.1000000000004
YCL059C, 2861.0999999999995
YCL058W-A, 2538.1
YCL057C-A, 2429.7
YCL057W, 2970.9999999999995
YCL056C, 2851.7999999999997
YCL055W, 2708.9999999999995
YCL054W, 2881.2
YCL052C, 2734.4
YCL051W, 2626.3999999999996
YCL050C, 2618.2
YCL049C, 2627.6
YCL047C, 3025.8
YCL045C, 2956.1
YCL044C, 2387.7999999999997
YCL043C, 2555.8999999999996
YCL040W, 2691.6
YCL039W, 2585.3999999999996
YCL038C, 2759.0999999999995
YCL037C, 2310.2999999999997
YCL036W, 2588.8
YCL035C, 2867.9
YCL034W, 2777.5
YCL033C, 3031.3
YCL032W, 2346.2
YCL031C, 2763.6999999999994
YCL030C, 2834.7999999999993
YCL029C, 2816.3
YCL028W, 2538.5
YCL027W, 2553.3999999999996
YCL026C-B, 2780.0999999999995
YCL026C-A, 2718.7999999999993
YCL025C, 2681.2
YCL021W-A, 2668.7000000000003
YCL018W, 2605.9999999999995
YCL017C, 2726.5
YCL016C, 2793.7999999999993
YCL012C, 3178.2
YCL011C, 2695.0
YCL010C, 2701.7
YCL009C, 2578.1000000000004
YCL008C, 2705.7999999999997
YCL005W-A, 2693.4
YCL005W, 2881.1000000000004
YCL004W, 3003.2999999999997
YCL002C, 2771.7999999999997
YCL001W, 2403.9999999999995
YCR002C, 2513.2
YCR003W, 2768.9999999999995
YCR004C, 2798.7999999999993
YCR005C, 2610.5
YCR006C, 2971.1
YCR007C, 2547.2999999999997
YCR008W, 2512.1999999999994
YCR009C, 2781.0
YCR010C, 2383.0999999999995
YCR011C, 2958.3999999999996
YCR012W, 2811.8999999999996
YCR015C, 2801.8999999999996
YCR016W, 2848.2999999999997
YCR017C, 2707.7999999999993
YCR019W, 2661.5
YCR020C, 2792.2999999999997
YCR020C-A, 2773.2999999999997
YCR020W-B, 2552.7000000000003
YCR021C, 2567.1
YCR022C, 2561.0
YCR023C, 2975.8
YCR024C, 2872.3
YCR024C-B, 2970.0
YCR024C-A, 2634.4999999999995
YCR025C, 2591.0000000000005
YCR026C, 2681.7000000000003
YCR027C, 2647.0
YCR028C, 2694.8
YCR028C-A, 2958.7000000000003
YCR030C, 2769.5
YCR031C, 2662.0999999999995
YCR034W, 2854.4999999999995
YCR035C, 2706.5000000000005
YCR036W, 2698.1999999999994
YCR037C, 3080.2
YCR043C, 2609.9999999999995
YCR044C, 2785.7000000000003
YCR046C, 2867.2000000000003
YCR047C, 2678.5000000000005
YCR048W, 2997.7999999999997
YCR051W, 2615.1999999999994
YCR052W, 2625.7000000000003
YCR053W, 2516.7
YCR054C, 2908.7999999999997
YCR057C, 2784.4
YCR059C, 2748.7999999999997
YCR060W, 2839.8
YCR061W, 2647.5000000000005
YCR063W, 2822.2
YCR065W, 2674.7000000000003
YCR066W, 2614.4999999999995
YCR067C, 2563.0999999999995
YCR068W, 2759.6
YCR069W, 2980.4
YCR071C, 2455.5
YCR072C, 2770.2999999999993
YCR073W-A, 2704.7999999999997
YCR075C, 2755.1
YCR075W-A, 2552.0999999999995
YCR076C, 2775.1
YCR077C, 2526.2
YCR079W, 2680.3999999999996
YCR082W, 2702.6999999999994
YCR083W, 3102.6
YCR084C, 2634.6999999999994
YCR086W, 2704.1999999999994
YCR087C-A, 2686.8
YCR088W, 2791.999999999999
YCR090C, 2807.4999999999995
YCR091W, 2678.6000000000004
YCR092C, 2737.7
YCR094W, 2600.9
YCR095C, 2639.6999999999994
YCR095W-A, 3089.9999999999995
YCR097W, 2687.7999999999997
YCR098C, 2612.9
YCR099C, 3010.8999999999996
YCR102C, 2612.7999999999997
YCR106W, 2920.6
YDL243C, 2660.4
YDL241W, 2670.6
YDL240W, 2531.2
YDL238C, 2912.899999999999
YDL237W, 2662.6
YDL236W, 2734.6000000000004
YDL235C, 2837.3999999999996
YDL234C, 2819.2
YDL233W, 2642.8
YDL232W, 2718.3999999999996
YDL230W, 2879.0
YDL229W, 2427.1
YDL227C, 2616.6
YDL226C, 2993.6000000000004
YDL225W, 2842.1
YDL224C, 2800.3999999999996
YDL222C, 3034.3
YDL220C, 2702.5
YDL219W, 2763.0999999999995
YDL218W, 2819.8
YDL217C, 2730.0
YDL216C, 2960.7999999999997
YDL215C, 2595.2999999999997
YDL213C, 2875.7
YDL212W, 2560.5
YDL211C, 2617.2999999999997
YDL209C, 2721.7
YDL208W, 2712.5
YDL207W, 2783.7000000000003
YDL206W, 3070.0999999999995
YDL205C, 2591.4
YDL204W, 2486.399999999999
YDL203C, 2787.5
YDL202W, 2942.4
YDL201W, 2745.7999999999997
YDL200C, 2957.5
YDL199C, 2604.1
YDL198C, 2463.4999999999995
YDL197C, 2521.3999999999996
YDL195W, 2833.1999999999994
YDL193W, 2751.5999999999995
YDL192W, 2826.3
YDL191W, 2693.5
YDL190C, 2626.9999999999995
YDL189W, 2627.9999999999995
YDL188C, 2531.0
YDL186W, 2394.2000000000003
YDL185W, 2722.1999999999994
YDL184C, 3300.9000000000005
YDL183C, 2845.9
YDL182W, 2490.9999999999995
YDL181W, 2656.1
YDL180W, 2791.9
YDL179W, 2828.2
YDL178W, 2796.2999999999997
YDL177C, 2810.7999999999997
YDL176W, 2496.6
YDL175C, 2537.1
YDL174C, 2946.9
YDL170W, 2812.5999999999995
YDL169C, 2780.8
YDL168W, 2436.2
YDL167C, 2829.9
YDL166C, 2492.9
YDL165W, 2955.1
YDL164C, 2778.3
YDL161W, 2694.8
YDL160C-A, 2643.2
YDL160C, 2464.8999999999996
YDL159W, 3003.0000000000005
YDL157C, 2776.2
YDL156W, 2946.7
YDL155W, 2506.9999999999995
YDL153C, 2552.7999999999997
YDL150W, 2287.2999999999997
YDL149W, 2775.2000000000003
YDL148C, 2506.5999999999995
YDL147W, 2757.5999999999995
YDL146W, 2756.2
YDL145C, 2825.9
YDL144C, 2468.2
YDL143W, 2652.6999999999994
YDL142C, 2868.7
YDL141W, 2448.7
YDL139C, 2843.7
YDL138W, 2587.5
YDL137W, 2830.0
YDL136W, 2693.5
YDL135C, 2722.4000000000005
YDL134C, 2587.9999999999995
YDL133C-A, 3300.9000000000005
YDL133W, 2208.7
YDL131W, 2417.8
YDL130W-A, 2776.2
YDL130W, 2585.0
YDL129W, 2689.0
YDL128W, 2511.9999999999995
YDL127W, 2862.1
YDL126C, 2541.6
YDL125C, 2572.7999999999997
YDL124W, 2739.5
YDL123W, 2797.3
YDL122W, 2909.2999999999997
YDL121C, 3088.2999999999997
YDL120W, 2806.4
YDL119C, 2559.4
YDL117W, 2824.7999999999997
YDL116W, 2867.1
YDL115C, 2781.6
YDL113C, 2576.2999999999997
YDL112W, 2857.8999999999996
YDL111C, 2548.2999999999997
YDL110C, 2679.2999999999997
YDL108W, 2777.7
YDL107W, 2890.0000000000005
YDL106C, 2807.3
YDL105W, 2568.0
YDL104C, 2990.7999999999997
YDL103C, 2857.2999999999997
YDL101C, 2594.6
YDL100C, 2791.2
YDL099W, 2842.4000000000005
YDL098C, 2783.4
YDL097C, 2793.1
YDL095W, 2775.0000000000005
YDL093W, 2818.3999999999996
YDL092W, 2552.5
YDL091C, 2732.1999999999994
YDL090C, 2810.7000000000003
YDL089W, 2471.7999999999997
YDL088C, 2388.8999999999996
YDL087C, 2628.7
YDL086W, 2802.7
YDL085C-A, 2810.0
YDL085W, 2892.2999999999993
YDL084W, 2702.2000000000003
YDL083C, 2448.8
YDL082W, 3033.6999999999994
YDL081C, 2542.7999999999997
YDL080C, 2736.2999999999997
YDL079C, 2762.6
YDL078C, 2437.0999999999995
YDL076C, 2721.4
YDL075W, 2884.9999999999995
YDL074C, 2620.5999999999995
YDL073W, 2580.7999999999997
YDL072C, 3057.2999999999993
YDL070W, 2558.7000000000003
YDL069C, 2863.2999999999993
YDL067C, 2842.1999999999994
YDL066W, 2799.5
YDL065C, 2694.3999999999996
YDL064W, 3032.0
YDL063C, 2689.6000000000004
YDL061C, 2801.5
YDL059C, 2477.7999999999997
YDL057W, 2829.7
YDL056W, 2796.7
YDL055C, 2713.499999999999
YDL054C, 2983.0999999999995
YDL053C, 2356.2
YDL052C, 2973.7
YDL051W, 2772.1
YDL049C, 2979.8999999999996
YDL048C, 2522.4
YDL047W, 2764.2000000000003
YDL046W, 2821.2999999999997
YDL045W-A, 2870.3999999999996
YDL045C, 2816.1
YDL044C, 2944.6999999999994
YDL043C, 2274.2000000000003
YDL042C, 2692.1999999999994
YDL040C, 2778.3999999999996
YDL036C, 2936.7000000000003
YDL035C, 2588.2
YDL033C, 2809.1
YDL031W, 2574.3
YDL030W, 2886.7000000000003
YDL029W, 2629.9999999999995
YDL028C, 2731.2
YDL027C, 2708.6
YDL025C, 2594.4
YDL024C, 2746.7
YDL022W, 2439.6
YDL021W, 2617.0
YDL020C, 2757.4
YDL019C, 2703.6000000000004
YDL018C, 3047.1
YDL017W, 2796.5
YDL015C, 2712.9999999999995
YDL014W, 2185.8
YDL013W, 2324.4999999999995
YDL012C, 2482.4999999999995
YDL010W, 2851.6
YDL008W, 2926.2
YDL007W, 2478.4999999999995
YDL006W, 2826.2000000000003
YDL005C, 2483.2999999999997
YDL004W, 2724.3999999999996
YDL003W, 2691.2000000000003
YDL002C, 2947.2000000000007
YDL001W, 2671.7000000000003
YDR001C, 2523.7
YDR002W, 2616.6
YDR003W, 2956.5
YDR003W-A, 2764.3999999999996
YDR005C, 2933.1
YDR006C, 2250.9
YDR007W, 2484.0
YDR009W, 2701.8
YDR010C, 2961.3
YDR011W, 2364.2
YDR012W, 2464.1
YDR013W, 2868.3999999999996
YDR014W-A, 2681.500000000001
YDR016C, 2696.9
YDR018C, 2940.4
YDR019C, 2978.7999999999997
YDR020C, 2614.6000000000004
YDR021W, 2998.0
YDR022C, 2916.499999999999
YDR023W, 2775.9999999999995
YDR025W, 2831.0
YDR026C, 2567.3999999999996
YDR027C, 2493.4
YDR028C, 2682.7999999999993
YDR030C, 2964.3999999999996
YDR031W, 2654.9
YDR032C, 2721.3
YDR033W, 2677.8999999999996
YDR034C, 2691.5000000000005
YDR034W-B, 2916.9
YDR035W, 2994.3999999999996
YDR036C, 2767.1
YDR037W, 2478.0
YDR041W, 2892.3
YDR042C, 2791.7
YDR043C, 2693.1
YDR044W, 2762.4
YDR045C, 2443.7999999999997
YDR046C, 2615.3999999999996
YDR047W, 2621.2
YDR049W, 2708.8
YDR050C, 2651.6
YDR051C, 2420.0
YDR052C, 2758.5
YDR054C, 2760.1
YDR055W, 2569.0
YDR056C, 2935.2
YDR057W, 2629.9999999999995
YDR058C, 2614.7999999999997
YDR059C, 2526.3
YDR060W, 2495.4
YDR061W, 2737.9999999999995
YDR062W, 2612.7999999999997
YDR063W, 2931.6999999999994
YDR064W, 2436.6
YDR065W, 2830.2000000000003
YDR066C, 2896.7999999999997
YDR067C, 2713.4
YDR068W, 2787.1000000000004
YDR069C, 2913.7
YDR070C, 2946.5
YDR071C, 2770.7000000000003
YDR072C, 2748.4999999999995
YDR073W, 2500.2999999999997
YDR074W, 2694.2999999999997
YDR075W, 2783.6
YDR076W, 2597.1
YDR077W, 2579.8999999999996
YDR078C, 2803.7999999999997
YDR079W, 3075.3999999999996
YDR079C-A, 2633.2999999999997
YDR080W, 2513.8999999999996
YDR081C, 3021.5
YDR082W, 2799.8999999999996
YDR083W, 2757.2999999999997
YDR084C, 2853.6
YDR085C, 2678.4
YDR086C, 2635.3999999999996
YDR087C, 2721.2999999999997
YDR088C, 2680.8999999999996
YDR089W, 3127.9
YDR090C, 2575.0999999999995
YDR091C, 2654.4
YDR092W, 2784.8999999999996
YDR096W, 2784.2999999999997
YDR097C, 2378.399999999999
YDR098C, 2730.3999999999996
YDR099W, 2719.1
YDR100W, 2739.2
YDR101C, 2820.9999999999995
YDR103W, 2544.0
YDR104C, 2677.4999999999995
YDR105C, 2422.2000000000003
YDR106W, 2686.2999999999997
YDR107C, 2923.7000000000003
YDR108W, 3002.0000000000005
YDR109C, 2803.0
YDR110W, 2662.5999999999995
YDR111C, 2787.2999999999997
YDR113C, 2532.8999999999996
YDR115W, 2791.9999999999995
YDR116C, 2673.1
YDR117C, 2906.7999999999997
YDR119W, 3047.5
YDR119W-A, 2803.9000000000005
YDR120C, 2872.2000000000003
YDR121W, 2692.2999999999993
YDR123C, 2586.6000000000004
YDR124W, 2765.3
YDR126W, 3043.0
YDR127W, 2736.4
YDR129C, 2995.7999999999997
YDR130C, 2596.0
YDR131C, 3130.9999999999995
YDR132C, 2567.2
YDR135C, 2513.6999999999994
YDR137W, 3068.4
YDR138W, 2809.6
YDR139C, 2809.5999999999995
YDR140W, 2788.999999999999
YDR142C, 2868.2
YDR143C, 2316.2000000000003
YDR144C, 2746.2
YDR145W, 2120.7999999999997
YDR146C, 2678.4999999999995
YDR147W, 2655.2999999999997
YDR148C, 2571.0999999999995
YDR151C, 2566.2999999999997
YDR152W, 2930.8999999999996
YDR153C, 2669.6999999999994
YDR155C, 2695.1
YDR156W, 2481.2
YDR158W, 2391.9999999999995
YDR161W, 2578.7
YDR162C, 2657.2999999999993
YDR163W, 2500.0000000000005
YDR164C, 2889.5999999999995
YDR165W, 2717.7999999999997
YDR166C, 3053.4
YDR167W, 2700.9
YDR168W, 2749.4999999999995
YDR169C, 2522.3
YDR171W, 2731.0
YDR172W, 2481.6999999999994
YDR173C, 2569.9999999999995
YDR174W, 2549.5
YDR175C, 2862.6999999999994
YDR176W, 2807.8999999999996
YDR177W, 2712.3000000000006
YDR178W, 2905.4999999999995
YDR179C, 3056.5000000000005
YDR179W-A, 2826.2999999999993
YDR180W, 2670.1999999999994
YDR181C, 2685.3999999999996
YDR182W, 2706.3999999999996
YDR182W-A, 3213.7
YDR183W, 2834.6999999999994
YDR184C, 2474.0999999999995
YDR185C, 2946.7000000000003
YDR186C, 2449.099999999999
YDR188W, 2744.2999999999997
YDR189W, 2735.0
YDR190C, 2303.4
YDR191W, 2787.2000000000003
YDR192C, 2331.3
YDR194C, 2770.8999999999996
YDR195W, 2538.8999999999996
YDR196C, 2446.0999999999995
YDR197W, 2629.8
YDR198C, 3021.2
YDR200C, 2916.1000000000004
YDR201W, 2597.4999999999995
YDR202C, 2736.2999999999997
YDR204W, 2862.3999999999996
YDR205W, 2914.1
YDR207C, 2485.2
YDR208W, 2595.8
YDR210W, 2726.2000000000003
YDR211W, 2375.9999999999995
YDR212W, 2676.2999999999997
YDR213W, 2789.9999999999995
YDR214W, 2806.2999999999997
YDR215C, 2730.0999999999995
YDR219C, 2751.0
YDR221W, 2825.3000000000006
YDR222W, 2828.2
YDR223W, 2651.4999999999995
YDR224C, 2499.0
YDR225W, 2085.7999999999993
YDR226W, 2356.7000000000003
YDR227W, 2631.0999999999995
YDR228C, 2805.1999999999994
YDR229W, 2531.8999999999996
YDR231C, 2989.0000000000005
YDR232W, 2532.9000000000005
YDR233C, 2479.4999999999995
YDR234W, 2798.9
YDR235W, 2789.7
YDR236C, 2993.2000000000003
YDR237W, 2816.9000000000005
YDR238C, 2541.4999999999995
YDR239C, 2756.3999999999996
YDR240C, 2810.2000000000003
YDR242W, 2893.0999999999995
YDR243C, 2683.7
YDR244W, 2458.4999999999995
YDR245W, 2684.7
YDR246W, 2762.9999999999995
YDR247W, 2863.8
YDR248C, 2740.7999999999997
YDR249C, 2823.1999999999994
YDR251W, 2712.8999999999996
YDR252W, 2745.5
YDR253C, 2592.0
YDR254W, 2700.1
YDR255C, 2767.5
YDR256C, 2734.7
YDR257C, 2777.7999999999997
YDR258C, 2971.2999999999997
YDR259C, 2569.8000000000006
YDR260C, 2767.3999999999996
YDR261C, 2949.2999999999997
YDR262W, 3038.9999999999995
YDR263C, 2848.2999999999993
YDR264C, 2628.0
YDR265W, 2977.9999999999995
YDR266C, 2669.5
YDR267C, 3056.899999999999
YDR268W, 2890.1
YDR270W, 2576.6000000000004
YDR272W, 2867.8
YDR273W, 2687.6999999999994
YDR274C, 2579.3
YDR275W, 2919.4000000000005
YDR276C, 2774.1
YDR277C, 2716.7999999999997
YDR279W, 2692.9
YDR280W, 2755.9999999999995
YDR281C, 2723.3999999999996
YDR282C, 2874.9
