Gene name, Transcript overall charge
YBR159W, 0
YBR160W, 0
YBR161W, 2
YBR162C, 1
YBR162W-A, 3
YBR163W, 5
YBR164C, 1
YBR165W, 5
YBR166C, 0
YBR167C, 8
YBR168W, 4
YBR169C, 0
YBR170C, 3
YBR171W, -4
YBR172C, -2
YBR173C, -1
YBR175W, 2
YBR176W, 5
YBR177C, 1
YBR179C, 1
YBR181C, -1
YBR182C-A, 0
YBR183W, -1
YBR185C, 2
YBR187W, 2
YBR188C, -1
YBR189W, 4
YBR191W, 6
YBR192W, -4
YBR193C, -3
YBR194W, 2
YBR195C, -1
YBR196C, 1
YBR196C-A, 0
YBR197C, 0
YBR198C, 2
YBR199W, 4
YBR200W, 5
YBR201W, -1
YBR201C-A, 3
YBR202W, -2
YBR203W, 2
YBR204C, -1
YBR207W, -2
YBR209W, 4
YBR210W, 0
YBR212W, 0
YBR213W, 4
YBR214W, 0
YBR215W, 2
YBR216C, -4
YBR217W, -5
YBR218C, 2
YBR220C, 3
YBR221C, 4
YBR222C, -2
YBR223C, 3
YBR227C, 4
YBR228W, 1
YBR229C, 2
YBR230C, -2
YBR230W-A, 2
YBR231C, -7
YBR233W, 0
YBR233W-A, 0
YBR234C, 3
YBR235W, 3
YBR236C, -1
YBR237W, -1
YBR238C, 3
YBR239C, -4
YBR241C, 0
YBR242W, 2
YBR243C, 2
YBR244W, 0
YBR246W, -1
YBR247C, 5
YBR248C, -1
YBR249C, -1
YBR251W, 2
YBR252W, 2
YBR253W, 1
YBR254C, -1
YBR255W, 1
YBR255C-A, 3
YBR256C, -4
YBR257W, -1
YBR258C, 2
YBR259W, -1
YBR260C, 1
YBR261C, -4
YBR262C, 3
YBR263W, 5
YBR264C, 0
YBR265W, -1
YBR267W, -2
YBR268W, 4
YBR269C, 3
YBR270C, 2
YBR271W, -5
YBR272C, -4
YBR273C, -4
YBR274W, 0
YBR276C, 0
YBR278W, 4
YBR279W, 2
YBR280C, -4
YBR281C, 3
YBR282W, 3
YBR283C, 0
YBR285W, 1
YBR286W, 2
YBR287W, -1
YBR288C, 1
YBR289W, 0
YBR290W, -2
YBR291C, 1
YBR296C, -1
YBR297W, 3
YBR298C, 3
YBR299W, -1
YCL064C, 3
YCL063W, -2
YCL059C, 0
YCL058W-A, 7
YCL057C-A, 0
YCL057W, 2
YCL056C, 0
YCL055W, 2
YCL054W, 5
YCL052C, 2
YCL051W, 1
YCL050C, -1
YCL049C, 1
YCL047C, 4
YCL045C, 0
YCL044C, 1
YCL043C, 1
YCL040W, -1
YCL039W, -1
YCL038C, 1
YCL037C, -3
YCL036W, 2
YCL035C, -1
YCL034W, 1
YCL033C, 6
YCL032W, -5
YCL031C, 0
YCL030C, -1
YCL029C, 3
YCL028W, -1
YCL027W, 0
YCL026C-B, 3
YCL026C-A, 2
YCL025C, 0
YCL021W-A, -3
YCL018W, 1
YCL017C, 3
YCL016C, 0
YCL012C, 2
YCL011C, 2
YCL010C, -4
YCL009C, 4
YCL008C, 1
YCL005W-A, 0
YCL005W, 0
YCL004W, 4
YCL002C, 0
YCL001W, -2
YCR002C, -2
YCR003W, 3
YCR004C, 1
YCR005C, 1
YCR006C, 2
YCR007C, -2
YCR008W, 2
YCR009C, 4
YCR010C, -3
YCR011C, 3
YCR012W, 1
YCR015C, -2
YCR016W, 4
YCR017C, 2
YCR019W, -3
YCR020C, 2
YCR020C-A, -2
YCR020W-B, 0
YCR021C, -1
YCR022C, -2
YCR023C, 1
YCR024C, 4
YCR024C-B, 0
YCR024C-A, 0
YCR025C, 0
YCR026C, -8
YCR027C, 2
YCR028C, 0
YCR028C-A, 4
YCR030C, 0
YCR031C, 1
YCR034W, 1
YCR035C, -3
YCR036W, -2
YCR037C, 3
YCR043C, 0
YCR044C, 2
YCR046C, 3
YCR047C, -3
YCR048W, -1
YCR051W, -1
YCR052W, -1
YCR053W, 3
YCR054C, -3
YCR057C, 2
YCR059C, -7
YCR060W, 1
YCR061W, 1
YCR063W, 5
YCR065W, -2
YCR066W, -1
YCR067C, 0
YCR068W, 6
YCR069W, 2
YCR071C, 3
YCR072C, 4
YCR073W-A, -1
YCR075C, -2
YCR075W-A, -1
YCR076C, -2
YCR077C, -3
YCR079W, 3
YCR082W, 3
YCR083W, 5
YCR084C, 0
YCR086W, -1
YCR087C-A, 0
YCR088W, -3
YCR090C, 1
YCR091W, 3
YCR092C, 3
YCR094W, 3
YCR095C, 0
YCR095W-A, 5
YCR097W, -2
YCR098C, -4
YCR099C, -3
YCR102C, 0
YCR106W, 5
YDL243C, -3
YDL241W, 1
YDL240W, 1
YDL238C, 2
YDL237W, 1
YDL236W, 0
YDL235C, -2
YDL234C, 4
YDL233W, 0
YDL232W, -2
YDL230W, 2
YDL229W, -2
YDL227C, -2
YDL226C, 2
YDL225W, 6
YDL224C, 1
YDL222C, 2
YDL220C, -1
YDL219W, 2
YDL218W, 3
YDL217C, 1
YDL216C, 3
YDL215C, 0
YDL213C, 3
YDL212W, -1
YDL211C, 1
YDL209C, 1
YDL208W, 1
YDL207W, -6
YDL206W, 3
YDL205C, 3
YDL204W, 3
YDL203C, 1
YDL202W, 3
YDL201W, 4
YDL200C, -2
YDL199C, 2
YDL198C, 3
YDL197C, 0
YDL195W, 2
YDL193W, 1
YDL192W, 2
YDL191W, 2
YDL190C, -3
YDL189W, -1
YDL188C, -6
YDL186W, -4
YDL185W, 1
YDL184C, 14
YDL183C, 2
YDL182W, 1
YDL181W, 4
YDL180W, 3
YDL179W, -1
YDL178W, 4
YDL177C, 0
YDL176W, 3
YDL175C, -1
YDL174C, 6
YDL170W, 4
YDL169C, -1
YDL168W, 1
YDL167C, 0
YDL166C, 2
YDL165W, 0
YDL164C, 5
YDL161W, 4
YDL160C-A, -1
YDL160C, -1
YDL159W, 6
YDL157C, -2
YDL156W, 1
YDL155W, 1
YDL153C, 1
YDL150W, 2
YDL149W, 1
YDL148C, 4
YDL147W, -1
YDL146W, -4
YDL145C, 5
YDL144C, 1
YDL143W, 2
YDL142C, 3
YDL141W, 2
YDL139C, 8
YDL138W, 0
YDL137W, 2
YDL136W, 2
YDL135C, -6
YDL134C, -5
YDL133C-A, 14
YDL133W, -3
YDL131W, -3
YDL130W-A, 4
YDL130W, -3
YDL129W, -1
YDL128W, 2
YDL127W, 2
YDL126C, -4
YDL125C, 0
YDL124W, 2
YDL123W, -1
YDL122W, 0
YDL121C, 0
YDL120W, 5
YDL119C, 2
YDL117W, 4
YDL116W, 0
YDL115C, 3
YDL113C, -2
YDL112W, 1
YDL111C, -1
YDL110C, 1
YDL108W, 1
YDL107W, 3
YDL106C, -4
YDL105W, 2
YDL104C, 3
YDL103C, 0
YDL101C, 2
YDL100C, 1
YDL099W, -1
YDL098C, 0
YDL097C, 1
YDL095W, -4
YDL093W, 2
YDL092W, 0
YDL091C, 0
YDL090C, 5
YDL089W, -7
YDL088C, 1
YDL087C, 0
YDL086W, 0
YDL085C-A, 5
YDL085W, 6
YDL084W, -7
YDL083C, 3
YDL082W, 5
YDL081C, -4
YDL080C, 1
YDL079C, 1
YDL078C, 1
YDL076C, -1
YDL075W, 3
YDL074C, -1
YDL073W, 0
YDL072C, -1
YDL070W, 3
YDL069C, 5
YDL067C, 2
YDL066W, 4
YDL065C, -10
YDL064W, 4
YDL063C, 8
YDL061C, 5
YDL059C, 0
YDL057W, 3
YDL056W, 0
YDL055C, 3
YDL054C, 4
YDL053C, 1
YDL052C, 2
YDL051W, 0
YDL049C, 1
YDL048C, -1
YDL047W, 0
YDL046W, 2
YDL045W-A, 6
YDL045C, 0
YDL044C, 5
YDL043C, 0
YDL042C, 3
YDL040C, 7
YDL036C, 4
YDL035C, -1
YDL033C, 4
YDL031W, -2
YDL030W, -3
YDL029W, 1
YDL028C, 2
YDL027C, 2
YDL025C, 2
YDL024C, 2
YDL022W, 3
YDL021W, 2
YDL020C, -3
YDL019C, -2
YDL018C, -1
YDL017W, -2
YDL015C, 1
YDL014W, 4
YDL013W, 1
YDL012C, 1
YDL010W, 3
YDL008W, 3
YDL007W, 5
YDL006W, -1
YDL005C, 1
YDL004W, 5
YDL003W, 2
YDL002C, 0
YDL001W, -2
YDR001C, 3
YDR002W, 0
YDR003W, 0
YDR003W-A, 4
YDR005C, -3
YDR006C, 1
YDR007W, 1
YDR009W, 0
YDR010C, 1
YDR011W, 2
YDR012W, 1
YDR013W, 2
YDR014W-A, 4
YDR016C, -2
YDR018C, 5
YDR019C, 6
YDR020C, 2
YDR021W, 3
YDR022C, 0
YDR023W, -2
YDR025W, 1
YDR026C, -1
YDR027C, 3
YDR028C, 0
YDR030C, 0
YDR031W, -6
YDR032C, 1
YDR033W, 1
YDR034C, -4
YDR034W-B, 4
YDR035W, 3
YDR036C, 4
YDR037W, -1
YDR041W, 4
YDR042C, 0
YDR043C, 0
YDR044W, 0
YDR045C, -1
YDR046C, -2
YDR047W, 2
YDR049W, 3
YDR050C, 3
YDR051C, -2
YDR052C, 1
YDR054C, 3
YDR055W, 1
YDR056C, 1
YDR057W, 1
YDR058C, -1
YDR059C, 1
YDR060W, 0
YDR061W, 3
YDR062W, -3
YDR063W, 5
YDR064W, 4
YDR065W, 4
YDR066C, 3
YDR067C, 1
YDR068W, -5
YDR069C, 2
YDR070C, 6
YDR071C, 1
YDR072C, 1
YDR073W, -2
YDR074W, 3
YDR075W, -1
YDR076W, 0
YDR077W, 1
YDR078C, 0
YDR079W, 3
YDR079C-A, 3
YDR080W, -2
YDR081C, 3
YDR082W, 1
YDR083W, 0
YDR084C, 2
YDR085C, -2
YDR086C, 1
YDR087C, 3
YDR088C, 4
YDR089W, 1
YDR090C, 0
YDR091C, 4
YDR092W, 1
YDR096W, -1
YDR097C, 2
YDR098C, -3
YDR099W, -1
YDR100W, 1
YDR101C, 0
YDR103W, -1
YDR104C, -2
YDR105C, 0
YDR106W, 1
YDR107C, 3
YDR108W, 0
YDR109C, 3
YDR110W, -4
YDR111C, 0
YDR113C, -3
YDR115W, 3
YDR116C, 3
YDR117C, 5
YDR119W, 8
YDR119W-A, 4
YDR120C, 4
YDR121W, 2
YDR123C, -5
YDR124W, 1
YDR126W, 0
YDR127W, 1
YDR129C, 1
YDR130C, 4
YDR131C, 0
YDR132C, -2
YDR135C, 1
YDR137W, 2
YDR138W, 0
YDR139C, 1
YDR140W, -3
YDR142C, 2
YDR143C, -2
YDR144C, 0
YDR145W, -1
YDR146C, -2
YDR147W, 0
YDR148C, 5
YDR151C, 0
YDR152W, -5
YDR153C, 2
YDR155C, -2
YDR156W, 3
YDR158W, 3
YDR161W, -2
YDR162C, 1
YDR163W, 3
YDR164C, -2
YDR165W, 1
YDR166C, 0
YDR167W, -10
YDR168W, -5
YDR169C, -1
YDR171W, -1
YDR172W, -1
YDR173C, 1
YDR174W, 1
YDR175C, 4
YDR176W, 7
YDR177W, 2
YDR178W, 5
YDR179C, 1
YDR179W-A, 3
YDR180W, -1
YDR181C, -1
YDR182W, 4
YDR182W-A, 5
YDR183W, -1
YDR184C, -3
YDR185C, 0
YDR186C, -1
YDR188W, 2
YDR189W, -1
YDR190C, -1
YDR191W, 3
YDR192C, 1
YDR194C, 3
YDR195W, 1
YDR196C, 3
YDR197W, 1
YDR198C, 1
YDR200C, 3
YDR201W, -2
YDR202C, -3
YDR204W, 5
YDR205W, 0
YDR207C, 1
YDR208W, 2
YDR210W, 0
YDR211W, 5
YDR212W, 0
YDR213W, 5
YDR214W, 1
YDR215C, 1
YDR219C, -1
YDR221W, -1
YDR222W, 0
YDR223W, 5
YDR224C, 4
YDR225W, 4
YDR226W, 1
YDR227W, 4
YDR228C, -4
YDR229W, -1
YDR231C, 0
YDR232W, 2
YDR233C, 2
YDR234W, 5
YDR235W, -1
YDR236C, 0
YDR237W, 6
YDR238C, -1
YDR239C, 4
YDR240C, 8
YDR242W, 3
YDR243C, 3
YDR244W, 2
YDR245W, -2
YDR246W, 1
YDR247W, 1
YDR248C, 4
YDR249C, 6
YDR251W, 1
YDR252W, 3
YDR253C, -4
YDR254W, -3
YDR255C, -4
YDR256C, -1
YDR257C, -3
YDR258C, 4
YDR259C, 0
YDR260C, 3
YDR261C, 2
YDR262W, -1
YDR263C, 4
YDR264C, -3
YDR265W, 3
YDR266C, 2
YDR267C, 3
YDR268W, 4
YDR270W, 1
YDR272W, 2
YDR273W, 6
YDR274C, 1
YDR275W, 2
YDR276C, 0
YDR277C, 3
YDR279W, -4
YDR280W, -1
YDR281C, -3
YDR282C, 3
YDR284C, 3
YDR286C, 4
YDR287W, -2
YDR288W, -5
YDR289C, -3
YDR291W, 3
YDR292C, -1
YDR293C, 1
YDR294C, 2
YDR295C, 5
YDR296W, 5
YDR297W, 1
YDR298C, 4
YDR299W, -1
YDR300C, 1
YDR301W, -1
YDR302W, 5
YDR303C, 7
YDR304C, 1
YDR305C, 6
YDR306C, 7
YDR307W, 3
YDR308C, -2
YDR309C, 0
YDR311W, 0
YDR312W, 6
YDR313C, -3
YDR315C, -1
YDR316W, 5
YDR317W, -1
YDR318W, -4
YDR319C, 3
YDR320C, 1
YDR320C-A, 0
YDR321W, -3
YDR322W, 6
YDR322C-A, 1
YDR323C, -1
YDR325W, -3
YDR328C, -1
YDR329C, 6
YDR330W, -4
YDR331W, 2
YDR332W, 2
YDR333C, 0
YDR335W, -1
YDR336W, 2
YDR337W, 2
YDR338C, 2
YDR339C, 8
YDR341C, 1
YDR342C, -3
YDR343C, -3
YDR345C, -2
YDR346C, 0
YDR347W, 4
YDR348C, 2
YDR349C, -1
YDR350C, 2
YDR351W, 3
YDR352W, 0
YDR353W, 3
YDR354W, 1
YDR357C, -2
YDR358W, 1
YDR361C, 3
YDR362C, 5
YDR363W, -3
YDR363W-A, 2
YDR364C, -6
YDR365C, 0
YDR367W, 2
YDR368W, 2
YDR370C, -3
YDR371W, 5
YDR372C, 2
YDR373W, 2
YDR374W-A, -4
YDR375C, -1
YDR376W, 4
YDR377W, 4
YDR378C, -2
YDR379W, 0
YDR379C-A, 4
YDR380W, 0
YDR381W, -1
YDR381C-A, 1
YDR382W, 1
YDR383C, -3
YDR384C, -2
YDR385W, 1
YDR386W, -4
YDR387C, -5
YDR388W, 5
YDR389W, 2
YDR390C, 1
YDR391C, 0
YDR392W, 1
YDR393W, 3
YDR394W, -3
YDR395W, -2
YDR397C, 0
YDR398W, -2
YDR399W, 1
YDR400W, -2
YDR404C, 1
YDR405W, 3
YDR407C, 4
YDR408C, 0
YDR410C, -2
YDR411C, 3
YDR412W, 5
YDR414C, -2
YDR415C, 1
YDR416W, 0
YDR418W, 1
YDR419W, 1
YDR421W, 6
YDR422C, 3
YDR423C, 3
YDR424C, -1
YDR425W, -4
YDR427W, -2
YDR428C, 1
YDR429C, -4
YDR430C, 4
YDR434W, 2
YDR435C, -1
YDR436W, 4
YDR437W, 0
YDR438W, 0
YDR439W, 1
YDR440W, -2
YDR441C, 0
YDR444W, 1
YDR447C, 6
YDR448W, 2
YDR449C, -3
YDR450W, 1
YDR451C, 0
YDR452W, 5
YDR453C, 1
YDR454C, 3
YDR456W, 4
YDR458C, 4
YDR459C, 5
YDR460W, -3
YDR461W, 1
YDR461C-A, 1
YDR462W, 3
YDR463W, 4
YDR465C, 0
YDR466W, 3
YDR468C, -2
YDR469W, -4
YDR470C, 0
YDR471W, 5
YDR472W, 0
YDR473C, 3
YDR475C, 1
YDR476C, -2
YDR477W, 3
YDR478W, 2
YDR479C, -1
YDR481C, 0
YDR482C, 3
YDR483W, 3
YDR484W, -3
YDR485C, -4
YDR486C, 2
YDR487C, 1
YDR488C, 3
YDR489W, -6
YDR490C, 1
YDR492W, 4
YDR493W, 6
YDR494W, 3
YDR495C, 3
YDR496C, 5
YDR497C, 1
YDR498C, -3
YDR499W, -6
YDR500C, 6
YDR502C, 0
YDR503C, 1
YDR504C, 1
YDR505C, -2
YDR506C, 3
YDR507C, 1
YDR508C, 3
YDR510W, -2
YDR511W, 4
YDR512C, 2
YDR513W, -2
YDR514C, 4
YDR515W, -1
YDR516C, -3
YDR517W, 1
YDR518W, 1
YDR519W, 0
YDR520C, -1
YDR523C, 2
YDR524C, 0
YDR524C-B, 1
YDR525W-A, 1
YDR527W, -6
YDR528W, 0
YDR529C, 1
YDR530C, 3
YDR531W, -2
YDR532C, -5
YDR533C, 0
YDR534C, 0
YDR536W, 5
YDR538W, 3
YDR539W, 0
YDR540C, 1
YDR541C, 1
YEL073C, 0
YEL072W, 0
YEL071W, 3
YEL068C, 0
YEL066W, -2
YEL065W, -4
YEL064C, -3
YEL063C, -3
YEL062W, 2
YEL061C, 0
YEL060C, 0
YEL059C-A, 1
YEL058W, 0
YEL057C, 2
YEL056W, -4
YEL055C, 0
YEL054C, 1
YEL053C, -5
YEL052W, 4
YEL051W, 2
YEL050C, 1
YEL049W, 1
YEL048C, -1
YEL046C, -2
YEL044W, 1
YEL043W, 1
YEL042W, 2
YEL041W, 0
YEL040W, 1
YEL039C, 3
YEL038W, -3
YEL037C, 1
YEL036C, 3
YEL034W, -4
YEL032W, -4
YEL031W, 2
YEL030W, 5
YEL029C, 4
YEL028W, 0
YEL027W, -1
YEL026W, 0
YEL024W, 4
YEL023C, 3
YEL022W, -2
YEL021W, 4
YEL020W-A, -1
YEL019C, 3
YEL018W, -1
YEL017C-A, 0
YEL017W, 2
YEL016C, -5
YEL015W, 0
YEL013W, -2
YEL012W, 2
YEL011W, -1
YEL009C, -2
YEL008W, 3
YEL006W, 0
YEL005C, 1
YEL004W, 1
YEL003W, 0
YEL002C, 0
YEL001C, 1
YER001W, 4
YER002W, 8
YER003C, 1
YER004W, 2
YER005W, -2
YER006W, 8
YER007W, 1
YER007C-A, 5
YER008C, 6
YER009W, -1
YER010C, -1
YER011W, 1
YER012W, 0
YER014W, 4
YER015W, -4
YER016W, -1
YER017C, 3
YER018C, -2
YER019W, 0
YER019C-A, 4
YER020W, -1
YER021W, -1
YER022W, -2
YER023W, 0
YER025W, -4
YER026C, -6
YER027C, -4
YER028C, 0
YER029C, 3
YER030W, -1
YER031C, -3
YER032W, 3
YER034W, 4
YER035W, 3
YER036C, 3
YER037W, 5
YER038C, -4
YER038W-A, 2
YER039C, 1
YER039C-A, 2
YER040W, -3
YER041W, 0
YER042W, 2
YER043C, 1
YER044C, 1
YER045C, 0
YER046W, -1
YER048C, -2
YER048W-A, 2
YER049W, 4
YER050C, 3
YER051W, 0
YER052C, 1
YER053C, 2
YER053C-A, -2
YER054C, 1
YER055C, 3
YER056C, -3
YER056C-A, 6
YER057C, -1
YER058W, 2
YER059W, 1
YER060W, 1
YER060W-A, -1
YER061C, 3
YER062C, 0
YER063W, 1
YER064C, 1
YER065C, 0
YER066W, 1
YER067W, 0
YER068W, 1
YER069W, 4
YER070W, 2
YER071C, -1
YER072W, 4
YER073W, 4
YER074W, 3
YER074W-A, 1
YER076C, 0
YER077C, 3
YER078C, 4
YER078W-A, 2
YER079W, 0
YER080W, 6
YER081W, -1
YER082C, 7
YER083C, 4
YER085C, 1
YER086W, 3
YER087W, 6
YER087C-B, 4
YER088C, 1
YER089C, -1
YER090W, 0
YER091C, 3
YER092W, 1
YER093C-A, 4
YER094C, -1
YER095W, -1
YER096W, -1
YER098W, 6
YER099C, 1
YER100W, 4
YER101C, -1
YER102W, 6
YER103W, 1
YER104W, -3
YER105C, 1
YER107C, 1
YER110C, -1
YER112W, 1
YER113C, 4
YER114C, -1
YER115C, 1
YER116C, 2
YER117W, 2
YER118C, 4
YER119C, 2
YER120W, -2
YER121W, 0
YER122C, -4
YER123W, 4
YER124C, 0
YER125W, 1
YER126C, 4
YER127W, -2
YER128W, 1
YER130C, -1
YER131W, 9
YER133W, -3
YER134C, -3
YER135C, 3
YER136W, -5
YER137C, -2
YER139C, 1
YER140W, 6
YER141W, 3
YER142C, 0
YER143W, -4
YER144C, -1
YER145C, 0
YER146W, -1
YER147C, -1
YER148W, -2
YER149C, 1
YER150W, 1
YER151C, -1
YER152C, 5
YER154W, 4
YER156C, 6
YER157W, 4
YER158C, 3
YER159C, -1
YER161C, 4
YER162C, -1
YER163C, 0
YER165W, -5
YER167W, 7
YER168C, 2
YER169W, 1
YER170W, 4
YER171W, -1
YER173W, 1
YER174C, -1
YER175C, 0
YER175W-A, 6
YER176W, 0
YER177W, -1
YER178W, 3
YER179W, -3
YER180C, -1
YER180C-A, -1
YER181C, 0
YER182W, 4
YER183C, 4
YER184C, 6
YER185W, 1
YER186C, -2
YER187W, -2
YER188W, 1
YFL062W, 0
YFL055W, -1
YFL054C, 0
YFL052W, 4
YFL049W, -2
YFL048C, 1
YFL047W, -4
YFL046W, 6
YFL045C, -2
YFL044C, 2
YFL042C, -7
YFL041W-A, 3
YFL041W, 1
YFL039C, -2
YFL038C, -1
YFL037W, 1
YFL034C-B, 5
YFL034C-A, 3
YFL034W, 0
YFL031W, -3
YFL030W, 0
YFL029C, 2
YFL028C, 1
YFL027C, 2
YFL026W, -2
YFL024C, 1
YFL023W, 0
YFL022C, -3
YFL021W, 2
YFL020C, 1
YFL018C, 5
YFL017W-A, 2
YFL017C, -3
YFL016C, 4
YFL014W, 0
YFL013C, 0
YFL012W, 4
YFL010C, 1
YFL009W, -1
YFL008W, 3
YFL005W, 1
YFL004W, 1
YFL002C, 0
YFL001W, 4
YFR001W, 4
YFR002W, 4
YFR003C, 0
YFR004W, 2
YFR005C, 0
YFR006W, -1
YFR007W, -2
YFR008W, -1
YFR009W, 1
YFR010W, 1
YFR011C, 1
YFR012W-A, 8
YFR013W, -2
YFR014C, -5
YFR015C, 0
YFR016C, -2
YFR017C, 0
YFR018C, 2
YFR020W, 2
YFR021W, -1
YFR022W, 4
YFR024C-A, 4
YFR025C, 2
YFR026C, 0
YFR027W, 7
YFR028C, 2
YFR029W, 3
YFR030W, -1
YFR031C-A, 5
YFR032C, -3
YFR032C-A, 8
YFR033C, -2
YFR034C, -1
YFR036W, 1
YFR037C, -4
YFR038W, 0
YFR039C, 3
YFR040W, 1
YFR041C, 1
YFR042W, 3
YFR043C, 2
YFR044C, 2
YFR045W, 0
YFR046C, 0
YFR047C, 0
YFR048W, 2
YFR049W, 2
YFR050C, 0
YFR051C, 3
YFR052W, -2
YFR053C, 4
YFR054C, -1
YFR055W, 0
YGL263W, -3
YGL258W, 0
YGL257C, 4
YGL256W, -1
YGL255W, -1
YGL254W, 1
YGL253W, 4
YGL252C, -3
YGL250W, -5
YGL248W, -2
YGL247W, 1
YGL246C, 3
