Gene name, Transcript overall mass
YBR023C, 2642
YBR024W, 2671
YBR025C, 2602
YBR026C, 2746
YBR028C, 2744
YBR029C, 2555
YBR030W, 2677
YBR031W, 2423
YBR032W, 2640
YBR033W, 2724
YBR034C, 2510
YBR035C, 2693
YBR036C, 2617
YBR037C, 2590
YBR038W, 2558
YBR039W, 2586
YBR041W, 2689
YBR042C, 2593
YBR043C, 2423
YBR044C, 2670
YBR046C, 2618
YBR047W, 2744
YBR048W, 2717
YBR049C, 2509
YBR050C, 2637
YBR052C, 2515
YBR053C, 2733
YBR054W, 2587
YBR055C, 2500
YBR056W, 2632
YBR056W-A, 2933
YBR057C, 2780
YBR058C, 2457
YBR058C-A, 2732
YBR059C, 2372
YBR060C, 2543
YBR061C, 2728
YBR062C, 2783
YBR063C, 2685
YBR065C, 2600
YBR066C, 2627
YBR067C, 2333
YBR068C, 2442
YBR069C, 2510
YBR070C, 2552
YBR071W, 2676
YBR072W, 2710
YBR074W, 2751
YBR077C, 2689
YBR078W, 2333
YBR079C, 2592
YBR080C, 2471
YBR082C, 2600
YBR083W, 2689
YBR084W, 2760
YBR084C-A, 2495
YBR085W, 2529
YBR085C-A, 2547
YBR086C, 2538
YBR087W, 2728
YBR088C, 2712
YBR089C-A, 2695
YBR091C, 2682
YBR092C, 2394
YBR093C, 2396
YBR094W, 2621
YBR095C, 2549
YBR096W, 2709
YBR098W, 2637
YBR101C, 2590
YBR102C, 2741
YBR103W, 2806
YBR104W, 2716
YBR105C, 2496
YBR106W, 2714
YBR107C, 2665
YBR108W, 2510
YBR109C, 2645
YBR110W, 2754
YBR111C, 2849
YBR111W-A, 2611
YBR112C, 2611
YBR114W, 2747
YBR115C, 2667
YBR118W, 2474
YBR119W, 2684
YBR120C, 2572
YBR121C, 2642
YBR122C, 2489
YBR123C, 2427
YBR125C, 2734
YBR126C, 2348
YBR127C, 2607
YBR128C, 2684
YBR129C, 2364
YBR130C, 2551
YBR131W, 2736
YBR132C, 2840
YBR133C, 2618
YBR135W, 2884
YBR137W, 2707
YBR138C, 2629
YBR139W, 2696
YBR141C, 2568
YBR142W, 2578
YBR143C, 2770
YBR145W, 2620
YBR146W, 2662
YBR147W, 2424
YBR149W, 2515
YBR151W, 2594
YBR153W, 2676
YBR154C, 2889
YBR155W, 2435
YBR156C, 2669
YBR157C, 2759
YBR158W, 2635
YBR159W, 2712
YBR160W, 2542
YBR161W, 2590
YBR162C, 2464
YBR162W-A, 2670
YBR163W, 2741
YBR164C, 2700
YBR165W, 2924
YBR166C, 2585
YBR167C, 2646
YBR168W, 2679
YBR169C, 2416
YBR170C, 2731
YBR171W, 2728
YBR172C, 2684
YBR173C, 2608
YBR175W, 2481
YBR176W, 2717
YBR177C, 2661
YBR179C, 2647
YBR181C, 2639
YBR182C-A, 2756
YBR183W, 2652
YBR185C, 2654
YBR187W, 2443
YBR188C, 2724
YBR189W, 2769
YBR191W, 2919
YBR192W, 2733
YBR193C, 2418
YBR194W, 2713
YBR195C, 2554
YBR196C, 2626
YBR196C-A, 2817
YBR197C, 2441
YBR198C, 2592
YBR199W, 2666
YBR200W, 2620
YBR201W, 2593
YBR201C-A, 2488
YBR202W, 2576
YBR203W, 2643
YBR204C, 2538
YBR207W, 2890
YBR209W, 2857
YBR210W, 2380
YBR212W, 2616
YBR213W, 2616
YBR214W, 2421
YBR215W, 2505
YBR216C, 2709
YBR217W, 2596
YBR218C, 2521
YBR220C, 2685
YBR221C, 2571
YBR222C, 2406
YBR223C, 2694
YBR227C, 2722
YBR228W, 2860
YBR229C, 2693
YBR230C, 2361
YBR230W-A, 2606
YBR231C, 2657
YBR233W, 2435
YBR233W-A, 2740
YBR234C, 2541
YBR235W, 2561
YBR236C, 2872
YBR237W, 2801
YBR238C, 2636
YBR239C, 2545
YBR241C, 2570
YBR242W, 2354
YBR243C, 2730
YBR244W, 2744
YBR246W, 2528
YBR247C, 2649
YBR248C, 2463
YBR249C, 2436
YBR251W, 2841
YBR252W, 2460
YBR253W, 2692
YBR254C, 2742
YBR255W, 2673
YBR255C-A, 2579
YBR256C, 2588
YBR257W, 2744
YBR258C, 2767
YBR259W, 2491
YBR260C, 2415
YBR261C, 2724
YBR262C, 2482
YBR263W, 2556
YBR264C, 2388
YBR265W, 2433
YBR267W, 2443
YBR268W, 2695
YBR269C, 2568
YBR270C, 2449
YBR271W, 2710
YBR272C, 2737
YBR273C, 2649
YBR274W, 2476
YBR276C, 2627
YBR278W, 2596
YBR279W, 2674
YBR280C, 2528
YBR281C, 2732
YBR282W, 2503
YBR283C, 2590
YBR285W, 2848
YBR286W, 2509
YBR287W, 2671
YBR288C, 2854
YBR289W, 2459
YBR290W, 2525
YBR291C, 2418
YBR296C, 2717
YBR297W, 2719
YBR298C, 2667
YBR299W, 2802
YCL064C, 2637
YCL063W, 2628
YCL059C, 2827
YCL058W-A, 2404
YCL057C-A, 2503
YCL057W, 2704
YCL056C, 2703
YCL055W, 2743
YCL054W, 2760
YCL052C, 2662
YCL051W, 2597
YCL050C, 2512
YCL049C, 2447
YCL047C, 2782
YCL045C, 2674
YCL044C, 2469
YCL043C, 2394
YCL040W, 2614
YCL039W, 2578
YCL038C, 2704
YCL037C, 2328
YCL036W, 2614
YCL035C, 2684
YCL034W, 2625
YCL033C, 2876
YCL032W, 2446
YCL031C, 2549
YCL030C, 2622
YCL029C, 2705
YCL028W, 2557
YCL027W, 2411
YCL026C-B, 2583
YCL026C-A, 2652
YCL025C, 2600
YCL021W-A, 2581
YCL018W, 2459
YCL017C, 2605
YCL016C, 2659
YCL012C, 2735
YCL011C, 2736
YCL010C, 2658
YCL009C, 2512
YCL008C, 2529
YCL005W-A, 2476
YCL005W, 2667
YCL004W, 2762
YCL002C, 2427
YCL001W, 2473
YCR002C, 2482
YCR003W, 2556
YCR004C, 2576
YCR005C, 2598
YCR006C, 2720
YCR007C, 2580
YCR008W, 2535
YCR009C, 2612
YCR010C, 2468
YCR011C, 2762
YCR012W, 2649
YCR015C, 2654
YCR016W, 2705
YCR017C, 2466
YCR019W, 2617
YCR020C, 2655
YCR020C-A, 2562
YCR020W-B, 2611
YCR021C, 2543
YCR022C, 2612
YCR023C, 2793
YCR024C, 2677
YCR024C-B, 2732
YCR024C-A, 2340
YCR025C, 2559
YCR026C, 2710
YCR027C, 2643
YCR028C, 2662
YCR028C-A, 2803
YCR030C, 2702
YCR031C, 2594
YCR034W, 2718
YCR035C, 2596
YCR036W, 2584
YCR037C, 2920
YCR043C, 2521
YCR044C, 2541
YCR046C, 2750
YCR047C, 2672
YCR048W, 2832
YCR051W, 2565
YCR052W, 2548
YCR053W, 2537
YCR054C, 2763
YCR057C, 2658
YCR059C, 2685
YCR060W, 2730
YCR061W, 2439
YCR063W, 2695
YCR065W, 2621
YCR066W, 2569
YCR067C, 2507
YCR068W, 2618
YCR069W, 2673
YCR071C, 2423
YCR072C, 2617
YCR073W-A, 2581
YCR075C, 2569
YCR075W-A, 2532
YCR076C, 2555
YCR077C, 2543
YCR079W, 2566
YCR082W, 2578
YCR083W, 2823
YCR084C, 2558
YCR086W, 2605
YCR087C-A, 2640
YCR088W, 2707
YCR090C, 2543
YCR091W, 2697
YCR092C, 2579
YCR094W, 2484
YCR095C, 2535
YCR095W-A, 2744
YCR097W, 2610
YCR098C, 2646
YCR099C, 2892
YCR102C, 2419
YCR106W, 2699
YDL243C, 2591
YDL241W, 2570
YDL240W, 2509
YDL238C, 2723
YDL237W, 2391
YDL236W, 2586
YDL235C, 2645
YDL234C, 2648
YDL233W, 2564
YDL232W, 2554
YDL230W, 2720
YDL229W, 2373
YDL227C, 2518
YDL226C, 2838
YDL225W, 2737
YDL224C, 2684
YDL222C, 2651
YDL220C, 2669
YDL219W, 2511
YDL218W, 2628
YDL217C, 2611
YDL216C, 2777
YDL215C, 2544
YDL213C, 2733
YDL212W, 2486
YDL211C, 2552
YDL209C, 2646
YDL208W, 2707
YDL207W, 2780
YDL206W, 2754
YDL205C, 2462
YDL204W, 2602
YDL203C, 2711
YDL202W, 2734
YDL201W, 2663
YDL200C, 2707
YDL199C, 2583
YDL198C, 2408
YDL197C, 2484
YDL195W, 2678
YDL193W, 2677
YDL192W, 2643
YDL191W, 2578
YDL190C, 2580
YDL189W, 2551
YDL188C, 2603
YDL186W, 2440
YDL185W, 2621
YDL184C, 3077
YDL183C, 2654
YDL182W, 2448
YDL181W, 2534
YDL180W, 2681
YDL179W, 2697
YDL178W, 2670
YDL177C, 2628
YDL176W, 2447
YDL175C, 2499
YDL174C, 2764
YDL170W, 2655
YDL169C, 2681
YDL168W, 2320
YDL167C, 2673
YDL166C, 2460
YDL165W, 2654
YDL164C, 2611
YDL161W, 2599
YDL160C-A, 2531
YDL160C, 2595
YDL159W, 2820
YDL157C, 2681
YDL156W, 2843
YDL155W, 2602
YDL153C, 2558
YDL150W, 2376
YDL149W, 2762
YDL148C, 2368
YDL147W, 2677
YDL146W, 2661
YDL145C, 2651
YDL144C, 2267
YDL143W, 2573
YDL142C, 2660
YDL141W, 2381
YDL139C, 2663
YDL138W, 2682
YDL137W, 2659
YDL136W, 2578
YDL135C, 2809
YDL134C, 2560
YDL133C-A, 3077
YDL133W, 2393
YDL131W, 2501
YDL130W-A, 2667
YDL130W, 2424
YDL129W, 2645
YDL128W, 2474
YDL127W, 2698
YDL126C, 2564
YDL125C, 2463
YDL124W, 2618
YDL123W, 2636
YDL122W, 2698
YDL121C, 2653
YDL120W, 2649
YDL119C, 2518
YDL117W, 2648
YDL116W, 2762
YDL115C, 2705
YDL113C, 2619
YDL112W, 2614
YDL111C, 2489
YDL110C, 2560
YDL108W, 2645
YDL107W, 2720
YDL106C, 2805
YDL105W, 2591
YDL104C, 2807
YDL103C, 2734
YDL101C, 2608
YDL100C, 2663
YDL099W, 2791
YDL098C, 2829
YDL097C, 2688
YDL095W, 2748
YDL093W, 2643
YDL092W, 2456
YDL091C, 2692
YDL090C, 2641
YDL089W, 2526
YDL088C, 2426
YDL087C, 2548
YDL086W, 2666
YDL085C-A, 2738
YDL085W, 2729
YDL084W, 2735
YDL083C, 2348
YDL082W, 2830
YDL081C, 2454
YDL080C, 2664
YDL079C, 2662
YDL078C, 2250
YDL076C, 2742
YDL075W, 2697
YDL074C, 2525
YDL073W, 2546
YDL072C, 2726
YDL070W, 2548
YDL069C, 2679
YDL067C, 2581
YDL066W, 2642
YDL065C, 2771
YDL064W, 2911
YDL063C, 2655
YDL061C, 2767
YDL059C, 2478
YDL057W, 2637
YDL056W, 2719
YDL055C, 2499
YDL054C, 2774
YDL053C, 2386
YDL052C, 2652
YDL051W, 2803
YDL049C, 2679
YDL048C, 2486
YDL047W, 2645
YDL046W, 2564
YDL045W-A, 2644
YDL045C, 2685
YDL044C, 2805
YDL043C, 2281
YDL042C, 2605
YDL040C, 2608
YDL036C, 2797
YDL035C, 2471
YDL033C, 2702
YDL031W, 2631
YDL030W, 2744
YDL029W, 2534
YDL028C, 2740
YDL027C, 2576
YDL025C, 2534
YDL024C, 2442
YDL022W, 2423
YDL021W, 2531
YDL020C, 2618
YDL019C, 2598
YDL018C, 2789
YDL017W, 2672
YDL015C, 2600
YDL014W, 2310
YDL013W, 2513
YDL012C, 2567
YDL010W, 2607
YDL008W, 2735
YDL007W, 2460
YDL006W, 2791
YDL005C, 2486
YDL004W, 2574
YDL003W, 2578
YDL002C, 2783
YDL001W, 2687
YDR001C, 2540
YDR002W, 2553
YDR003W, 2852
YDR003W-A, 2691
YDR005C, 2795
YDR006C, 2379
YDR007W, 2377
YDR009W, 2646
YDR010C, 2862
YDR011W, 2447
YDR012W, 2423
YDR013W, 2680
YDR014W-A, 2700
YDR016C, 2651
YDR018C, 2843
YDR019C, 2693
YDR020C, 2506
YDR021W, 2826
YDR022C, 2768
YDR023W, 2670
YDR025W, 2717
YDR026C, 2622
YDR027C, 2480
YDR028C, 2621
YDR030C, 2843
YDR031W, 2572
YDR032C, 2529
YDR033W, 2559
YDR034C, 2662
YDR034W-B, 2860
YDR035W, 2868
YDR036C, 2630
YDR037W, 2451
YDR041W, 2764
YDR042C, 2641
YDR043C, 2619
YDR044W, 2658
YDR045C, 2430
YDR046C, 2556
YDR047W, 2510
YDR049W, 2597
YDR050C, 2542
YDR051C, 2475
YDR052C, 2614
YDR054C, 2667
YDR055W, 2365
YDR056C, 2616
YDR057W, 2400
YDR058C, 2556
YDR059C, 2498
YDR060W, 2516
YDR061W, 2567
YDR062W, 2602
YDR063W, 2768
YDR064W, 2433
YDR065W, 2679
YDR066C, 2648
YDR067C, 2592
YDR068W, 2737
YDR069C, 2832
YDR070C, 2799
YDR071C, 2599
YDR072C, 2603
YDR073W, 2629
YDR074W, 2644
YDR075W, 2651
YDR076W, 2436
YDR077W, 2392
YDR078C, 2655
YDR079W, 2863
YDR079C-A, 2481
YDR080W, 2616
YDR081C, 2857
YDR082W, 2735
YDR083W, 2611
YDR084C, 2701
YDR085C, 2612
YDR086C, 2631
YDR087C, 2693
YDR088C, 2800
YDR089W, 2911
YDR090C, 2422
YDR091C, 2559
YDR092W, 2594
YDR096W, 2586
YDR097C, 2403
YDR098C, 2625
YDR099W, 2665
YDR100W, 2533
YDR101C, 2606
YDR103W, 2552
YDR104C, 2608
YDR105C, 2314
YDR106W, 2546
YDR107C, 2690
YDR108W, 2857
YDR109C, 2770
YDR110W, 2683
YDR111C, 2666
YDR113C, 2583
YDR115W, 2695
YDR116C, 2501
YDR117C, 2738
YDR119W, 2870
YDR119W-A, 2669
YDR120C, 2669
YDR121W, 2650
YDR123C, 2528
YDR124W, 2631
YDR126W, 2630
YDR127W, 2534
YDR129C, 2760
YDR130C, 2629
YDR131C, 2892
YDR132C, 2551
YDR135C, 2466
YDR137W, 2821
YDR138W, 2668
YDR139C, 2572
YDR140W, 2716
YDR142C, 2755
YDR143C, 2491
YDR144C, 2477
YDR145W, 2319
YDR146C, 2645
YDR147W, 2610
YDR148C, 2429
YDR151C, 2551
YDR152W, 2826
YDR153C, 2564
YDR155C, 2597
YDR156W, 2490
YDR158W, 2288
YDR161W, 2529
YDR162C, 2551
YDR163W, 2486
YDR164C, 2701
YDR165W, 2567
YDR166C, 2854
YDR167W, 2779
YDR168W, 2699
YDR169C, 2499
YDR171W, 2630
YDR172W, 2645
YDR173C, 2568
YDR174W, 2447
YDR175C, 2668
YDR176W, 2682
YDR177W, 2598
YDR178W, 2752
YDR179C, 2900
YDR179W-A, 2722
YDR180W, 2586
YDR181C, 2635
YDR182W, 2678
YDR182W-A, 3025
YDR183W, 2772
YDR184C, 2584
YDR185C, 2825
YDR186C, 2464
YDR188W, 2594
YDR189W, 2632
YDR190C, 2330
YDR191W, 2608
YDR192C, 2368
YDR194C, 2536
YDR195W, 2417
YDR196C, 2345
YDR197W, 2530
YDR198C, 2753
YDR200C, 2800
YDR201W, 2444
YDR202C, 2720
YDR204W, 2682
YDR205W, 2609
YDR207C, 2517
YDR208W, 2490
YDR210W, 2747
YDR211W, 2382
YDR212W, 2597
YDR213W, 2704
YDR214W, 2737
YDR215C, 2645
YDR219C, 2639
YDR221W, 2565
YDR222W, 2668
YDR223W, 2572
YDR224C, 2408
YDR225W, 2163
YDR226W, 2314
YDR227W, 2628
YDR228C, 2688
YDR229W, 2613
YDR231C, 2969
YDR232W, 2497
YDR233C, 2558
YDR234W, 2709
YDR235W, 2665
YDR236C, 2659
YDR237W, 2715
YDR238C, 2499
YDR239C, 2725
YDR240C, 2729
YDR242W, 2740
YDR243C, 2492
YDR244W, 2448
YDR245W, 2663
YDR246W, 2573
YDR247W, 2755
YDR248C, 2530
YDR249C, 2701
YDR251W, 2556
YDR252W, 2560
YDR253C, 2521
YDR254W, 2635
YDR255C, 2714
YDR256C, 2737
YDR257C, 2748
YDR258C, 2740
YDR259C, 2577
YDR260C, 2769
YDR261C, 2666
YDR262W, 2726
YDR263C, 2587
YDR264C, 2615
YDR265W, 2803
YDR266C, 2677
YDR267C, 2752
YDR268W, 2670
YDR270W, 2490
YDR272W, 2732
YDR273W, 2590
YDR274C, 2543
YDR275W, 2705
YDR276C, 2494
YDR277C, 2606
YDR279W, 2604
YDR280W, 2591
YDR281C, 2677
YDR282C, 2720
YDR284C, 2747
YDR286C, 2623
YDR287W, 2772
YDR288W, 2478
YDR289C, 2672
YDR291W, 2414
YDR292C, 2705
YDR293C, 2664
YDR294C, 2518
YDR295C, 2737
YDR296W, 2789
YDR297W, 2337
YDR298C, 2587
YDR299W, 2555
YDR300C, 2498
YDR301W, 2527
YDR302W, 2663
YDR303C, 2741
YDR304C, 2682
YDR305C, 2709
YDR306C, 2646
YDR307W, 2883
YDR308C, 2757
YDR309C, 2537
YDR311W, 2414
YDR312W, 2832
YDR313C, 2688
YDR315C, 2516
YDR316W, 2762
YDR317W, 2571
YDR318W, 2646
YDR319C, 2929
YDR320C, 2473
YDR320C-A, 2602
YDR321W, 2583
YDR322W, 2672
YDR322C-A, 2532
YDR323C, 2649
YDR325W, 2546
YDR328C, 2507
YDR329C, 2700
YDR330W, 2411
YDR331W, 2707
YDR332W, 2595
YDR333C, 2641
YDR335W, 2422
YDR336W, 2701
YDR337W, 2570
YDR338C, 2451
YDR339C, 2645
YDR341C, 2444
YDR342C, 2452
YDR343C, 2452
YDR345C, 2475
YDR346C, 2521
YDR347W, 2743
YDR348C, 2667
YDR349C, 2831
YDR350C, 2608
YDR351W, 2620
YDR352W, 2443
YDR353W, 2328
YDR354W, 2531
YDR357C, 2401
YDR358W, 2681
YDR361C, 2766
YDR362C, 2532
YDR363W, 2489
YDR363W-A, 2474
YDR364C, 2477
YDR365C, 2480
YDR367W, 2654
YDR368W, 2358
YDR370C, 2457
YDR371W, 2527
YDR372C, 2590
YDR373W, 2495
YDR374W-A, 2635
YDR375C, 2561
YDR376W, 2684
YDR377W, 2555
YDR378C, 2413
YDR379W, 2521
YDR379C-A, 2679
YDR380W, 2681
YDR381W, 2390
YDR381C-A, 2491
YDR382W, 2391
YDR383C, 2629
YDR384C, 2448
YDR385W, 2681
YDR386W, 2778
YDR387C, 2621
YDR388W, 2641
YDR389W, 2469
YDR390C, 2676
YDR391C, 2613
YDR392W, 2827
YDR393W, 2709
YDR394W, 2508
YDR395W, 2548
YDR397C, 2432
YDR398W, 2576
YDR399W, 2695
YDR400W, 2566
YDR404C, 2664
YDR405W, 2615
YDR407C, 2640
YDR408C, 2397
YDR410C, 2909
YDR411C, 2475
YDR412W, 2670
YDR414C, 2605
YDR415C, 2708
YDR416W, 2579
YDR418W, 2634
YDR419W, 2683
YDR421W, 2640
YDR422C, 2502
YDR423C, 2632
YDR424C, 2532
YDR425W, 2687
YDR427W, 2687
YDR428C, 2562
YDR429C, 2500
YDR430C, 2761
YDR434W, 2719
YDR435C, 2622
YDR436W, 2591
YDR437W, 2907
YDR438W, 2504
YDR439W, 2727
YDR440W, 2442
YDR441C, 2692
YDR444W, 2636
YDR447C, 2703
YDR448W, 2625
YDR449C, 2803
YDR450W, 2653
YDR451C, 2484
YDR452W, 2599
YDR453C, 2483
YDR454C, 2369
YDR456W, 2599
YDR458C, 2759
YDR459C, 2958
YDR460W, 2804
YDR461W, 2475
YDR461C-A, 2546
YDR462W, 2581
YDR463W, 2588
YDR465C, 2722
YDR466W, 2712
YDR468C, 2704
YDR469W, 2626
YDR470C, 2697
YDR471W, 2461
YDR472W, 2560
YDR473C, 2780
YDR475C, 2830
YDR476C, 2629
YDR477W, 2446
YDR478W, 2882
YDR479C, 2677
YDR481C, 2514
YDR482C, 2321
YDR483W, 2559
YDR484W, 2733
YDR485C, 2555
YDR486C, 2705
YDR487C, 2745
YDR488C, 3008
YDR489W, 2574
YDR490C, 2489
YDR492W, 2667
YDR493W, 2656
YDR494W, 2675
YDR495C, 2644
YDR496C, 2510
YDR497C, 2459
YDR498C, 2628
YDR499W, 2682
YDR500C, 2540
YDR502C, 2524
YDR503C, 2910
YDR504C, 2719
YDR505C, 2504
YDR506C, 2656
YDR507C, 2480
YDR508C, 2616
YDR510W, 2581
YDR511W, 2745
YDR512C, 2769
YDR513W, 2670
YDR514C, 2568
YDR515W, 2491
YDR516C, 2585
YDR517W, 2736
YDR518W, 2608
YDR519W, 2655
YDR520C, 2413
YDR523C, 2662
YDR524C, 2630
YDR524C-B, 2392
YDR525W-A, 2696
YDR527W, 2522
YDR528W, 2612
YDR529C, 2563
YDR530C, 2724
YDR531W, 2721
YDR532C, 2543
YDR533C, 2615
YDR534C, 2335
YDR536W, 2763
YDR538W, 2684
YDR539W, 2802
YDR540C, 2929
YDR541C, 2357
YEL073C, 2388
YEL072W, 2471
YEL071W, 2522
YEL068C, 2420
YEL066W, 2671
YEL065W, 2563
YEL064C, 2772
YEL063C, 2720
YEL062W, 2773
YEL061C, 2518
YEL060C, 2390
YEL059C-A, 2477
YEL058W, 2806
YEL057C, 2679
YEL056W, 2794
YEL055C, 2709
YEL054C, 2634
YEL053C, 2537
YEL052W, 2686
YEL051W, 2637
YEL050C, 2349
YEL049W, 2157
YEL048C, 2616
YEL046C, 2651
YEL044W, 2354
YEL043W, 2668
YEL042W, 2641
YEL041W, 2504
YEL040W, 2637
YEL039C, 2396
YEL038W, 2531
YEL037C, 2703
YEL036C, 2582
YEL034W, 2486
YEL032W, 2376
YEL031W, 2545
YEL030W, 2782
YEL029C, 2518
YEL028W, 2609
YEL027W, 2388
YEL026W, 2424
YEL024W, 2554
YEL023C, 2628
YEL022W, 2648
YEL021W, 2484
YEL020W-A, 2747
YEL019C, 2483
YEL018W, 2621
YEL017C-A, 2384
YEL017W, 2662
YEL016C, 2717
YEL015W, 2563
YEL013W, 2359
YEL012W, 2704
YEL011W, 2673
YEL009C, 2584
YEL008W, 2830
YEL006W, 2476
YEL005C, 2661
YEL004W, 2500
YEL003W, 2885
YEL002C, 2760
YEL001C, 2562
YER001W, 2728
YER002W, 2689
YER003C, 2773
YER004W, 2284
YER005W, 2449
YER006W, 2798
YER007W, 2695
YER007C-A, 2750
YER008C, 2728
YER009W, 2832
YER010C, 2610
YER011W, 2366
YER012W, 2469
YER014W, 2388
YER015W, 2581
YER016W, 2501
YER017C, 2729
YER018C, 2672
YER019W, 2879
YER019C-A, 2532
YER020W, 2325
YER021W, 2457
YER022W, 2486
YER023W, 2353
YER025W, 2552
YER026C, 2649
YER027C, 2391
YER028C, 2909
YER029C, 2627
YER030W, 2702
YER031C, 2681
YER032W, 2495
YER034W, 2808
YER035W, 2522
YER036C, 2510
YER037W, 2879
YER038C, 2507
YER038W-A, 2784
YER039C, 2678
YER039C-A, 2536
YER040W, 2686
YER041W, 2747
YER042W, 2592
YER043C, 2464
YER044C, 2537
YER045C, 2683
YER046W, 2643
YER048C, 2638
YER048W-A, 2694
YER049W, 2687
YER050C, 2611
YER051W, 2578
YER052C, 2663
YER053C, 2815
YER053C-A, 2787
YER054C, 2863
YER055C, 2677
YER056C, 2703
YER056C-A, 2848
YER057C, 2336
YER058W, 2382
YER059W, 2309
YER060W, 2751
YER060W-A, 2561
YER061C, 2455
YER062C, 2473
YER063W, 2635
YER064C, 2580
YER065C, 2483
YER066W, 2732
YER067W, 2634
YER068W, 2648
YER069W, 2546
YER070W, 2784
YER071C, 2643
YER072W, 2505
YER073W, 2601
YER074W, 2581
YER074W-A, 2604
YER076C, 2606
YER077C, 2545
YER078C, 2840
YER078W-A, 2699
YER079W, 2435
YER080W, 2587
YER081W, 2641
YER082C, 2828
YER083C, 2897
YER085C, 2677
YER086W, 2528
YER087W, 2744
YER087C-B, 2481
YER088C, 2459
YER089C, 2425
YER090W, 2625
YER091C, 2580
YER092W, 2639
YER093C-A, 2936
YER094C, 2322
YER095W, 2590
YER096W, 2460
YER098W, 2820
YER099C, 2393
YER100W, 2759
YER101C, 2652
YER102W, 2553
YER103W, 2411
YER104W, 2804
YER105C, 2762
YER107C, 2435
YER110C, 2586
YER112W, 2672
YER113C, 2652
YER114C, 2603
YER115C, 2723
YER116C, 2733
YER117W, 2330
YER118C, 2599
YER119C, 2297
YER120W, 2546
YER121W, 2726
YER122C, 2631
YER123W, 2548
YER124C, 2782
YER125W, 2533
YER126C, 2855
YER127W, 2447
YER128W, 2633
YER130C, 2751
YER131W, 2586
YER133W, 2624
YER134C, 2681
