Gene name, Transcript overall size
YBL023C, 1620.8999999999999
YBL022C, 1565.1000000000001
YBL021C, 1371.3
YBL020W, 1420.1
YBL019W, 1303.1
YBL018C, 1743.1999999999998
YBL016W, 1576.7
YBL015W, 1608.0
YBL014C, 1302.7
YBL011W, 1513.8
YBL010C, 1465.2
YBL009W, 1456.8000000000002
YBL008W, 1719.0
YBL007C, 1598.0
YBL006C, 1376.4
YBL005W, 1584.8
YBL003C, 1067.2
YBL002W, 1284.0
YBL001C, 1524.2
YBR001C, 1613.1000000000001
YBR002C, 1259.3000000000002
YBR003W, 1469.4
YBR004C, 1669.4
YBR005W, 1485.2
YBR006W, 1550.0
YBR007C, 1505.8
YBR008C, 1620.7
YBR009C, 1229.7000000000003
YBR010W, 1489.1000000000001
YBR011C, 1505.9999999999998
YBR014C, 1608.5
YBR015C, 1758.5
YBR016W, 1277.8000000000002
YBR017C, 1497.4
YBR018C, 1466.5
YBR019C, 1343.3999999999999
YBR020W, 1502.3
YBR021W, 1392.2
YBR022W, 1491.9
YBR023C, 1237.1000000000001
YBR024W, 1527.8
YBR025C, 1623.3
YBR026C, 1624.8000000000002
YBR028C, 1656.4000000000003
YBR029C, 1385.7
YBR030W, 1555.3000000000002
YBR031W, 1486.8000000000002
YBR032W, 1629.0
YBR033W, 1461.6000000000001
YBR034C, 1338.6000000000001
YBR035C, 1498.0
YBR036C, 1553.2
YBR037C, 1559.1000000000001
YBR038W, 1512.1000000000001
YBR039W, 1420.6000000000001
YBR041W, 1540.3000000000002
YBR042C, 1685.7
YBR043C, 1235.2000000000003
YBR044C, 1575.2
YBR046C, 1570.1
YBR047W, 1644.1000000000001
YBR048W, 1473.8000000000002
YBR049C, 1288.5
YBR050C, 1349.3
YBR052C, 1595.5000000000002
YBR053C, 1452.2
YBR054W, 1570.5
YBR055C, 1539.0000000000002
YBR056W, 1583.0
YBR056W-A, 1696.4000000000003
YBR057C, 1588.0
YBR058C, 1431.8
YBR058C-A, 1585.8
YBR059C, 1316.4
YBR060C, 1488.8999999999999
YBR061C, 1469.1
YBR062C, 1500.6
YBR063C, 1509.5000000000002
YBR065C, 1397.9
YBR066C, 1484.7000000000003
YBR067C, 1490.4
YBR068C, 1245.2
YBR069C, 1455.2999999999997
YBR070C, 1547.5
YBR071W, 1456.3000000000002
YBR072W, 1628.3000000000002
YBR074W, 1654.8
YBR077C, 1526.1000000000001
YBR078W, 1444.0
YBR079C, 1406.7
YBR080C, 1456.7
YBR082C, 1500.9
YBR083W, 1477.5000000000002
YBR084W, 1473.2000000000003
YBR084C-A, 1562.8999999999999
YBR085W, 1365.4
YBR085C-A, 1421.4
YBR086C, 1388.2
YBR087W, 1714.4
YBR088C, 1536.2
YBR089C-A, 1445.5
YBR091C, 1515.8000000000002
YBR092C, 1568.3000000000002
YBR093C, 1595.0
YBR094W, 1434.9000000000003
YBR095C, 1445.3999999999999
YBR096W, 1702.0
YBR098W, 1561.5
YBR101C, 1633.3000000000002
YBR102C, 1600.2000000000003
YBR103W, 1541.6
YBR104W, 1537.3000000000002
YBR105C, 1407.8000000000002
YBR106W, 1539.6000000000001
YBR107C, 1654.1
YBR108W, 1542.7
YBR109C, 1413.7
YBR110W, 1760.5000000000002
YBR111C, 1682.8000000000002
YBR111W-A, 1469.6
YBR112C, 1376.2
YBR114W, 1615.5
YBR115C, 1708.2999999999997
YBR118W, 1501.6
YBR119W, 1517.0
YBR120C, 1315.8000000000002
YBR121C, 1495.9
YBR122C, 1652.9
YBR123C, 1432.2
YBR125C, 1476.3
YBR126C, 1392.7
YBR127C, 1588.6000000000001
YBR128C, 1534.1000000000001
YBR129C, 1206.1000000000001
YBR130C, 1286.0
YBR131W, 1686.3000000000002
YBR132C, 1648.2
YBR133C, 1470.5000000000002
YBR135W, 1665.5
YBR137W, 1703.1000000000001
YBR138C, 1628.1000000000001
YBR139W, 1752.9999999999998
YBR141C, 1436.6000000000001
YBR142W, 1475.9999999999998
YBR143C, 1559.4
YBR145W, 1547.2
YBR146W, 1662.9000000000003
YBR147W, 1649.0000000000002
YBR149W, 1282.8000000000002
YBR151W, 1733.2
YBR153W, 1451.5
YBR154C, 1525.3
YBR155W, 1227.6000000000001
YBR156C, 1613.5
YBR157C, 1655.9
YBR158W, 1391.2
YBR159W, 1517.0000000000002
YBR160W, 1522.1000000000001
YBR161W, 1729.2
YBR162C, 1572.0
YBR162W-A, 1510.0
YBR163W, 1521.5
YBR164C, 1504.1999999999998
YBR165W, 1660.8999999999999
YBR166C, 1655.3000000000002
YBR167C, 1510.5000000000002
YBR168W, 1446.3999999999999
YBR169C, 1349.4
YBR170C, 1580.9
YBR171W, 1510.4000000000003
YBR172C, 1464.9
YBR173C, 1514.9
YBR175W, 1515.3000000000002
YBR176W, 1572.7
YBR177C, 1497.8000000000002
YBR179C, 1465.2000000000003
YBR181C, 1488.5
YBR182C-A, 1754.0
YBR183W, 1628.6000000000004
YBR185C, 1592.1000000000001
YBR187W, 1514.9
YBR188C, 1550.0000000000002
YBR189W, 1507.1000000000001
YBR191W, 1439.3999999999999
YBR192W, 1649.8999999999999
YBR193C, 1336.2
YBR194W, 1462.7
YBR195C, 1472.0000000000002
YBR196C, 1514.3999999999999
YBR196C-A, 1654.7
YBR197C, 1440.7
YBR198C, 1429.0
YBR199W, 1738.6000000000004
YBR200W, 1679.6
YBR201W, 1454.6999999999998
YBR201C-A, 1490.4
YBR202W, 1387.3999999999999
YBR203W, 1370.6000000000001
YBR204C, 1440.6
YBR207W, 1663.8000000000002
YBR209W, 1674.6999999999998
YBR210W, 1356.6000000000001
YBR212W, 1366.4000000000003
YBR213W, 1590.0
YBR214W, 1280.1
YBR215W, 1462.6
YBR216C, 1604.6000000000004
YBR217W, 1493.1000000000001
YBR218C, 1422.6000000000001
YBR220C, 1418.0000000000002
YBR221C, 1528.4000000000003
YBR222C, 1284.9
YBR223C, 1442.7
YBR227C, 1575.9000000000003
YBR228W, 1618.2
YBR229C, 1758.4
YBR230C, 1269.8000000000002
YBR230W-A, 1735.9
YBR231C, 1537.3000000000004
YBR233W, 1391.7
YBR233W-A, 1529.7000000000003
YBR234C, 1411.2000000000003
YBR235W, 1548.2
YBR236C, 1626.4
YBR237W, 1491.5000000000002
YBR238C, 1612.5000000000002
YBR239C, 1453.2
YBR241C, 1434.3
YBR242W, 1415.3
YBR243C, 1653.4
YBR244W, 1560.9
YBR246W, 1432.8
YBR247C, 1406.8000000000002
YBR248C, 1494.0000000000002
YBR249C, 1296.2
YBR251W, 1612.8000000000002
YBR252W, 1494.3999999999999
YBR253W, 1570.8
YBR254C, 1622.2
YBR255W, 1475.5
YBR255C-A, 1441.1999999999998
YBR256C, 1421.7000000000003
YBR257W, 1568.2
YBR258C, 1550.1999999999998
YBR259W, 1525.7
YBR260C, 1360.5000000000002
YBR261C, 1497.5
YBR262C, 1417.7
YBR263W, 1437.5000000000002
YBR264C, 1514.8
YBR265W, 1644.2
YBR267W, 1251.3000000000002
YBR268W, 1607.8000000000002
YBR269C, 1494.2
YBR270C, 1452.4999999999998
YBR271W, 1554.6000000000001
YBR272C, 1513.6000000000001
YBR273C, 1565.1000000000001
YBR274W, 1425.7
YBR276C, 1405.3
YBR278W, 1489.6
YBR279W, 1599.6
YBR280C, 1489.2000000000003
YBR281C, 1427.6
YBR282W, 1440.3
YBR283C, 1595.1000000000001
YBR285W, 1671.5000000000002
YBR286W, 1558.0000000000002
YBR287W, 1523.3000000000002
YBR288C, 1674.3
YBR289W, 1310.7
YBR290W, 1538.6000000000004
YBR291C, 1334.0
YBR296C, 1655.0
YBR297W, 1558.2
YBR298C, 1525.8
YBR299W, 1417.3
YCL064C, 1597.1000000000001
YCL063W, 1437.3999999999999
YCL059C, 1568.9
YCL058W-A, 1457.8999999999999
YCL057C-A, 1371.5000000000002
YCL057W, 1733.9000000000003
YCL056C, 1442.0000000000002
YCL055W, 1487.7000000000003
YCL054W, 1420.4999999999998
YCL052C, 1675.4
YCL051W, 1522.6
YCL050C, 1408.7000000000003
YCL049C, 1493.4000000000003
YCL047C, 1709.1999999999998
YCL045C, 1590.3
YCL044C, 1275.1000000000001
YCL043C, 1471.2
YCL040W, 1495.6000000000004
YCL039W, 1559.5
YCL038C, 1429.0
YCL037C, 1179.6000000000001
YCL036W, 1549.6000000000001
YCL035C, 1587.3
YCL034W, 1403.5
YCL033C, 1718.8999999999999
YCL032W, 1352.8000000000002
YCL031C, 1429.1000000000001
YCL030C, 1584.0000000000002
YCL029C, 1652.0
YCL028W, 1457.6
YCL027W, 1445.3999999999999
YCL026C-B, 1496.9
YCL026C-A, 1384.6000000000001
YCL025C, 1521.5
YCL021W-A, 1491.3000000000002
YCL018W, 1516.5
YCL017C, 1453.2
YCL016C, 1474.9
YCL012C, 1806.1
YCL011C, 1481.7
YCL010C, 1464.6
YCL009C, 1544.9000000000003
YCL008C, 1330.1000000000001
YCL005W-A, 1510.5000000000002
YCL005W, 1619.7000000000003
YCL004W, 1614.6000000000001
YCL002C, 1462.3000000000002
YCL001W, 1321.0
YCR002C, 1305.5
YCR003W, 1517.1000000000001
YCR004C, 1575.0
YCR005C, 1496.7
YCR006C, 1755.9000000000003
YCR007C, 1395.8000000000002
YCR008W, 1299.3000000000002
YCR009C, 1574.7
YCR010C, 1309.2
YCR011C, 1648.5000000000002
YCR012W, 1415.8
YCR015C, 1587.2
YCR016W, 1568.7
YCR017C, 1618.6000000000001
YCR019W, 1456.0000000000002
YCR020C, 1518.1
YCR020C-A, 1559.5
YCR020W-B, 1361.7000000000003
YCR021C, 1492.9999999999998
YCR022C, 1481.9
YCR023C, 1660.8
YCR024C, 1546.0000000000002
YCR024C-B, 1596.0
YCR024C-A, 1481.9
YCR025C, 1474.9
YCR026C, 1508.9
YCR027C, 1332.6000000000001
YCR028C, 1559.2
YCR028C-A, 1747.8000000000002
YCR030C, 1501.6000000000001
YCR031C, 1366.0
YCR034W, 1416.1
YCR035C, 1437.4
YCR036W, 1436.0
YCR037C, 1689.9
YCR043C, 1432.4
YCR044C, 1601.1000000000001
YCR046C, 1563.1000000000001
YCR047C, 1433.9
YCR048W, 1539.9
YCR051W, 1391.4999999999998
YCR052W, 1414.5
YCR053W, 1423.2
YCR054C, 1576.8000000000002
YCR057C, 1616.5
YCR059C, 1515.0999999999997
YCR060W, 1547.3000000000002
YCR061W, 1674.2000000000003
YCR063W, 1617.5000000000002
YCR065W, 1449.7
YCR066W, 1448.5
YCR067C, 1222.6000000000001
YCR068W, 1647.4
YCR069W, 1783.9
YCR071C, 1404.1000000000001
YCR072C, 1465.7
YCR073W-A, 1567.6
YCR075C, 1481.0000000000002
YCR075W-A, 1436.2
YCR076C, 1562.8000000000002
YCR077C, 1374.2
YCR079W, 1518.7000000000003
YCR082W, 1396.1000000000001
YCR083W, 1722.2000000000003
YCR084C, 1342.3
YCR086W, 1514.8000000000002
YCR087C-A, 1443.6000000000001
YCR088W, 1526.1000000000001
YCR090C, 1645.6000000000004
YCR091W, 1506.5
YCR092C, 1493.1
YCR094W, 1520.5
YCR095C, 1403.0000000000002
YCR095W-A, 1654.6
YCR097W, 1419.9999999999998
YCR098C, 1456.4
YCR099C, 1763.1000000000004
YCR102C, 1433.6
YCR106W, 1575.8
YDL243C, 1456.7
YDL241W, 1566.1000000000001
YDL240W, 1447.9000000000003
YDL238C, 1640.6
YDL237W, 1509.8000000000002
YDL236W, 1469.9999999999998
YDL235C, 1550.1
YDL234C, 1618.5
YDL233W, 1411.5000000000002
YDL232W, 1437.0
YDL230W, 1620.1
YDL229W, 1299.2
YDL227C, 1488.2000000000003
YDL226C, 1523.8000000000002
YDL225W, 1334.6000000000001
YDL224C, 1480.7
YDL222C, 1778.9
YDL220C, 1418.6
YDL219W, 1578.7
YDL218W, 1600.5
YDL217C, 1538.3
YDL216C, 1520.1000000000001
YDL215C, 1516.2000000000003
YDL213C, 1488.5000000000002
YDL212W, 1449.7000000000003
YDL211C, 1548.6000000000001
YDL209C, 1535.1000000000001
YDL208W, 1473.0
YDL207W, 1638.6000000000004
YDL206W, 1781.5
YDL205C, 1370.4
YDL204W, 1398.2
YDL203C, 1414.7
YDL202W, 1706.9
YDL201W, 1384.8000000000002
YDL200C, 1801.6000000000001
YDL199C, 1466.1000000000001
YDL198C, 1452.8000000000002
YDL197C, 1464.9
YDL195W, 1522.2
YDL193W, 1537.9
YDL192W, 1485.5000000000002
YDL191W, 1497.0
YDL190C, 1543.8
YDL189W, 1476.5
YDL188C, 1453.1
YDL186W, 1377.4
YDL185W, 1388.3999999999999
YDL184C, 1794.8
YDL183C, 1545.8000000000002
YDL182W, 1335.1
YDL181W, 1477.7000000000003
YDL180W, 1560.0000000000002
YDL179W, 1590.1000000000001
YDL178W, 1529.1000000000001
YDL177C, 1545.3
YDL176W, 1419.1
YDL175C, 1482.4000000000003
YDL174C, 1746.9
YDL170W, 1648.2999999999997
YDL169C, 1644.0
YDL168W, 1361.9
YDL167C, 1633.8999999999999
YDL166C, 1550.6000000000001
YDL165W, 1563.2
YDL164C, 1550.2000000000003
YDL161W, 1527.8999999999999
YDL160C-A, 1649.6000000000001
YDL160C, 1355.2
YDL159W, 1726.1000000000004
YDL157C, 1457.4
YDL156W, 1679.5000000000002
YDL155W, 1310.0
YDL153C, 1482.3000000000002
YDL150W, 1310.7000000000003
YDL149W, 1544.1000000000001
YDL148C, 1417.6999999999998
YDL147W, 1441.3000000000002
YDL146W, 1507.7000000000003
YDL145C, 1620.7
YDL144C, 1334.3000000000002
YDL143W, 1359.5000000000002
YDL142C, 1535.8000000000002
YDL141W, 1380.4
YDL139C, 1669.9999999999998
YDL138W, 1500.8
YDL137W, 1489.2
YDL136W, 1497.0
YDL135C, 1457.1000000000001
YDL134C, 1449.4999999999998
YDL133C-A, 1794.8
YDL133W, 1279.6000000000001
YDL131W, 1435.7000000000003
YDL130W-A, 1558.3000000000002
YDL130W, 1431.4
YDL129W, 1481.8000000000002
YDL128W, 1385.6
YDL127W, 1592.6
YDL126C, 1467.4
YDL125C, 1514.1000000000004
YDL124W, 1659.3000000000002
YDL123W, 1384.1000000000001
YDL122W, 1563.1000000000001
YDL121C, 1747.6999999999998
YDL120W, 1585.0
YDL119C, 1423.7
YDL117W, 1414.1999999999998
YDL116W, 1551.1000000000004
YDL115C, 1311.7
YDL113C, 1379.8000000000002
YDL112W, 1482.4999999999998
YDL111C, 1492.5000000000002
YDL110C, 1362.1
YDL108W, 1672.2
YDL107W, 1602.6000000000001
YDL106C, 1640.4000000000003
YDL105W, 1541.5
YDL104C, 1520.2000000000003
YDL103C, 1568.8999999999996
YDL101C, 1406.4
YDL100C, 1470.9
YDL099W, 1493.0000000000002
YDL098C, 1591.2
YDL097C, 1381.1000000000001
YDL095W, 1627.4000000000003
YDL093W, 1603.0
YDL092W, 1167.4
YDL091C, 1551.5
YDL090C, 1544.7000000000003
YDL089W, 1405.3000000000002
YDL088C, 1304.5
YDL087C, 1308.1000000000001
YDL086W, 1604.9
YDL085C-A, 1456.1000000000001
YDL085W, 1499.1000000000004
YDL084W, 1463.3000000000002
YDL083C, 1332.1000000000001
YDL082W, 1571.3
YDL081C, 1310.5
YDL080C, 1530.8
YDL079C, 1607.8999999999999
YDL078C, 1331.3000000000002
YDL076C, 1363.0
YDL075W, 1465.8999999999999
YDL074C, 1495.9
YDL073W, 1500.8
YDL072C, 1673.8000000000002
YDL070W, 1460.8000000000002
YDL069C, 1578.4000000000003
YDL067C, 1441.3
YDL066W, 1579.0000000000002
YDL065C, 1498.8000000000002
YDL064W, 1548.9000000000003
YDL063C, 1436.0
YDL061C, 1569.8
YDL059C, 1393.1000000000001
YDL057W, 1642.1
YDL056W, 1503.7
YDL055C, 1405.6000000000001
YDL054C, 1580.8000000000002
YDL053C, 1232.6000000000001
YDL052C, 1702.6
YDL051W, 1518.2
YDL049C, 1740.8
YDL048C, 1359.8
YDL047W, 1520.5000000000002
YDL046W, 1557.0
YDL045W-A, 1492.4
YDL045C, 1511.6000000000001
YDL044C, 1521.7
YDL043C, 1462.1
YDL042C, 1554.3000000000002
YDL040C, 1535.0000000000002
YDL036C, 1692.5
YDL035C, 1454.4
YDL033C, 1632.9
YDL031W, 1557.1999999999998
YDL030W, 1634.1
YDL029W, 1495.0
YDL028C, 1470.0
YDL027C, 1491.9000000000003
YDL025C, 1425.6000000000001
YDL024C, 1611.3
YDL022W, 1365.8
YDL021W, 1307.5
YDL020C, 1475.5
YDL019C, 1435.3000000000002
YDL018C, 1661.4
YDL017W, 1491.0
YDL015C, 1473.8000000000002
YDL014W, 1259.6000000000001
YDL013W, 1353.6000000000001
YDL012C, 1334.4
YDL010W, 1530.2000000000003
YDL008W, 1581.5
YDL007W, 1228.5
YDL006W, 1504.5
YDL005C, 1360.5000000000002
YDL004W, 1420.7000000000003
YDL003W, 1524.2
YDL002C, 1657.8000000000002
YDL001W, 1407.6000000000001
YDR001C, 1311.5000000000002
YDR002W, 1431.4
YDR003W, 1753.0000000000002
YDR003W-A, 1407.0
YDR005C, 1693.9
YDR006C, 1351.1000000000001
YDR007W, 1276.9
YDR009W, 1407.2
YDR010C, 1539.6000000000001
YDR011W, 1339.3
YDR012W, 1486.8000000000002
YDR013W, 1510.6
YDR014W-A, 1460.3
YDR016C, 1379.1000000000001
YDR018C, 1680.2
YDR019C, 1761.1000000000001
YDR020C, 1630.1000000000001
YDR021W, 1593.3
YDR022C, 1516.6
YDR023W, 1640.0
YDR025W, 1473.8000000000002
YDR026C, 1360.6
YDR027C, 1399.7000000000003
YDR028C, 1383.7000000000003
YDR030C, 1559.2
YDR031W, 1557.7
YDR032C, 1654.1000000000001
YDR033W, 1547.9
YDR034C, 1453.6000000000001
YDR034W-B, 1611.6000000000001
YDR035W, 1499.7000000000003
YDR036C, 1576.1000000000004
YDR037W, 1339.1000000000001
YDR041W, 1607.5000000000002
YDR042C, 1654.3000000000002
YDR043C, 1644.3000000000002
YDR044W, 1411.4
YDR045C, 1418.3000000000002
YDR046C, 1408.0
YDR047W, 1401.5
YDR049W, 1363.7
YDR050C, 1485.0
YDR051C, 1434.0000000000002
YDR052C, 1548.0
YDR054C, 1321.3000000000002
YDR055W, 1431.3000000000002
YDR056C, 1789.9
YDR057W, 1523.8
YDR058C, 1486.6
YDR059C, 1500.9
YDR060W, 1349.9
YDR061W, 1576.7999999999997
YDR062W, 1419.2
YDR063W, 1492.3000000000002
YDR064W, 1345.6
YDR065W, 1449.6
YDR066C, 1657.4
YDR067C, 1520.0000000000002
YDR068W, 1632.4000000000003
YDR069C, 1548.9
YDR070C, 1667.4
YDR071C, 1322.9
YDR072C, 1536.8
YDR073W, 1361.5
YDR074W, 1339.1
YDR075W, 1561.0
YDR076W, 1491.0000000000002
YDR077W, 1414.3999999999999
YDR078C, 1594.6
YDR079W, 1718.4
YDR079C-A, 1454.7
YDR080W, 1371.5
YDR081C, 1629.2
YDR082W, 1540.2
YDR083W, 1544.2
YDR084C, 1574.3
YDR085C, 1384.6000000000001
YDR086C, 1415.0
YDR087C, 1518.5
YDR088C, 1421.6999999999998
YDR089W, 1649.4000000000003
YDR090C, 1362.8000000000002
YDR091C, 1470.1
YDR092W, 1602.3
YDR096W, 1505.6000000000001
YDR097C, 1340.0
YDR098C, 1538.6000000000001
YDR099W, 1524.0
YDR100W, 1667.7
YDR101C, 1425.1
YDR103W, 1430.0000000000002
YDR104C, 1424.4
YDR105C, 1378.6
YDR106W, 1515.8999999999999
YDR107C, 1735.0
YDR108W, 1704.3000000000002
YDR109C, 1614.6000000000001
YDR110W, 1649.1000000000001
YDR111C, 1505.3
YDR113C, 1425.9000000000003
YDR115W, 1569.7000000000003
YDR116C, 1510.4000000000003
YDR117C, 1684.9
YDR119W, 1665.7999999999997
YDR119W-A, 1522.2000000000003
YDR120C, 1702.7
YDR121W, 1530.3000000000002
YDR123C, 1361.3000000000002
YDR124W, 1604.9
YDR126W, 1757.1999999999998
YDR127W, 1516.8000000000002
YDR129C, 1707.4
YDR130C, 1513.6
YDR131C, 1769.1000000000001
YDR132C, 1284.2
YDR135C, 1414.8999999999999
YDR137W, 1668.7000000000003
YDR138W, 1439.1999999999998
YDR139C, 1574.4
YDR140W, 1586.5
YDR142C, 1555.6000000000001
YDR143C, 1313.0000000000002
YDR144C, 1591.0
YDR145W, 1223.4
YDR146C, 1388.6000000000001
YDR147W, 1441.2
YDR148C, 1352.0
YDR151C, 1484.2000000000003
YDR152W, 1674.2999999999997
YDR153C, 1547.2
YDR155C, 1508.4
YDR156W, 1394.7
YDR158W, 1331.0
YDR161W, 1472.6000000000001
YDR162C, 1440.7
YDR163W, 1460.8999999999999
YDR164C, 1626.4
YDR165W, 1582.5000000000002
YDR166C, 1567.9
YDR167W, 1573.4
YDR168W, 1654.7
YDR169C, 1409.6000000000001
YDR171W, 1596.9
YDR172W, 1285.8000000000002
YDR173C, 1570.3999999999999
YDR174W, 1440.8
YDR175C, 1603.1000000000001
YDR176W, 1517.2000000000003
YDR177W, 1659.2
YDR178W, 1668.0000000000002
YDR179C, 1623.1000000000001
YDR179W-A, 1441.0000000000002
YDR180W, 1460.1000000000001
YDR181C, 1458.6000000000001
YDR182W, 1610.7
YDR182W-A, 1882.6999999999998
YDR183W, 1649.6
YDR184C, 1308.1
YDR185C, 1644.8000000000002
YDR186C, 1171.8000000000002
YDR188W, 1518.2
YDR189W, 1465.7
YDR190C, 1459.4
YDR191W, 1648.6999999999998
YDR192C, 1272.4
YDR194C, 1553.0000000000002
YDR195W, 1437.2
YDR196C, 1328.0
YDR197W, 1472.0
YDR198C, 1598.4
YDR200C, 1660.6000000000004
YDR201W, 1411.8999999999999
YDR202C, 1560.8
YDR204W, 1559.2000000000003
YDR205W, 1569.2
YDR207C, 1514.8999999999999
YDR208W, 1419.2
YDR210W, 1478.3000000000002
YDR211W, 1338.9999999999998
YDR212W, 1443.0
YDR213W, 1505.4
YDR214W, 1620.8
YDR215C, 1466.1000000000001
YDR219C, 1481.5000000000002
YDR221W, 1690.4000000000003
YDR222W, 1539.9000000000003
YDR223W, 1385.8000000000002
YDR224C, 1363.6000000000001
YDR225W, 1067.2
YDR226W, 1467.0000000000002
YDR227W, 1388.8000000000002
YDR228C, 1519.2
YDR229W, 1383.8000000000002
YDR231C, 1733.8000000000002
YDR232W, 1551.8000000000002
YDR233C, 1280.3000000000002
YDR234W, 1582.5000000000002
YDR235W, 1576.9999999999998
YDR236C, 1735.5
YDR237W, 1597.4
YDR238C, 1367.5
YDR239C, 1428.4
YDR240C, 1631.4
YDR242W, 1620.7
YDR243C, 1521.6000000000001
YDR244W, 1188.9
YDR245W, 1413.5000000000002
YDR246W, 1595.5
YDR247W, 1622.7000000000003
YDR248C, 1605.4
YDR249C, 1471.2
YDR251W, 1411.9999999999998
YDR252W, 1568.1
YDR253C, 1513.5000000000002
YDR254W, 1568.3999999999999
YDR255C, 1506.6000000000001
YDR256C, 1490.6
YDR257C, 1507.0
YDR258C, 1531.9000000000003
YDR259C, 1539.7
YDR260C, 1469.5
YDR261C, 1637.1
YDR262W, 1615.4
YDR263C, 1487.7
YDR264C, 1489.3000000000002
YDR265W, 1545.5
YDR266C, 1409.2
YDR267C, 1547.6
YDR268W, 1575.7
YDR270W, 1552.9000000000003
YDR272W, 1742.1
YDR273W, 1497.5
YDR274C, 1501.0000000000002
YDR275W, 1856.0000000000002
YDR276C, 1567.7999999999997
YDR277C, 1382.2000000000003
YDR279W, 1359.2000000000003
YDR280W, 1408.0
YDR281C, 1428.3000000000002
YDR282C, 1548.7
YDR284C, 1623.3000000000002
YDR286C, 1588.4
YDR287W, 1626.4
YDR288W, 1295.1000000000001
YDR289C, 1516.4000000000003
YDR291W, 1620.3000000000002
YDR292C, 1565.5
YDR293C, 1393.4
YDR294C, 1335.5
YDR295C, 1609.5000000000002
YDR296W, 1620.2
YDR297W, 1178.2
YDR298C, 1627.2
YDR299W, 1435.9
