Gene name, Transcript overall hydropathy
YBL103C, -20.100000000000005
YBL102W, -21.200000000000003
YBL101C, -6.200000000000001
YBL100W-C, 15.1
YBL099W, 6.699999999999999
YBL095W, 6.1
YBL093C, -7.9
YBL092W, -10.499999999999998
YBL091C-A, 4.5
YBL091C, -11.499999999999998
YBL090W, -3.4
YBL089W, 5.5
YBL087C, -4.100000000000001
YBL086C, -17.300000000000004
YBL085W, -4.200000000000001
YBL082C, -27.700000000000003
YBL081W, 2.7999999999999994
YBL080C, 1.2999999999999994
YBL078C, -24.799999999999997
YBL076C, -19.3
YBL075C, 5.6
YBL074C, 10.800000000000002
YBL072C, -19.8
YBL071W-A, -8.9
YBL071C, -12.1
YBL069W, -13.199999999999998
YBL068W, -13.700000000000001
YBL064C, -0.49999999999999956
YBL061C, -10.200000000000003
YBL060W, -10.799999999999999
YBL059C-A, -10.700000000000001
YBL058W, 3.2
YBL057C, 2.0
YBL056W, -7.900000000000002
YBL055C, -3.7999999999999994
YBL054W, 4.1
YBL052C, -23.700000000000003
YBL051C, -4.9
YBL050W, -13.999999999999996
YBL049W, -8.881784197001252e-16
YBL047C, -5.600000000000001
YBL046W, -4.6
YBL045C, -6.1
YBL043W, -3.400000000000001
YBL042C, -9.5
YBL041W, -4.600000000000001
YBL040C, 1.5999999999999996
YBL039W-B, -1.9000000000000004
YBL039C, 19.299999999999997
YBL038W, 3.8999999999999995
YBL036C, -16.8
YBL035C, 4.800000000000001
YBL033C, -26.8
YBL032W, 9.200000000000001
YBL031W, -34.699999999999996
YBL030C, -6.1
YBL029C-A, 13.299999999999999
YBL028C, -7.300000000000001
YBL027W, 1.8999999999999992
YBL026W, 13.200000000000001
YBL025W, -8.6
YBL024W, -27.299999999999997
YBL023C, -46.699999999999996
YBL022C, -6.200000000000001
YBL021C, -23.500000000000004
YBL020W, -14.499999999999998
YBL019W, -16.200000000000003
YBL018C, -15.999999999999998
YBL016W, -1.7000000000000006
YBL015W, -4.300000000000001
YBL014C, -5.200000000000001
YBL011W, -9.399999999999997
YBL010C, -12.4
YBL009W, -16.299999999999997
YBL008W, -7.099999999999996
YBL007C, 12.000000000000002
YBL006C, 4.999999999999998
YBL005W, -9.299999999999999
YBL003C, -6.199999999999999
YBL002W, -9.9
YBL001C, 24.0
YBR001C, 0.6999999999999997
YBR002C, -1.600000000000001
YBR003W, 0.7999999999999985
YBR004C, 28.6
YBR005W, -3.2000000000000006
YBR006W, -16.3
YBR007C, -16.700000000000003
YBR008C, 6.100000000000001
YBR009C, -14.500000000000002
YBR010W, -22.4
YBR011C, -11.4
YBR014C, 17.9
YBR015C, 7.099999999999998
YBR016W, -15.000000000000002
YBR017C, -2.4
YBR018C, -19.7
YBR019C, 1.7999999999999998
YBR020W, -7.399999999999999
YBR021W, -10.500000000000004
YBR022W, -4.6
YBR023C, -17.199999999999996
YBR024W, -8.000000000000002
YBR025C, -11.8
YBR026C, -8.9
YBR028C, 1.5000000000000004
YBR029C, -27.100000000000005
YBR030W, 0.19999999999999862
YBR031W, -3.8000000000000003
YBR032W, 9.599999999999998
YBR033W, -9.9
YBR034C, -16.599999999999998
YBR035C, -7.5
YBR036C, 18.799999999999997
YBR037C, 5.4
YBR038W, -11.7
YBR039W, 3.2000000000000006
YBR041W, 23.499999999999993
YBR042C, 2.700000000000001
YBR043C, -10.799999999999999
YBR044C, -15.800000000000002
YBR046C, 1.7999999999999998
YBR047W, 1.1999999999999997
YBR048W, -10.9
YBR049C, -23.800000000000004
YBR050C, -4.700000000000001
YBR052C, 19.3
YBR053C, 6.299999999999999
YBR054W, -9.8
YBR055C, -15.499999999999998
YBR056W, -4.5
YBR056W-A, -27.9
YBR057C, -17.6
YBR058C, 16.5
YBR058C-A, -8.6
YBR059C, 0.9000000000000006
YBR060C, -4.400000000000002
YBR061C, -30.5
YBR062C, -26.300000000000004
YBR063C, -8.6
YBR065C, -19.4
YBR066C, 7.300000000000001
YBR067C, 24.2
YBR068C, -14.500000000000002
YBR069C, 0.4000000000000008
YBR070C, 21.6
YBR071W, -23.200000000000003
YBR072W, -0.30000000000000115
YBR074W, -6.800000000000001
YBR077C, -0.10000000000000098
YBR078W, 10.900000000000004
YBR079C, -11.7
YBR080C, -0.20000000000000062
YBR082C, -10.200000000000001
YBR083W, -26.799999999999997
YBR084W, 2.4999999999999996
YBR084C-A, 1.8999999999999992
YBR085W, -14.4
YBR085C-A, -9.700000000000001
YBR086C, 10.499999999999998
YBR087W, -9.200000000000005
YBR088C, -0.4000000000000008
YBR089C-A, -26.6
YBR091C, -1.9999999999999996
YBR092C, 27.7
YBR093C, 22.999999999999996
YBR094W, -7.299999999999999
YBR095C, -11.6
YBR096W, 22.099999999999998
YBR098W, -13.4
YBR101C, -8.500000000000002
YBR102C, -17.099999999999998
YBR103W, -2.3000000000000003
YBR104W, -9.600000000000003
YBR105C, -13.1
YBR106W, 20.4
YBR107C, -1.0
YBR108W, -8.900000000000002
YBR109C, -12.4
YBR110W, 28.500000000000004
YBR111C, -1.4000000000000008
YBR111W-A, -11.0
YBR112C, -15.6
YBR114W, -23.299999999999997
YBR115C, -14.799999999999999
YBR118W, 0.6999999999999997
YBR119W, -5.1999999999999975
YBR120C, -2.4
YBR121C, 1.3
YBR122C, 3.599999999999999
YBR123C, 2.4000000000000004
YBR125C, -4.000000000000002
YBR126C, -9.999999999999998
YBR127C, 1.5999999999999992
YBR128C, 3.900000000000001
YBR129C, 5.6
YBR130C, -18.500000000000004
YBR131W, -4.400000000000002
YBR132C, -24.2
YBR133C, -0.4000000000000008
YBR135W, -18.400000000000002
YBR137W, 0.19999999999999885
YBR138C, -13.2
YBR139W, 23.6
YBR141C, -28.4
YBR142W, -23.399999999999995
YBR143C, -14.299999999999999
YBR145W, 1.6000000000000003
YBR146W, 7.6
YBR147W, 11.0
YBR149W, 0.6000000000000003
YBR151W, -7.299999999999995
YBR153W, 3.6999999999999984
YBR154C, -24.200000000000003
YBR155W, -16.400000000000006
YBR156C, -21.399999999999995
YBR157C, -20.7
YBR158W, -14.299999999999999
YBR159W, -12.6
YBR160W, -10.2
YBR161W, 16.200000000000003
YBR162C, 17.699999999999996
YBR162W-A, -7.599999999999996
YBR163W, 9.7
YBR164C, 2.6999999999999993
YBR165W, -9.600000000000003
YBR166C, -11.499999999999998
YBR167C, -20.799999999999997
YBR168W, -29.9
YBR169C, -2.2000000000000006
YBR170C, -9.6
YBR171W, -14.500000000000002
YBR172C, -4.5
YBR173C, -4.9
YBR175W, 1.4999999999999996
YBR176W, -8.7
YBR177C, -5.5
YBR179C, -31.29999999999999
YBR181C, -9.500000000000002
YBR182C-A, 10.1
YBR183W, -5.900000000000002
YBR185C, 6.5
YBR187W, 13.700000000000001
YBR188C, -12.599999999999998
YBR189W, -20.300000000000004
YBR191W, -19.700000000000003
YBR192W, -19.400000000000002
YBR193C, -7.799999999999999
YBR194W, -35.199999999999996
YBR195C, -6.4
YBR196C, -4.0
YBR196C-A, 15.499999999999998
YBR197C, -4.699999999999999
YBR198C, -33.1
YBR199W, 8.999999999999998
YBR200W, -17.199999999999996
YBR201W, 23.8
YBR201C-A, -3.3000000000000003
YBR202W, 5.1999999999999975
YBR203W, -1.2999999999999994
YBR204C, -10.399999999999999
YBR207W, 16.9
YBR209W, -14.0
YBR210W, 24.400000000000006
YBR212W, -17.100000000000005
YBR213W, -10.799999999999999
YBR214W, -12.6
YBR215W, -8.399999999999997
YBR216C, 6.5
YBR217W, -21.900000000000002
YBR218C, -8.800000000000002
YBR220C, -18.700000000000003
YBR221C, -0.8000000000000003
YBR222C, 5.699999999999999
YBR223C, -30.499999999999993
YBR227C, -5.000000000000002
YBR228W, -13.8
YBR229C, 28.799999999999997
YBR230C, -15.799999999999999
YBR230W-A, 3.599999999999999
YBR231C, -17.600000000000005
YBR233W, -10.700000000000001
YBR233W-A, -13.000000000000002
YBR234C, -0.19999999999999973
YBR235W, -9.500000000000002
YBR236C, -19.900000000000002
YBR237W, -17.000000000000004
YBR238C, -5.499999999999998
YBR239C, -24.400000000000002
YBR241C, -17.5
YBR242W, -1.3000000000000003
YBR243C, 29.700000000000003
YBR244W, -15.1
YBR246W, -3.2999999999999994
YBR247C, -26.499999999999996
YBR248C, 7.0
YBR249C, 0.1999999999999995
YBR251W, -10.200000000000001
YBR252W, -2.300000000000001
YBR253W, -18.1
YBR254C, -3.500000000000002
YBR255W, -35.70000000000001
YBR255C-A, -1.4999999999999996
YBR256C, 13.1
YBR257W, -6.6
YBR258C, -26.5
YBR259W, 0.9000000000000006
YBR260C, -6.1
YBR261C, -6.1
YBR262C, 1.7999999999999996
YBR263W, 12.799999999999999
YBR264C, 14.799999999999999
YBR265W, 8.6
YBR267W, 9.299999999999997
YBR268W, 1.2999999999999994
YBR269C, -5.200000000000003
YBR270C, -14.799999999999999
YBR271W, -1.7000000000000006
YBR272C, -14.700000000000001
YBR273C, 1.7999999999999985
YBR274W, 2.6999999999999993
YBR276C, 3.6
YBR278W, 3.6000000000000014
YBR279W, -18.000000000000004
YBR280C, -17.800000000000004
YBR281C, -1.200000000000001
YBR282W, -7.0
YBR283C, 13.7
YBR285W, 8.2
YBR286W, 13.799999999999999
YBR287W, 20.400000000000002
YBR288C, 1.7000000000000004
YBR289W, -16.3
YBR290W, -4.0
YBR291C, -11.8
YBR296C, 19.900000000000002
YBR297W, -3.300000000000001
YBR298C, -19.2
YBR299W, -22.3
YCL064C, 4.0
YCL063W, 6.0
YCL059C, -27.7
YCL058W-A, -10.3
YCL057C-A, -22.1
YCL057W, 13.9
YCL056C, -5.800000000000001
YCL055W, -27.0
YCL054W, -31.699999999999996
YCL052C, -3.4
YCL051W, -18.700000000000003
YCL050C, 6.6
YCL049C, 18.799999999999997
YCL047C, -10.300000000000002
YCL045C, 25.9
YCL044C, -7.200000000000001
YCL043C, 15.5
YCL040W, -2.8000000000000003
YCL039W, -8.4
YCL038C, -9.700000000000001
YCL037C, 5.399999999999999
YCL036W, -19.200000000000003
YCL035C, 1.9000000000000008
YCL034W, -3.500000000000002
YCL033C, -6.699999999999999
YCL032W, -20.000000000000004
YCL031C, 10.1
YCL030C, 20.199999999999996
YCL029C, -6.000000000000002
YCL028W, -9.4
YCL027W, 13.9
YCL026C-B, 1.9999999999999987
YCL026C-A, -12.999999999999998
YCL025C, -13.400000000000002
YCL021W-A, 5.4
YCL018W, 5.699999999999999
YCL017C, -5.100000000000001
YCL016C, -9.9
YCL012C, 25.1
YCL011C, -23.6
YCL010C, 4.6
YCL009C, 1.2999999999999985
YCL008C, 4.6
YCL005W-A, 28.2
YCL005W, 25.099999999999998
YCL004W, -8.099999999999998
YCL002C, 33.99999999999999
YCL001W, -19.700000000000003
YCR002C, 4.4
YCR003W, 6.699999999999999
YCR004C, 13.6
YCR005C, -5.600000000000001
YCR006C, 3.899999999999999
YCR007C, -27.6
YCR008W, -12.5
YCR009C, -12.200000000000001
YCR010C, -26.1
YCR011C, -2.100000000000002
YCR012W, -0.20000000000000062
YCR015C, 0.8999999999999977
YCR016W, -7.799999999999999
YCR017C, 21.199999999999996
YCR019W, -8.100000000000001
YCR020C, -3.5000000000000013
YCR020C-A, 13.299999999999999
YCR020W-B, -16.600000000000005
YCR021C, -6.4
YCR022C, -16.700000000000003
YCR023C, -12.4
YCR024C, 3.499999999999999
YCR024C-B, 28.499999999999996
YCR024C-A, 34.199999999999996
YCR025C, 8.8
YCR026C, -15.199999999999998
YCR027C, -11.200000000000001
YCR028C, -19.300000000000004
YCR028C-A, -3.9999999999999996
YCR030C, -11.799999999999999
YCR031C, -4.899999999999999
YCR034W, 0.6999999999999997
YCR035C, 2.799999999999999
YCR036W, 7.9
YCR037C, -5.9
YCR043C, 4.499999999999998
YCR044C, 32.599999999999994
YCR046C, -8.600000000000001
YCR047C, -10.600000000000001
YCR048W, -14.1
YCR051W, 0.2000000000000004
YCR052W, -4.9
YCR053W, -15.700000000000001
YCR054C, -3.600000000000001
YCR057C, 0.4999999999999991
YCR059C, -11.5
YCR060W, -19.5
YCR061W, 27.599999999999998
YCR063W, -23.3
YCR065W, -2.600000000000002
YCR066W, -7.800000000000001
YCR067C, -6.0
YCR068W, -11.500000000000002
YCR069W, 27.500000000000004
YCR071C, 4.8999999999999995
YCR072C, -19.500000000000004
YCR073W-A, 5.699999999999999
YCR075C, 20.099999999999998
YCR075W-A, -6.4
YCR076C, 10.8
YCR077C, -8.200000000000005
YCR079W, -12.500000000000002
YCR082W, -4.399999999999999
YCR083W, 8.899999999999999
YCR084C, -8.9
YCR086W, -7.600000000000001
YCR087C-A, 1.4
YCR088W, -6.799999999999999
YCR090C, 16.1
YCR091W, -27.200000000000003
YCR092C, 0.4999999999999998
YCR094W, -3.0000000000000013
YCR095C, 10.799999999999999
YCR095W-A, 20.499999999999996
YCR097W, -2.600000000000001
YCR098C, -19.0
YCR099C, 0.7000000000000006
YCR102C, 4.2
YCR106W, 1.5000000000000004
YDL243C, -4.800000000000001
YDL241W, 0.5999999999999992
YDL240W, -6.0
YDL238C, -15.299999999999999
YDL237W, 25.700000000000006
YDL236W, -8.299999999999999
YDL235C, 7.699999999999999
YDL234C, 8.2
YDL233W, -12.0
YDL232W, 6.4
YDL230W, -8.399999999999997
YDL229W, 13.2
YDL227C, 5.6
YDL226C, -18.200000000000003
YDL225W, -7.799999999999999
YDL224C, -10.4
YDL222C, 29.3
YDL220C, -26.400000000000006
YDL219W, 16.599999999999998
YDL218W, 11.8
YDL217C, 3.3000000000000003
YDL216C, -3.7999999999999994
YDL215C, -9.200000000000001
YDL213C, -25.900000000000002
YDL212W, 14.4
YDL211C, 0.9999999999999996
YDL209C, -17.8
YDL208W, -40.29999999999999
YDL207W, -5.6
YDL206W, 11.200000000000001
YDL205C, -9.3
YDL204W, -27.5
YDL203C, -23.100000000000005
YDL202W, -2.4999999999999996
YDL201W, -22.2
YDL200C, 1.8999999999999986
YDL199C, -14.999999999999998
YDL198C, -10.899999999999999
YDL197C, -3.0000000000000004
YDL195W, 5.8999999999999995
YDL193W, -15.699999999999998
YDL192W, 10.2
YDL191W, -12.899999999999997
YDL190C, 2.499999999999999
YDL189W, -1.5999999999999992
YDL188C, -20.300000000000004
YDL186W, -11.0
YDL185W, -6.899999999999999
YDL184C, -36.7
YDL183C, 13.1
YDL182W, -12.899999999999997
YDL181W, -2.9999999999999996
YDL180W, 10.6
YDL179W, -6.900000000000002
YDL178W, -1.600000000000001
YDL177C, -6.5
YDL176W, 3.8000000000000003
YDL175C, -3.0000000000000004
YDL174C, 2.0999999999999974
YDL170W, -15.900000000000004
YDL169C, -11.799999999999999
YDL168W, 13.500000000000002
YDL167C, 7.899999999999999
YDL166C, -4.199999999999999
YDL165W, 12.5
YDL164C, 3.599999999999999
YDL161W, -6.5
YDL160C-A, 0.6999999999999988
YDL160C, -21.5
YDL159W, -16.8
YDL157C, -5.1
YDL156W, -15.299999999999999
YDL155W, -15.299999999999999
YDL153C, -17.300000000000004
YDL150W, -18.100000000000005
YDL149W, -31.000000000000007
YDL148C, 0.599999999999999
YDL147W, -20.8
YDL146W, -6.9
YDL145C, -14.399999999999997
YDL144C, 26.7
YDL143W, -13.6
YDL142C, 16.400000000000002
YDL141W, -0.800000000000002
YDL139C, -27.599999999999998
YDL138W, -30.4
YDL137W, 6.099999999999998
YDL136W, -12.899999999999997
YDL135C, -22.0
YDL134C, -6.200000000000001
YDL133C-A, -36.7
YDL133W, -20.1
YDL131W, -16.6
YDL130W-A, -6.4
YDL130W, 20.799999999999997
YDL129W, -6.799999999999999
YDL128W, 0.9999999999999978
YDL127W, -4.800000000000001
YDL126C, -8.8
YDL125C, 2.899999999999998
YDL124W, -12.399999999999997
YDL123W, 27.6
YDL122W, 8.4
YDL121C, 32.900000000000006
YDL120W, 12.3
YDL119C, -14.699999999999998
YDL117W, -2.300000000000001
YDL116W, -13.4
YDL115C, 5.699999999999999
YDL113C, -14.500000000000002
YDL112W, 3.399999999999998
YDL111C, 2.5999999999999996
YDL110C, -3.0000000000000004
YDL108W, -19.8
YDL107W, 1.1
YDL106C, -14.500000000000002
YDL105W, -10.700000000000005
YDL104C, 2.2999999999999994
YDL103C, -9.199999999999998
YDL101C, -16.400000000000002
YDL100C, 3.6999999999999997
YDL099W, -23.1
YDL098C, -25.1
YDL097C, -4.200000000000001
YDL095W, -31.599999999999994
YDL093W, -5.799999999999999
YDL092W, 6.299999999999999
YDL091C, -12.299999999999999
YDL090C, -5.1
YDL089W, -15.799999999999999
YDL088C, -9.6
YDL087C, -4.6
YDL086W, -1.0999999999999992
YDL085C-A, -22.2
YDL085W, 0.19999999999999885
YDL084W, -21.5
YDL083C, -5.4
YDL082W, -1.8000000000000003
YDL081C, 17.099999999999998
YDL080C, -7.4
YDL079C, 3.0
YDL078C, 16.6
YDL076C, -23.800000000000004
YDL075W, -1.6
YDL074C, -4.9
YDL073W, -3.0000000000000004
YDL072C, 27.4
YDL070W, -14.199999999999998
YDL069C, 9.199999999999998
YDL067C, 8.899999999999999
YDL066W, 2.3999999999999995
YDL065C, -24.000000000000004
YDL064W, -16.6
YDL063C, -22.700000000000003
YDL061C, -12.599999999999996
YDL059C, -5.800000000000001
YDL057W, -9.6
YDL056W, -3.7999999999999994
YDL055C, 5.499999999999999
YDL054C, -11.100000000000005
YDL053C, -9.699999999999998
YDL052C, 15.4
YDL051W, -38.699999999999996
YDL049C, 43.6
YDL048C, 16.8
YDL047W, -12.800000000000002
YDL046W, 20.200000000000003
YDL045W-A, -9.700000000000001
YDL045C, -2.5000000000000004
YDL044C, -7.599999999999998
YDL043C, -9.4
YDL042C, -6.1
YDL040C, -20.1
YDL036C, -9.1
YDL035C, -0.5000000000000013
YDL033C, 1.0999999999999983
YDL031W, -26.5
YDL030W, -8.999999999999998
YDL029W, -4.700000000000001
YDL028C, -13.799999999999999
YDL027C, 2.599999999999999
YDL025C, -3.9
YDL024C, 36.1
YDL022W, 1.2999999999999987
YDL021W, 15.200000000000003
YDL020C, 0.4999999999999998
YDL019C, -7.1
YDL018C, 28.0
YDL017W, -11.799999999999999
YDL015C, -10.599999999999998
YDL014W, -15.6
YDL013W, -29.5
YDL012C, -18.6
YDL010W, -2.7999999999999994
YDL008W, 3.0999999999999996
YDL007W, -26.7
YDL006W, -18.300000000000004
YDL005C, 2.100000000000001
YDL004W, 0.30000000000000027
YDL003W, 0.9999999999999996
YDL002C, -25.3
YDL001W, -15.6
YDR001C, -11.1
YDR002W, -26.000000000000004
YDR003W, -4.3000000000000025
YDR003W-A, -15.499999999999998
YDR005C, -8.399999999999999
YDR006C, -21.8
YDR007W, 8.5
YDR009W, 0.899999999999999
YDR010C, -23.1
YDR011W, -12.600000000000001
YDR012W, -3.8000000000000003
YDR013W, -5.600000000000001
YDR014W-A, -16.6
YDR016C, -7.799999999999999
YDR018C, -29.6
YDR019C, 3.2
YDR020C, -2.500000000000002
YDR021W, -23.9
YDR022C, -8.1
YDR023W, -9.799999999999999
YDR025W, -10.9
YDR026C, -15.299999999999999
YDR027C, -16.000000000000004
YDR028C, -4.9
YDR030C, 2.4999999999999996
YDR031W, 15.299999999999999
YDR032C, 16.4
YDR033W, -7.100000000000001
YDR034C, -19.5
YDR034W-B, -30.5
YDR035W, -19.599999999999998
YDR036C, -5.300000000000001
YDR037W, -5.100000000000001
YDR041W, 0.3999999999999999
YDR042C, 0.7999999999999994
YDR043C, -3.7000000000000024
YDR044W, -20.900000000000002
YDR045C, 16.599999999999998
YDR046C, -6.000000000000002
YDR047W, -2.100000000000002
YDR049W, -16.700000000000003
YDR050C, 2.799999999999999
YDR051C, -3.900000000000001
YDR052C, -0.5000000000000004
YDR054C, -6.0
YDR055W, 20.0
YDR056C, 31.9
YDR057W, 19.900000000000002
YDR058C, -8.2
YDR059C, -7.1
YDR060W, -13.100000000000001
YDR061W, 8.399999999999999
YDR062W, -5.6
YDR063W, -12.000000000000002
YDR064W, -4.1
YDR065W, -7.700000000000001
YDR066C, 17.3
YDR067C, 4.1
YDR068W, -5.300000000000001
YDR069C, -5.6
YDR070C, -7.200000000000001
YDR071C, 3.1999999999999993
YDR072C, 14.1
YDR073W, -15.100000000000003
YDR074W, -31.60000000000001
YDR075W, -1.8000000000000007
YDR076W, 13.499999999999998
YDR077W, 16.8
YDR078C, 1.2000000000000008
YDR079W, -9.3
YDR079C-A, -4.900000000000002
YDR080W, -23.5
YDR081C, 4.1
YDR082W, -11.5
YDR083W, 0.6999999999999982
YDR084C, -11.200000000000001
YDR085C, -12.0
YDR086C, -30.200000000000003
YDR087C, -16.3
YDR088C, -32.9
YDR089W, -12.099999999999998
YDR090C, 13.400000000000004
YDR091C, -6.5
YDR092W, -6.0
YDR096W, 12.500000000000002
YDR097C, -10.499999999999998
YDR098C, -2.900000000000001
YDR099W, -5.200000000000001
YDR100W, 10.899999999999999
YDR101C, 6.799999999999999
YDR103W, -7.300000000000001
YDR104C, 1.5000000000000013
YDR105C, 22.099999999999998
YDR106W, 14.700000000000001
YDR107C, 13.300000000000004
YDR108W, 8.2
YDR109C, -39.99999999999999
YDR110W, -20.3
YDR111C, -3.7000000000000006
YDR113C, -14.200000000000001
YDR115W, -5.999999999999998
YDR116C, 22.599999999999998
YDR117C, -9.6
YDR119W, -29.699999999999996
YDR119W-A, 4.4
YDR120C, -3.7000000000000015
YDR121W, -26.9
YDR123C, 4.4
YDR124W, 6.200000000000001
YDR126W, 34.199999999999996
YDR127W, 16.799999999999997
YDR129C, 0.399999999999999
YDR130C, -24.0
YDR131C, 4.440892098500626e-16
YDR132C, -2.7000000000000006
YDR135C, 7.5
YDR137W, -4.100000000000001
YDR138W, 1.099999999999999
YDR139C, 9.5
YDR140W, -6.0
YDR142C, -4.700000000000001
YDR143C, -28.200000000000003
YDR144C, 29.6
YDR145W, -21.000000000000004
YDR146C, -12.0
YDR147W, -10.1
YDR148C, 5.000000000000002
YDR151C, -0.6000000000000005
YDR152W, -23.400000000000002
YDR153C, -8.500000000000002
YDR155C, -2.1999999999999997
YDR156W, -18.7
YDR158W, 8.899999999999999
YDR161W, -4.5
YDR162C, -7.4999999999999964
YDR163W, -14.9
YDR164C, 5.5
YDR165W, -0.10000000000000187
YDR166C, -8.6
YDR167W, -27.0
YDR168W, -9.100000000000003
YDR169C, -14.6
YDR171W, 3.1999999999999993
YDR172W, -36.4
YDR173C, -9.9
YDR174W, -12.399999999999997
YDR175C, 1.7999999999999998
YDR176W, -30.6
YDR177W, -7.9
YDR178W, -2.2000000000000015
YDR179C, -10.500000000000002
YDR179W-A, 1.0000000000000002
YDR180W, -10.0
YDR181C, -8.2
YDR182W, -10.700000000000001
YDR182W-A, -15.999999999999998
YDR183W, -16.3
YDR184C, -26.8
YDR185C, -21.0
YDR186C, 1.2000000000000006
YDR188W, -7.6999999999999975
YDR189W, -2.500000000000002
YDR190C, -0.7000000000000015
YDR191W, 0.6999999999999975
YDR192C, -6.1
YDR194C, 15.700000000000001
YDR195W, 11.0
YDR196C, 19.7
YDR197W, 0.8999999999999997
YDR198C, 0.19999999999999973
YDR200C, -22.5
YDR201W, 4.499999999999998
YDR202C, -7.500000000000002
YDR204W, 13.299999999999999
YDR205W, 13.9
YDR207C, -22.500000000000004
YDR208W, 3.6999999999999993
YDR210W, -30.000000000000004
YDR211W, -20.699999999999996
YDR212W, -2.7000000000000006
YDR213W, -10.699999999999998
YDR214W, -17.000000000000007
YDR215C, -31.000000000000007
YDR219C, 1.9999999999999998
YDR221W, 23.899999999999995
YDR222W, -3.4000000000000017
YDR223W, -2.2000000000000015
YDR224C, -13.0
YDR225W, -6.199999999999999
YDR226W, 5.999999999999998
YDR227W, -32.2
YDR228C, -4.0
YDR229W, -22.000000000000004
YDR231C, -33.3
YDR232W, -1.4000000000000008
YDR233C, -22.8
YDR234W, -10.699999999999998
YDR235W, -9.799999999999999
YDR236C, 30.200000000000003
YDR237W, -7.299999999999999
YDR238C, 4.6
YDR239C, -19.400000000000002
YDR240C, -26.400000000000006
YDR242W, -14.799999999999999
YDR243C, 9.2
YDR244W, 0.3999999999999999
YDR245W, -7.0
YDR246W, 15.800000000000002
YDR247W, 3.599999999999999
YDR248C, -4.600000000000003
YDR249C, -15.1
YDR251W, 3.9999999999999987
YDR252W, -8.5
YDR253C, -9.2
YDR254W, -13.499999999999998
YDR255C, -0.5000000000000004
YDR256C, -22.199999999999996
YDR257C, -6.399999999999997
YDR258C, -8.799999999999999
YDR259C, -16.4
YDR260C, -22.400000000000006
YDR261C, 25.900000000000002
YDR262W, 27.599999999999998
YDR263C, -1.0000000000000018
YDR264C, -2.599999999999999
YDR265W, -16.7
YDR266C, -13.9
YDR267C, 2.4999999999999987
YDR268W, -5.700000000000001
YDR270W, 13.499999999999998
YDR272W, -5.899999999999999
YDR273W, -33.3
YDR274C, -3.2000000000000015
YDR275W, 10.8
YDR276C, 23.4
YDR277C, 0.6999999999999988
YDR279W, 9.900000000000002
YDR280W, 1.0999999999999999
YDR281C, -2.900000000000001
YDR282C, 12.6
YDR284C, 3.600000000000001
YDR286C, 6.299999999999999
YDR287W, 1.4999999999999996
YDR288W, -13.200000000000001
YDR289C, -4.6
YDR291W, -17.3
YDR292C, 8.599999999999998
YDR293C, -30.799999999999997
YDR294C, -2.199999999999999
YDR295C, -15.699999999999998
YDR296W, -9.299999999999999
YDR297W, 6.1
YDR298C, -4.440892098500626e-16
YDR299W, -0.5999999999999996
YDR300C, -8.899999999999999
YDR301W, 4.300000000000001
YDR302W, -20.099999999999998
YDR303C, -11.0
YDR304C, 24.400000000000002
YDR305C, -16.399999999999995
YDR306C, -23.4
YDR307W, -15.999999999999998
YDR308C, -1.2000000000000006
