Gene name, Transcript overall charge
YDR100W, 2
YDR101C, -1
YDR103W, -2
YDR104C, -4
YDR105C, 0
YDR106W, 0
YDR107C, 2
YDR108W, 0
YDR109C, 4
YDR110W, 1
YDR111C, 1
YDR113C, -2
YDR115W, 1
YDR116C, 1
YDR117C, 3
YDR119W, 5
YDR119W-A, 1
YDR120C, 2
YDR121W, 2
YDR123C, -1
YDR124W, 1
YDR126W, 0
YDR127W, 1
YDR129C, 3
YDR130C, 4
YDR131C, 0
YDR132C, 0
YDR135C, 1
YDR137W, 2
YDR138W, -2
YDR139C, 3
YDR140W, 0
YDR142C, 2
YDR143C, -1
YDR144C, 0
YDR145W, -1
YDR146C, -2
YDR147W, -1
YDR148C, 2
YDR151C, 0
YDR152W, -2
YDR153C, 1
YDR155C, -3
YDR156W, 3
YDR158W, 2
YDR161W, -1
YDR162C, -1
YDR163W, 1
YDR164C, -1
YDR165W, 1
YDR166C, -2
YDR167W, -6
YDR168W, 0
YDR169C, -1
YDR171W, 0
YDR172W, -1
YDR173C, -1
YDR174W, 1
YDR175C, 2
YDR176W, 5
YDR177W, 3
YDR178W, 2
YDR179C, 0
YDR179W-A, 0
YDR180W, 1
YDR181C, -2
YDR182W, 3
YDR182W-A, 4
YDR183W, -1
YDR184C, -1
YDR185C, 0
YDR186C, -2
YDR188W, 0
YDR189W, -1
YDR190C, -1
YDR191W, 2
YDR192C, 0
YDR194C, 2
YDR195W, 0
YDR196C, 0
YDR197W, 1
YDR198C, -1
YDR200C, 2
YDR201W, -2
YDR202C, -1
YDR204W, 2
YDR205W, 0
YDR207C, 3
YDR208W, 1
YDR210W, 0
YDR211W, 4
YDR212W, 0
YDR213W, 2
YDR214W, 1
YDR215C, 1
YDR219C, 0
YDR221W, 0
YDR222W, 0
YDR223W, 0
YDR224C, 2
YDR225W, 2
YDR226W, 0
YDR227W, 1
YDR228C, -2
YDR229W, -2
YDR231C, 0
YDR232W, 2
YDR233C, 1
YDR234W, 2
YDR235W, -1
YDR236C, 0
YDR237W, 3
YDR238C, 0
YDR239C, 1
YDR240C, 5
YDR242W, 2
YDR243C, 0
YDR244W, -1
YDR245W, 0
YDR246W, 0
YDR247W, 2
YDR248C, 3
YDR249C, 1
YDR251W, 1
YDR252W, 0
YDR253C, -2
YDR254W, -2
YDR255C, -4
YDR256C, 0
YDR257C, -3
YDR258C, 2
YDR259C, 0
YDR260C, 0
YDR261C, 1
YDR262W, 0
YDR263C, 1
YDR264C, -1
YDR265W, 1
YDR266C, -1
YDR267C, 2
YDR268W, 2
YDR270W, 1
YDR272W, 2
YDR273W, 4
YDR274C, 2
YDR275W, 3
YDR276C, 0
YDR277C, 1
YDR279W, -1
YDR280W, -2
YDR281C, -3
YDR282C, 1
YDR284C, 2
YDR286C, 3
YDR287W, -1
YDR288W, -4
YDR289C, 0
YDR291W, 2
YDR292C, -1
YDR293C, 2
YDR294C, 1
YDR295C, 5
YDR296W, 4
YDR297W, 0
YDR298C, 2
YDR299W, -2
YDR300C, 0
YDR301W, -3
YDR302W, 5
YDR303C, 4
YDR304C, 1
YDR305C, 4
YDR306C, 5
YDR307W, 2
YDR308C, 0
YDR309C, 0
YDR311W, 1
YDR312W, 7
YDR313C, -1
YDR315C, 1
YDR316W, 2
YDR317W, -1
YDR318W, -2
YDR319C, 3
YDR320C, 0
YDR320C-A, -1
YDR321W, -1
YDR322W, 4
YDR322C-A, 1
YDR323C, -2
YDR325W, -3
YDR328C, 0
YDR329C, 2
YDR330W, -2
YDR331W, 2
YDR332W, 1
YDR333C, 2
YDR335W, -1
YDR336W, 2
YDR337W, 1
YDR338C, 0
YDR339C, 5
YDR341C, 0
YDR342C, -2
YDR343C, -2
YDR345C, -1
YDR346C, 2
YDR347W, 3
YDR348C, 1
YDR349C, 0
YDR350C, 2
YDR351W, 2
YDR352W, 0
YDR353W, 2
YDR354W, 0
YDR357C, 0
YDR358W, -1
YDR361C, 1
YDR362C, 4
YDR363W, -1
YDR363W-A, -1
YDR364C, -2
YDR365C, 0
YDR367W, 2
YDR368W, 1
YDR370C, -2
YDR371W, 4
YDR372C, 4
YDR373W, 2
YDR374W-A, -2
YDR375C, -2
YDR376W, 2
YDR377W, 2
YDR378C, 0
YDR379W, -2
YDR379C-A, 2
YDR380W, 0
YDR381W, -2
YDR381C-A, 1
YDR382W, 1
YDR383C, -1
YDR384C, -1
YDR385W, 0
YDR386W, -1
YDR387C, -4
YDR388W, 2
YDR389W, 2
YDR390C, 0
YDR391C, 0
YDR392W, 2
YDR393W, 2
YDR394W, -3
YDR395W, -1
YDR397C, -2
YDR398W, -2
YDR399W, 0
YDR400W, 0
YDR404C, 0
YDR405W, 2
YDR407C, 2
YDR408C, 1
YDR410C, -3
YDR411C, 3
YDR412W, 2
YDR414C, -2
YDR415C, 1
YDR416W, 1
YDR418W, 0
YDR419W, 1
YDR421W, 3
YDR422C, -1
YDR423C, 2
YDR424C, -1
YDR425W, -2
YDR427W, -1
YDR428C, 0
YDR429C, -4
YDR430C, 2
YDR434W, 2
YDR435C, -2
YDR436W, 3
YDR437W, 0
YDR438W, 0
YDR439W, 0
YDR440W, -1
YDR441C, -1
YDR444W, 3
YDR447C, 5
YDR448W, 1
YDR449C, 1
YDR450W, -1
YDR451C, 0
YDR452W, 1
YDR453C, 0
YDR454C, 1
YDR456W, 1
YDR458C, 1
YDR459C, 3
YDR460W, -4
YDR461W, 1
YDR461C-A, 1
YDR462W, 4
YDR463W, 1
YDR465C, 0
YDR466W, 3
YDR468C, -2
YDR469W, -1
YDR470C, -1
YDR471W, 3
YDR472W, 1
YDR473C, 1
YDR475C, -1
YDR476C, -2
YDR477W, 0
YDR478W, -1
YDR479C, -2
YDR481C, 0
YDR482C, 1
YDR483W, 3
YDR484W, -2
YDR485C, -3
YDR486C, 3
YDR487C, -1
YDR488C, 1
YDR489W, -4
YDR490C, 0
YDR492W, 3
YDR493W, 2
YDR494W, 3
YDR495C, 3
YDR496C, 3
YDR497C, 2
YDR498C, -2
YDR499W, 0
YDR500C, 3
YDR502C, 2
YDR503C, 1
YDR504C, 0
YDR505C, -1
YDR506C, 2
YDR507C, 0
YDR508C, 4
YDR510W, -2
YDR511W, 3
YDR512C, 0
YDR513W, -2
YDR514C, 3
YDR515W, 0
YDR516C, 1
YDR517W, 3
YDR518W, 1
YDR519W, 0
YDR520C, -1
YDR523C, 1
YDR524C, -1
YDR524C-B, 1
YDR525W-A, 1
YDR527W, -3
YDR528W, -1
YDR529C, 1
YDR530C, 1
YDR531W, 0
YDR532C, -1
YDR533C, 2
YDR534C, 1
YDR536W, 2
YDR538W, 2
YDR539W, 2
YDR540C, 2
YDR541C, 0
YEL073C, 0
YEL072W, 0
YEL071W, 1
YEL068C, 1
YEL066W, -2
YEL065W, 0
YEL064C, -2
YEL063C, -3
YEL062W, 0
YEL061C, -2
YEL060C, 0
YEL059C-A, 1
YEL058W, 0
YEL057C, -1
YEL056W, -2
YEL055C, 1
YEL054C, 0
YEL053C, -2
YEL052W, 2
YEL051W, 0
YEL050C, 1
YEL049W, 1
YEL048C, 1
YEL046C, -1
YEL044W, 1
YEL043W, 0
YEL042W, 2
YEL041W, 1
YEL040W, 0
YEL039C, 1
YEL038W, -2
YEL037C, 3
YEL036C, 3
YEL034W, -3
YEL032W, -3
YEL031W, 2
YEL030W, 3
YEL029C, 2
YEL028W, 1
YEL027W, -1
YEL026W, 1
YEL024W, 2
YEL023C, 1
YEL022W, -2
YEL021W, 2
YEL020W-A, -2
YEL019C, 0
YEL018W, -2
YEL017C-A, 0
YEL017W, 3
YEL016C, -3
YEL015W, 0
YEL013W, 0
YEL012W, 1
YEL011W, 0
YEL009C, -1
YEL008W, 3
YEL006W, -1
YEL005C, 1
YEL004W, 1
YEL003W, 1
YEL002C, 0
YEL001C, 1
YER001W, 2
YER002W, 5
YER003C, 1
YER004W, 0
YER005W, -1
YER006W, 6
YER007W, 0
YER007C-A, 2
YER008C, 5
YER009W, -1
YER010C, 1
YER011W, 1
YER012W, -1
YER014W, 3
YER015W, -2
YER016W, -1
YER017C, 2
YER018C, -3
YER019W, 1
YER019C-A, 1
YER020W, 0
YER021W, -2
YER022W, -2
YER023W, 0
YER025W, -3
YER026C, -4
YER027C, -2
YER028C, 0
YER029C, 3
YER030W, -1
YER031C, -4
YER032W, 2
YER034W, 1
YER035W, 2
YER036C, 3
YER037W, 1
YER038C, -2
YER038W-A, 2
YER039C, 1
YER039C-A, 2
YER040W, -2
YER041W, 0
YER042W, 2
YER043C, 1
YER044C, -1
YER045C, 1
YER046W, 2
YER048C, -2
YER048W-A, 2
YER049W, 2
YER050C, 1
YER051W, 0
YER052C, 0
YER053C, 2
YER053C-A, -2
YER054C, 1
YER055C, 0
YER056C, -3
YER056C-A, 4
YER057C, -1
YER058W, 2
YER059W, 0
YER060W, 0
YER060W-A, -1
YER061C, 2
YER062C, 2
YER063W, -1
YER064C, -1
YER065C, 0
YER066W, 2
YER067W, 3
YER068W, 0
YER069W, 1
YER070W, 2
YER071C, 0
YER072W, 1
YER073W, 2
YER074W, 2
YER074W-A, 1
YER076C, 0
YER077C, 3
YER078C, 3
YER078W-A, 2
YER079W, 1
YER080W, 3
YER081W, -1
YER082C, 6
YER083C, 0
YER085C, 0
YER086W, 1
YER087W, 3
YER087C-B, 1
YER088C, 0
YER089C, -1
YER090W, 0
YER091C, 1
YER092W, -2
YER093C-A, 2
YER094C, -1
YER095W, -1
YER096W, 0
YER098W, 4
YER099C, 1
YER100W, 4
YER101C, -1
YER102W, 4
YER103W, 0
YER104W, -1
YER105C, 2
YER107C, 1
YER110C, -2
YER112W, 1
YER113C, 4
YER114C, -1
YER115C, 0
YER116C, 0
YER117W, 1
YER118C, 2
YER119C, 1
YER120W, -2
YER121W, 2
YER122C, -3
YER123W, 2
YER124C, -1
YER125W, 1
YER126C, 0
YER127W, -1
YER128W, 1
YER130C, 0
YER131W, 4
YER133W, -3
YER134C, -2
YER135C, 2
YER136W, -5
YER137C, -2
YER139C, -2
YER140W, 1
YER141W, 1
YER142C, 0
YER143W, -2
YER144C, -2
YER145C, 1
YER146W, -2
YER147C, -1
YER148W, -1
YER149C, 2
YER150W, 1
YER151C, -2
YER152C, 2
YER154W, 2
YER156C, 3
YER157W, 4
YER158C, 2
YER159C, -1
YER161C, 2
YER162C, -3
YER163C, -1
YER165W, -2
YER167W, 5
YER168C, 1
YER169W, 0
YER170W, 2
YER171W, -1
YER173W, 1
YER174C, -1
YER175C, -1
YER175W-A, 3
YER176W, 0
YER177W, -1
YER178W, 2
YER179W, -3
YER180C, -3
YER180C-A, -1
YER181C, 0
YER182W, 3
YER183C, 3
YER184C, 4
YER185W, -1
YER186C, 0
YER187W, -1
YER188W, 1
YFL062W, 0
YFL055W, 1
YFL054C, 0
YFL052W, 1
YFL049W, -3
YFL048C, 1
YFL047W, -2
YFL046W, 3
YFL045C, 0
YFL044C, 2
YFL042C, -3
YFL041W-A, 1
YFL041W, 0
YFL039C, -3
YFL038C, -1
YFL037W, 1
YFL034C-B, 2
YFL034C-A, 3
YFL034W, -4
YFL031W, -3
YFL030W, 0
YFL029C, 0
YFL028C, 0
YFL027C, 2
YFL026W, -1
YFL024C, -1
YFL023W, -2
YFL022C, 0
YFL021W, 2
YFL020C, 1
YFL018C, 3
YFL017W-A, 1
YFL017C, 1
YFL016C, 1
YFL014W, 0
YFL013C, 1
YFL012W, 4
YFL010C, 1
YFL009W, -1
YFL008W, 0
YFL005W, 1
YFL004W, 0
YFL002C, -1
YFL001W, 3
YFR001W, 4
YFR002W, 2
YFR003C, -1
YFR004W, 1
YFR005C, 1
YFR006W, -1
YFR007W, -1
YFR008W, -1
YFR009W, 2
YFR010W, -1
YFR011C, 1
YFR012W-A, 4
YFR013W, -1
YFR014C, -2
YFR015C, 1
YFR016C, -3
YFR017C, 0
YFR018C, 2
YFR020W, 1
YFR021W, -1
YFR022W, 3
YFR024C-A, 1
YFR025C, 3
YFR026C, 0
YFR027W, 5
YFR028C, 1
YFR029W, 5
YFR030W, -1
YFR031C-A, 4
YFR032C, -2
YFR032C-A, 4
YFR033C, -2
YFR034C, 1
YFR036W, 2
YFR037C, -2
YFR038W, 1
YFR039C, 2
YFR040W, 0
YFR041C, 1
YFR042W, 3
YFR043C, 1
YFR044C, 2
YFR045W, 0
YFR046C, 2
YFR047C, 0
YFR048W, 1
YFR049W, 2
YFR050C, 1
YFR051C, 1
YFR052W, 0
YFR053C, 3
YFR054C, 0
YFR055W, 0
YGL263W, -1
YGL258W, 0
YGL257C, 4
YGL256W, 0
YGL255W, 1
YGL254W, 2
YGL253W, 3
YGL252C, -3
YGL250W, -2
YGL248W, -1
YGL247W, 0
YGL246C, 1
