Gene name, Transcript overall hydropathy
YBR019C, 1.9
YBR020W, 1.9
YBR021W, 1.9
YBR022W, 1.9
YBR023C, 1.9
YBR024W, 1.9
YBR025C, 1.9
YBR026C, 1.9
YBR028C, 1.9
YBR029C, 1.9
YBR030W, 1.9
YBR031W, 1.9
YBR032W, 1.9
YBR033W, 1.9
YBR034C, 1.9
YBR035C, 1.9
YBR036C, 1.9
YBR037C, 1.9
YBR038W, 1.9
YBR039W, 1.9
YBR041W, 1.9
YBR042C, 1.9
YBR043C, 1.9
YBR044C, 1.9
YBR046C, 1.9
YBR047W, 1.9
YBR048W, 1.9
YBR049C, 1.9
YBR050C, 1.9
YBR052C, 1.9
YBR053C, 1.9
YBR054W, 1.9
YBR055C, 1.9
YBR056W, 1.9
YBR056W-A, 1.9
YBR057C, 1.9
YBR058C, 1.9
YBR058C-A, 1.9
YBR059C, 1.9
YBR060C, 1.9
YBR061C, 1.9
YBR062C, 1.9
YBR063C, 1.9
YBR065C, 1.9
YBR066C, 1.9
YBR067C, 1.9
YBR068C, 1.9
YBR069C, 1.9
YBR070C, 1.9
YBR071W, 1.9
YBR072W, 1.9
YBR074W, 1.9
YBR077C, 1.9
YBR078W, 1.9
YBR079C, 1.9
YBR080C, 1.9
YBR082C, 1.9
YBR083W, 1.9
YBR084W, 1.9
YBR084C-A, 1.9
YBR085W, 1.9
YBR085C-A, 1.9
YBR086C, 1.9
YBR087W, 1.9
YBR088C, 1.9
YBR089C-A, 1.9
YBR091C, 1.9
YBR092C, 1.9
YBR093C, 1.9
YBR094W, 1.9
YBR095C, 1.9
YBR096W, 1.9
YBR098W, 1.9
YBR101C, 1.9
YBR102C, 1.9
YBR103W, 1.9
YBR104W, 1.9
YBR105C, 1.9
YBR106W, 1.9
YBR107C, 1.9
YBR108W, 1.9
YBR109C, 1.9
YBR110W, 1.9
YBR111C, 1.9
YBR111W-A, 1.9
YBR112C, 1.9
YBR114W, 1.9
YBR115C, 1.9
YBR118W, 1.9
YBR119W, 1.9
YBR120C, 1.9
YBR121C, 1.9
YBR122C, 1.9
YBR123C, 1.9
YBR125C, 1.9
YBR126C, 1.9
YBR127C, 1.9
YBR128C, 1.9
YBR129C, 1.9
YBR130C, 1.9
YBR131W, 1.9
YBR132C, 1.9
YBR133C, 1.9
YBR135W, 1.9
YBR137W, 1.9
YBR138C, 1.9
YBR139W, 1.9
YBR141C, 1.9
YBR142W, 1.9
YBR143C, 1.9
YBR145W, 1.9
YBR146W, 1.9
YBR147W, 1.9
YBR149W, 1.9
YBR151W, 1.9
YBR153W, 1.9
YBR154C, 1.9
YBR155W, 1.9
YBR156C, 1.9
YBR157C, 1.9
YBR158W, 1.9
YBR159W, 1.9
YBR160W, 1.9
YBR161W, 1.9
YBR162C, 1.9
YBR162W-A, 1.9
YBR163W, 1.9
YBR164C, 1.9
YBR165W, 1.9
YBR166C, 1.9
YBR167C, 1.9
YBR168W, 1.9
YBR169C, 1.9
YBR170C, 1.9
YBR171W, 1.9
YBR172C, 1.9
YBR173C, 1.9
YBR175W, 1.9
YBR176W, 1.9
YBR177C, 1.9
YBR179C, 1.9
YBR181C, 1.9
YBR182C-A, 1.9
YBR183W, 1.9
YBR185C, 1.9
YBR187W, 1.9
YBR188C, 1.9
YBR189W, 1.9
YBR191W, 1.9
YBR192W, 1.9
YBR193C, 1.9
YBR194W, 1.9
YBR195C, 1.9
YBR196C, 1.9
YBR196C-A, 1.9
YBR197C, 1.9
YBR198C, 1.9
YBR199W, 1.9
YBR200W, 1.9
YBR201W, 1.9
YBR201C-A, 1.9
YBR202W, 1.9
YBR203W, 1.9
YBR204C, 1.9
YBR207W, 1.9
YBR209W, 1.9
YBR210W, 1.9
YBR212W, 1.9
YBR213W, 1.9
YBR214W, 1.9
YBR215W, 1.9
YBR216C, 1.9
YBR217W, 1.9
YBR218C, 1.9
YBR220C, 1.9
YBR221C, 1.9
YBR222C, 1.9
YBR223C, 1.9
YBR227C, 1.9
YBR228W, 1.9
YBR229C, 1.9
YBR230C, 1.9
YBR230W-A, 1.9
YBR231C, 1.9
YBR233W, 1.9
YBR233W-A, 1.9
YBR234C, 1.9
YBR235W, 1.9
YBR236C, 1.9
YBR237W, 1.9
YBR238C, 1.9
YBR239C, 1.9
YBR241C, 1.9
YBR242W, 1.9
YBR243C, 1.9
YBR244W, 1.9
YBR246W, 1.9
YBR247C, 1.9
YBR248C, 1.9
YBR249C, 1.9
YBR251W, 1.9
YBR252W, 1.9
YBR253W, 1.9
YBR254C, 1.9
YBR255W, 1.9
YBR255C-A, 1.9
YBR256C, 1.9
YBR257W, 1.9
YBR258C, 1.9
YBR259W, 1.9
YBR260C, 1.9
YBR261C, 1.9
YBR262C, 1.9
YBR263W, 1.9
YBR264C, 1.9
YBR265W, 1.9
YBR267W, 1.9
YBR268W, 1.9
YBR269C, 1.9
YBR270C, 1.9
YBR271W, 1.9
YBR272C, 1.9
YBR273C, 1.9
YBR274W, 1.9
YBR276C, 1.9
YBR278W, 1.9
YBR279W, 1.9
YBR280C, 1.9
YBR281C, 1.9
YBR282W, 1.9
YBR283C, 1.9
YBR285W, 1.9
YBR286W, 1.9
YBR287W, 1.9
YBR288C, 1.9
YBR289W, 1.9
YBR290W, 1.9
YBR291C, 1.9
YBR296C, 1.9
YBR297W, 1.9
YBR298C, 1.9
YBR299W, 1.9
YCL064C, 1.9
YCL063W, 1.9
YCL059C, 1.9
YCL058W-A, 1.9
YCL057C-A, 1.9
YCL057W, 1.9
YCL056C, 1.9
YCL055W, 1.9
YCL054W, 1.9
YCL052C, 1.9
YCL051W, 1.9
YCL050C, 1.9
YCL049C, 1.9
YCL047C, 1.9
YCL045C, 1.9
YCL044C, 1.9
YCL043C, 1.9
YCL040W, 1.9
YCL039W, 1.9
YCL038C, 1.9
YCL037C, 1.9
YCL036W, 1.9
YCL035C, 1.9
YCL034W, 1.9
YCL033C, 1.9
YCL032W, 1.9
YCL031C, 1.9
YCL030C, 1.9
YCL029C, 1.9
YCL028W, 1.9
YCL027W, 1.9
YCL026C-B, 1.9
YCL026C-A, 1.9
YCL025C, 1.9
YCL021W-A, 1.9
YCL018W, 1.9
YCL017C, 1.9
YCL016C, 1.9
YCL012C, 1.9
YCL011C, 1.9
YCL010C, 1.9
YCL009C, 1.9
YCL008C, 1.9
YCL005W-A, 1.9
YCL005W, 1.9
YCL004W, 1.9
YCL002C, 1.9
YCL001W, 1.9
YCR002C, 1.9
YCR003W, 1.9
YCR004C, 1.9
YCR005C, 1.9
YCR006C, 1.9
YCR007C, 1.9
YCR008W, 1.9
YCR009C, 1.9
YCR010C, 1.9
YCR011C, 1.9
YCR012W, 1.9
YCR015C, 1.9
YCR016W, 1.9
YCR017C, 1.9
YCR019W, 1.9
YCR020C, 1.9
YCR020C-A, 1.9
YCR020W-B, 1.9
YCR021C, 1.9
YCR022C, 1.9
YCR023C, 1.9
YCR024C, 1.9
YCR024C-B, 1.9
YCR024C-A, 1.9
YCR025C, 1.9
YCR026C, 1.9
YCR027C, 1.9
YCR028C, 1.9
YCR028C-A, 1.9
YCR030C, 1.9
YCR031C, 1.9
YCR034W, 1.9
YCR035C, 1.9
YCR036W, 1.9
YCR037C, 1.9
YCR043C, 1.9
YCR044C, 1.9
YCR046C, 1.9
YCR047C, 1.9
YCR048W, 1.9
YCR051W, 1.9
YCR052W, 1.9
YCR053W, 1.9
YCR054C, 1.9
YCR057C, 1.9
YCR059C, 1.9
YCR060W, 1.9
YCR061W, 1.9
YCR063W, 1.9
YCR065W, 1.9
YCR066W, 1.9
YCR067C, 1.9
YCR068W, 1.9
YCR069W, 1.9
YCR071C, 1.9
YCR072C, 1.9
YCR073W-A, 1.9
YCR075C, 1.9
YCR075W-A, 1.9
YCR076C, 1.9
YCR077C, 1.9
YCR079W, 1.9
YCR082W, 1.9
YCR083W, 1.9
YCR084C, 1.9
YCR086W, 1.9
YCR087C-A, 1.9
YCR088W, 1.9
YCR090C, 1.9
YCR091W, 1.9
YCR092C, 1.9
YCR094W, 1.9
YCR095C, 1.9
YCR095W-A, 1.9
YCR097W, 1.9
YCR098C, 1.9
YCR099C, 1.9
YCR102C, 1.9
YCR106W, 1.9
YDL243C, 1.9
YDL241W, 1.9
YDL240W, 1.9
YDL238C, 1.9
YDL237W, 1.9
YDL236W, 1.9
YDL235C, 1.9
YDL234C, 1.9
YDL233W, 1.9
YDL232W, 1.9
YDL230W, 1.9
YDL229W, 1.9
YDL227C, 1.9
YDL226C, 1.9
YDL225W, 1.9
YDL224C, 1.9
YDL222C, 1.9
YDL220C, 1.9
YDL219W, 1.9
YDL218W, 1.9
YDL217C, 1.9
YDL216C, 1.9
YDL215C, 1.9
YDL213C, 1.9
YDL212W, 1.9
YDL211C, 1.9
YDL209C, 1.9
YDL208W, 1.9
YDL207W, 1.9
YDL206W, 1.9
YDL205C, 1.9
YDL204W, 1.9
YDL203C, 1.9
YDL202W, 1.9
YDL201W, 1.9
YDL200C, 1.9
YDL199C, 1.9
YDL198C, 1.9
YDL197C, 1.9
YDL195W, 1.9
YDL193W, 1.9
YDL192W, 1.9
YDL191W, 1.9
YDL190C, 1.9
YDL189W, 1.9
YDL188C, 1.9
YDL186W, 1.9
YDL185W, 1.9
YDL184C, 1.9
YDL183C, 1.9
YDL182W, 1.9
YDL181W, 1.9
YDL180W, 1.9
YDL179W, 1.9
YDL178W, 1.9
YDL177C, 1.9
YDL176W, 1.9
YDL175C, 1.9
YDL174C, 1.9
YDL170W, 1.9
YDL169C, 1.9
YDL168W, 1.9
YDL167C, 1.9
YDL166C, 1.9
YDL165W, 1.9
YDL164C, 1.9
YDL161W, 1.9
YDL160C-A, 1.9
YDL160C, 1.9
YDL159W, 1.9
YDL157C, 1.9
YDL156W, 1.9
YDL155W, 1.9
YDL153C, 1.9
YDL150W, 1.9
YDL149W, 1.9
YDL148C, 1.9
YDL147W, 1.9
YDL146W, 1.9
YDL145C, 1.9
YDL144C, 1.9
YDL143W, 1.9
YDL142C, 1.9
YDL141W, 1.9
YDL139C, 1.9
YDL138W, 1.9
YDL137W, 1.9
YDL136W, 1.9
YDL135C, 1.9
YDL134C, 1.9
YDL133C-A, 1.9
YDL133W, 1.9
YDL131W, 1.9
YDL130W-A, 1.9
YDL130W, 1.9
YDL129W, 1.9
YDL128W, 1.9
YDL127W, 1.9
YDL126C, 1.9
YDL125C, 1.9
YDL124W, 1.9
YDL123W, 1.9
YDL122W, 1.9
YDL121C, 1.9
YDL120W, 1.9
YDL119C, 1.9
YDL117W, 1.9
YDL116W, 1.9
YDL115C, 1.9
YDL113C, 1.9
YDL112W, 1.9
YDL111C, 1.9
YDL110C, 1.9
YDL108W, 1.9
YDL107W, 1.9
YDL106C, 1.9
YDL105W, 1.9
YDL104C, 1.9
YDL103C, 1.9
YDL101C, 1.9
YDL100C, 1.9
YDL099W, 1.9
YDL098C, 1.9
YDL097C, 1.9
YDL095W, 1.9
YDL093W, 1.9
YDL092W, 1.9
YDL091C, 1.9
YDL090C, 1.9
YDL089W, 1.9
YDL088C, 1.9
YDL087C, 1.9
YDL086W, 1.9
YDL085C-A, 1.9
YDL085W, 1.9
YDL084W, 1.9
YDL083C, 1.9
YDL082W, 1.9
YDL081C, 1.9
YDL080C, 1.9
YDL079C, 1.9
YDL078C, 1.9
YDL076C, 1.9
YDL075W, 1.9
YDL074C, 1.9
YDL073W, 1.9
YDL072C, 1.9
YDL070W, 1.9
YDL069C, 1.9
YDL067C, 1.9
YDL066W, 1.9
YDL065C, 1.9
YDL064W, 1.9
YDL063C, 1.9
YDL061C, 1.9
YDL059C, 1.9
YDL057W, 1.9
YDL056W, 1.9
YDL055C, 1.9
YDL054C, 1.9
YDL053C, 1.9
YDL052C, 1.9
YDL051W, 1.9
YDL049C, 1.9
YDL048C, 1.9
YDL047W, 1.9
YDL046W, 1.9
YDL045W-A, 1.9
YDL045C, 1.9
YDL044C, 1.9
YDL043C, 1.9
YDL042C, 1.9
YDL040C, 1.9
YDL036C, 1.9
YDL035C, 1.9
YDL033C, 1.9
YDL031W, 1.9
YDL030W, 1.9
YDL029W, 1.9
YDL028C, 1.9
YDL027C, 1.9
YDL025C, 1.9
YDL024C, 1.9
YDL022W, 1.9
YDL021W, 1.9
YDL020C, 1.9
YDL019C, 1.9
YDL018C, 1.9
YDL017W, 1.9
YDL015C, 1.9
YDL014W, 1.9
YDL013W, 1.9
YDL012C, 1.9
YDL010W, 1.9
YDL008W, 1.9
YDL007W, 1.9
YDL006W, 1.9
YDL005C, 1.9
YDL004W, 1.9
YDL003W, 1.9
YDL002C, 1.9
YDL001W, 1.9
YDR001C, 1.9
YDR002W, 1.9
YDR003W, 1.9
YDR003W-A, 1.9
YDR005C, 1.9
YDR006C, 1.9
YDR007W, 1.9
YDR009W, 1.9
YDR010C, 1.9
YDR011W, 1.9
YDR012W, 1.9
YDR013W, 1.9
YDR014W-A, 1.9
YDR016C, 1.9
YDR018C, 1.9
YDR019C, 1.9
YDR020C, 1.9
YDR021W, 1.9
YDR022C, 1.9
YDR023W, 1.9
YDR025W, 1.9
YDR026C, 1.9
YDR027C, 1.9
YDR028C, 1.9
YDR030C, 1.9
YDR031W, 1.9
YDR032C, 1.9
YDR033W, 1.9
YDR034C, 1.9
YDR034W-B, 1.9
YDR035W, 1.9
YDR036C, 1.9
YDR037W, 1.9
YDR041W, 1.9
YDR042C, 1.9
YDR043C, 1.9
YDR044W, 1.9
YDR045C, 1.9
YDR046C, 1.9
YDR047W, 1.9
YDR049W, 1.9
YDR050C, 1.9
YDR051C, 1.9
YDR052C, 1.9
YDR054C, 1.9
YDR055W, 1.9
YDR056C, 1.9
YDR057W, 1.9
YDR058C, 1.9
YDR059C, 1.9
YDR060W, 1.9
YDR061W, 1.9
YDR062W, 1.9
YDR063W, 1.9
YDR064W, 1.9
YDR065W, 1.9
YDR066C, 1.9
YDR067C, 1.9
YDR068W, 1.9
YDR069C, 1.9
YDR070C, 1.9
YDR071C, 1.9
YDR072C, 1.9
YDR073W, 1.9
YDR074W, 1.9
YDR075W, 1.9
YDR076W, 1.9
YDR077W, 1.9
YDR078C, 1.9
YDR079W, 1.9
YDR079C-A, 1.9
YDR080W, 1.9
YDR081C, 1.9
YDR082W, 1.9
YDR083W, 1.9
YDR084C, 1.9
YDR085C, 1.9
YDR086C, 1.9
YDR087C, 1.9
YDR088C, 1.9
YDR089W, 1.9
YDR090C, 1.9
YDR091C, 1.9
YDR092W, 1.9
YDR096W, 1.9
YDR097C, 1.9
YDR098C, 1.9
YDR099W, 1.9
YDR100W, 1.9
YDR101C, 1.9
YDR103W, 1.9
YDR104C, 1.9
YDR105C, 1.9
YDR106W, 1.9
YDR107C, 1.9
YDR108W, 1.9
YDR109C, 1.9
YDR110W, 1.9
YDR111C, 1.9
YDR113C, 1.9
YDR115W, 1.9
YDR116C, 1.9
YDR117C, 1.9
YDR119W, 1.9
YDR119W-A, 1.9
YDR120C, 1.9
YDR121W, 1.9
YDR123C, 1.9
YDR124W, 1.9
YDR126W, 1.9
YDR127W, 1.9
YDR129C, 1.9
YDR130C, 1.9
YDR131C, 1.9
YDR132C, 1.9
YDR135C, 1.9
YDR137W, 1.9
YDR138W, 1.9
YDR139C, 1.9
YDR140W, 1.9
YDR142C, 1.9
YDR143C, 1.9
YDR144C, 1.9
YDR145W, 1.9
YDR146C, 1.9
YDR147W, 1.9
YDR148C, 1.9
YDR151C, 1.9
YDR152W, 1.9
YDR153C, 1.9
YDR155C, 1.9
YDR156W, 1.9
YDR158W, 1.9
YDR161W, 1.9
YDR162C, 1.9
YDR163W, 1.9
YDR164C, 1.9
YDR165W, 1.9
YDR166C, 1.9
YDR167W, 1.9
YDR168W, 1.9
YDR169C, 1.9
YDR171W, 1.9
YDR172W, 1.9
YDR173C, 1.9
YDR174W, 1.9
YDR175C, 1.9
YDR176W, 1.9
YDR177W, 1.9
YDR178W, 1.9
YDR179C, 1.9
YDR179W-A, 1.9
YDR180W, 1.9
YDR181C, 1.9
YDR182W, 1.9
YDR182W-A, 1.9
YDR183W, 1.9
YDR184C, 1.9
YDR185C, 1.9
YDR186C, 1.9
YDR188W, 1.9
YDR189W, 1.9
YDR190C, 1.9
YDR191W, 1.9
YDR192C, 1.9
YDR194C, 1.9
YDR195W, 1.9
YDR196C, 1.9
YDR197W, 1.9
YDR198C, 1.9
YDR200C, 1.9
YDR201W, 1.9
YDR202C, 1.9
YDR204W, 1.9
YDR205W, 1.9
YDR207C, 1.9
YDR208W, 1.9
YDR210W, 1.9
YDR211W, 1.9
YDR212W, 1.9
YDR213W, 1.9
YDR214W, 1.9
YDR215C, 1.9
YDR219C, 1.9
YDR221W, 1.9
YDR222W, 1.9
YDR223W, 1.9
YDR224C, 1.9
YDR225W, 1.9
YDR226W, 1.9
YDR227W, 1.9
YDR228C, 1.9
YDR229W, 1.9
YDR231C, 1.9
YDR232W, 1.9
YDR233C, 1.9
YDR234W, 1.9
YDR235W, 1.9
YDR236C, 1.9
YDR237W, 1.9
YDR238C, 1.9
YDR239C, 1.9
YDR240C, 1.9
YDR242W, 1.9
YDR243C, 1.9
YDR244W, 1.9
YDR245W, 1.9
YDR246W, 1.9
YDR247W, 1.9
YDR248C, 1.9
YDR249C, 1.9
YDR251W, 1.9
YDR252W, 1.9
YDR253C, 1.9
YDR254W, 1.9
YDR255C, 1.9
YDR256C, 1.9
YDR257C, 1.9
YDR258C, 1.9
YDR259C, 1.9
YDR260C, 1.9
YDR261C, 1.9
YDR262W, 1.9
YDR263C, 1.9
YDR264C, 1.9
YDR265W, 1.9
YDR266C, 1.9
YDR267C, 1.9
YDR268W, 1.9
YDR270W, 1.9
YDR272W, 1.9
YDR273W, 1.9
YDR274C, 1.9
YDR275W, 1.9
YDR276C, 1.9
YDR277C, 1.9
YDR279W, 1.9
YDR280W, 1.9
YDR281C, 1.9
YDR282C, 1.9
YDR284C, 1.9
YDR286C, 1.9
YDR287W, 1.9
YDR288W, 1.9
YDR289C, 1.9
YDR291W, 1.9
YDR292C, 1.9
YDR293C, 1.9
YDR294C, 1.9
YDR295C, 1.9
YDR296W, 1.9
YDR297W, 1.9
YDR298C, 1.9
YDR299W, 1.9
YDR300C, 1.9
YDR301W, 1.9
YDR302W, 1.9
YDR303C, 1.9
YDR304C, 1.9
YDR305C, 1.9
YDR306C, 1.9
YDR307W, 1.9
YDR308C, 1.9
YDR309C, 1.9
YDR311W, 1.9
YDR312W, 1.9
YDR313C, 1.9
YDR315C, 1.9
YDR316W, 1.9
YDR317W, 1.9
YDR318W, 1.9
YDR319C, 1.9
YDR320C, 1.9
YDR320C-A, 1.9
YDR321W, 1.9
YDR322W, 1.9
YDR322C-A, 1.9
YDR323C, 1.9
YDR325W, 1.9
YDR328C, 1.9
YDR329C, 1.9
YDR330W, 1.9
YDR331W, 1.9
YDR332W, 1.9
YDR333C, 1.9
YDR335W, 1.9
YDR336W, 1.9
YDR337W, 1.9
YDR338C, 1.9
YDR339C, 1.9
YDR341C, 1.9
YDR342C, 1.9
YDR343C, 1.9
YDR345C, 1.9
YDR346C, 1.9
YDR347W, 1.9
YDR348C, 1.9
YDR349C, 1.9
YDR350C, 1.9
YDR351W, 1.9
YDR352W, 1.9
YDR353W, 1.9
YDR354W, 1.9
YDR357C, 1.9
YDR358W, 1.9
YDR361C, 1.9
YDR362C, 1.9
YDR363W, 1.9
YDR363W-A, 1.9
YDR364C, 1.9
YDR365C, 1.9
YDR367W, 1.9
YDR368W, 1.9
YDR370C, 1.9
YDR371W, 1.9
YDR372C, 1.9
YDR373W, 1.9
YDR374W-A, 1.9
YDR375C, 1.9
YDR376W, 1.9
YDR377W, 1.9
YDR378C, 1.9
YDR379W, 1.9
YDR379C-A, 1.9
YDR380W, 1.9
YDR381W, 1.9
YDR381C-A, 1.9
YDR382W, 1.9
YDR383C, 1.9
YDR384C, 1.9
YDR385W, 1.9
YDR386W, 1.9
YDR387C, 1.9
YDR388W, 1.9
YDR389W, 1.9
YDR390C, 1.9
YDR391C, 1.9
YDR392W, 1.9
YDR393W, 1.9
YDR394W, 1.9
YDR395W, 1.9
YDR397C, 1.9
YDR398W, 1.9
YDR399W, 1.9
YDR400W, 1.9
YDR404C, 1.9
YDR405W, 1.9
YDR407C, 1.9
YDR408C, 1.9
YDR410C, 1.9
YDR411C, 1.9
YDR412W, 1.9
YDR414C, 1.9
YDR415C, 1.9
YDR416W, 1.9
YDR418W, 1.9
YDR419W, 1.9
YDR421W, 1.9
YDR422C, 1.9
YDR423C, 1.9
YDR424C, 1.9
YDR425W, 1.9
YDR427W, 1.9
YDR428C, 1.9
YDR429C, 1.9
YDR430C, 1.9
YDR434W, 1.9
YDR435C, 1.9
YDR436W, 1.9
YDR437W, 1.9
YDR438W, 1.9
YDR439W, 1.9
YDR440W, 1.9
YDR441C, 1.9
YDR444W, 1.9
YDR447C, 1.9
YDR448W, 1.9
YDR449C, 1.9
YDR450W, 1.9
YDR451C, 1.9
YDR452W, 1.9
YDR453C, 1.9
YDR454C, 1.9
YDR456W, 1.9
YDR458C, 1.9
YDR459C, 1.9
YDR460W, 1.9
YDR461W, 1.9
YDR461C-A, 1.9
YDR462W, 1.9
YDR463W, 1.9
YDR465C, 1.9
YDR466W, 1.9
YDR468C, 1.9
YDR469W, 1.9
YDR470C, 1.9
YDR471W, 1.9
YDR472W, 1.9
YDR473C, 1.9
YDR475C, 1.9
YDR476C, 1.9
YDR477W, 1.9
YDR478W, 1.9
YDR479C, 1.9
YDR481C, 1.9
YDR482C, 1.9
YDR483W, 1.9
YDR484W, 1.9
YDR485C, 1.9
YDR486C, 1.9
YDR487C, 1.9
YDR488C, 1.9
YDR489W, 1.9
YDR490C, 1.9
YDR492W, 1.9
YDR493W, 1.9
YDR494W, 1.9
YDR495C, 1.9
YDR496C, 1.9
YDR497C, 1.9
YDR498C, 1.9
YDR499W, 1.9
YDR500C, 1.9
YDR502C, 1.9
YDR503C, 1.9
YDR504C, 1.9
YDR505C, 1.9
YDR506C, 1.9
YDR507C, 1.9
YDR508C, 1.9
YDR510W, 1.9
YDR511W, 1.9
YDR512C, 1.9
YDR513W, 1.9
YDR514C, 1.9
YDR515W, 1.9
YDR516C, 1.9
YDR517W, 1.9
YDR518W, 1.9
YDR519W, 1.9
YDR520C, 1.9
YDR523C, 1.9
YDR524C, 1.9
YDR524C-B, 1.9
YDR525W-A, 1.9
YDR527W, 1.9
YDR528W, 1.9
YDR529C, 1.9
YDR530C, 1.9
YDR531W, 1.9
YDR532C, 1.9
YDR533C, 1.9
YDR534C, 1.9
YDR536W, 1.9
YDR538W, 1.9
YDR539W, 1.9
YDR540C, 1.9
YDR541C, 1.9
YEL073C, 1.9
YEL072W, 1.9
YEL071W, 1.9
YEL068C, 1.9
YEL066W, 1.9
YEL065W, 1.9
YEL064C, 1.9
YEL063C, 1.9
YEL062W, 1.9
YEL061C, 1.9
YEL060C, 1.9
YEL059C-A, 1.9
YEL058W, 1.9
YEL057C, 1.9
YEL056W, 1.9
YEL055C, 1.9
YEL054C, 1.9
YEL053C, 1.9
YEL052W, 1.9
YEL051W, 1.9
YEL050C, 1.9
YEL049W, 1.9
YEL048C, 1.9
YEL046C, 1.9
YEL044W, 1.9
YEL043W, 1.9
YEL042W, 1.9
YEL041W, 1.9
YEL040W, 1.9
YEL039C, 1.9
YEL038W, 1.9
YEL037C, 1.9
YEL036C, 1.9
YEL034W, 1.9
YEL032W, 1.9
YEL031W, 1.9
YEL030W, 1.9
YEL029C, 1.9
YEL028W, 1.9
YEL027W, 1.9
YEL026W, 1.9
YEL024W, 1.9
YEL023C, 1.9
YEL022W, 1.9
YEL021W, 1.9
YEL020W-A, 1.9
YEL019C, 1.9
YEL018W, 1.9
YEL017C-A, 1.9
YEL017W, 1.9
YEL016C, 1.9
YEL015W, 1.9
YEL013W, 1.9
YEL012W, 1.9
YEL011W, 1.9
YEL009C, 1.9
YEL008W, 1.9
YEL006W, 1.9
