Gene name, Transcript overall mass
YBR272C, 149
YBR273C, 149
YBR274W, 149
YBR276C, 149
YBR278W, 149
YBR279W, 149
YBR280C, 149
YBR281C, 149
YBR282W, 149
YBR283C, 149
YBR285W, 149
YBR286W, 149
YBR287W, 149
YBR288C, 149
YBR289W, 149
YBR290W, 149
YBR291C, 149
YBR296C, 149
YBR297W, 149
YBR298C, 149
YBR299W, 149
YCL064C, 149
YCL063W, 149
YCL059C, 149
YCL058W-A, 149
YCL057C-A, 149
YCL057W, 149
YCL056C, 149
YCL055W, 149
YCL054W, 149
YCL052C, 149
YCL051W, 149
YCL050C, 149
YCL049C, 149
YCL047C, 149
YCL045C, 149
YCL044C, 149
YCL043C, 149
YCL040W, 149
YCL039W, 149
YCL038C, 149
YCL037C, 149
YCL036W, 149
YCL035C, 149
YCL034W, 149
YCL033C, 149
YCL032W, 149
YCL031C, 149
YCL030C, 149
YCL029C, 149
YCL028W, 149
YCL027W, 149
YCL026C-B, 149
YCL026C-A, 149
YCL025C, 149
YCL021W-A, 149
YCL018W, 149
YCL017C, 149
YCL016C, 149
YCL012C, 149
YCL011C, 149
YCL010C, 149
YCL009C, 149
YCL008C, 149
YCL005W-A, 149
YCL005W, 149
YCL004W, 149
YCL002C, 149
YCL001W, 149
YCR002C, 149
YCR003W, 149
YCR004C, 149
YCR005C, 149
YCR006C, 149
YCR007C, 149
YCR008W, 149
YCR009C, 149
YCR010C, 149
YCR011C, 149
YCR012W, 149
YCR015C, 149
YCR016W, 149
YCR017C, 149
YCR019W, 149
YCR020C, 149
YCR020C-A, 149
YCR020W-B, 149
YCR021C, 149
YCR022C, 149
YCR023C, 149
YCR024C, 149
YCR024C-B, 149
YCR024C-A, 149
YCR025C, 149
YCR026C, 149
YCR027C, 149
YCR028C, 149
YCR028C-A, 149
YCR030C, 149
YCR031C, 149
YCR034W, 149
YCR035C, 149
YCR036W, 149
YCR037C, 149
YCR043C, 149
YCR044C, 149
YCR046C, 149
YCR047C, 149
YCR048W, 149
YCR051W, 149
YCR052W, 149
YCR053W, 149
YCR054C, 149
YCR057C, 149
YCR059C, 149
YCR060W, 149
YCR061W, 149
YCR063W, 149
YCR065W, 149
YCR066W, 149
YCR067C, 149
YCR068W, 149
YCR069W, 149
YCR071C, 149
YCR072C, 149
YCR073W-A, 149
YCR075C, 149
YCR075W-A, 149
YCR076C, 149
YCR077C, 149
YCR079W, 149
YCR082W, 149
YCR083W, 149
YCR084C, 149
YCR086W, 149
YCR087C-A, 149
YCR088W, 149
YCR090C, 149
YCR091W, 149
YCR092C, 149
YCR094W, 149
YCR095C, 149
YCR095W-A, 149
YCR097W, 149
YCR098C, 149
YCR099C, 149
YCR102C, 149
YCR106W, 149
YDL243C, 149
YDL241W, 149
YDL240W, 149
YDL238C, 149
YDL237W, 149
YDL236W, 149
YDL235C, 149
YDL234C, 149
YDL233W, 149
YDL232W, 149
YDL230W, 149
YDL229W, 149
YDL227C, 149
YDL226C, 149
YDL225W, 149
YDL224C, 149
YDL222C, 149
YDL220C, 149
YDL219W, 149
YDL218W, 149
YDL217C, 149
YDL216C, 149
YDL215C, 149
YDL213C, 149
YDL212W, 149
YDL211C, 149
YDL209C, 149
YDL208W, 149
YDL207W, 149
YDL206W, 149
YDL205C, 149
YDL204W, 149
YDL203C, 149
YDL202W, 149
YDL201W, 149
YDL200C, 149
YDL199C, 149
YDL198C, 149
YDL197C, 149
YDL195W, 149
YDL193W, 149
YDL192W, 149
YDL191W, 149
YDL190C, 149
YDL189W, 149
YDL188C, 149
YDL186W, 149
YDL185W, 149
YDL184C, 149
YDL183C, 149
YDL182W, 149
YDL181W, 149
YDL180W, 149
YDL179W, 149
YDL178W, 149
YDL177C, 149
YDL176W, 149
YDL175C, 149
YDL174C, 149
YDL170W, 149
YDL169C, 149
YDL168W, 149
YDL167C, 149
YDL166C, 149
YDL165W, 149
YDL164C, 149
YDL161W, 149
YDL160C-A, 149
YDL160C, 149
YDL159W, 149
YDL157C, 149
YDL156W, 149
YDL155W, 149
YDL153C, 149
YDL150W, 149
YDL149W, 149
YDL148C, 149
YDL147W, 149
YDL146W, 149
YDL145C, 149
YDL144C, 149
YDL143W, 149
YDL142C, 149
YDL141W, 149
YDL139C, 149
YDL138W, 149
YDL137W, 149
YDL136W, 149
YDL135C, 149
YDL134C, 149
YDL133C-A, 149
YDL133W, 149
YDL131W, 149
YDL130W-A, 149
YDL130W, 149
YDL129W, 149
YDL128W, 149
YDL127W, 149
YDL126C, 149
YDL125C, 149
YDL124W, 149
YDL123W, 149
YDL122W, 149
YDL121C, 149
YDL120W, 149
YDL119C, 149
YDL117W, 149
YDL116W, 149
YDL115C, 149
YDL113C, 149
YDL112W, 149
YDL111C, 149
YDL110C, 149
YDL108W, 149
YDL107W, 149
YDL106C, 149
YDL105W, 149
YDL104C, 149
YDL103C, 149
YDL101C, 149
YDL100C, 149
YDL099W, 149
YDL098C, 149
YDL097C, 149
YDL095W, 149
YDL093W, 149
YDL092W, 149
YDL091C, 149
YDL090C, 149
YDL089W, 149
YDL088C, 149
YDL087C, 149
YDL086W, 149
YDL085C-A, 149
YDL085W, 149
YDL084W, 149
YDL083C, 149
YDL082W, 149
YDL081C, 149
YDL080C, 149
YDL079C, 149
YDL078C, 149
YDL076C, 149
YDL075W, 149
YDL074C, 149
YDL073W, 149
YDL072C, 149
YDL070W, 149
YDL069C, 149
YDL067C, 149
YDL066W, 149
YDL065C, 149
YDL064W, 149
YDL063C, 149
YDL061C, 149
YDL059C, 149
YDL057W, 149
YDL056W, 149
YDL055C, 149
YDL054C, 149
YDL053C, 149
YDL052C, 149
YDL051W, 149
YDL049C, 149
YDL048C, 149
YDL047W, 149
YDL046W, 149
YDL045W-A, 149
YDL045C, 149
YDL044C, 149
YDL043C, 149
YDL042C, 149
YDL040C, 149
YDL036C, 149
YDL035C, 149
YDL033C, 149
YDL031W, 149
YDL030W, 149
YDL029W, 149
YDL028C, 149
YDL027C, 149
YDL025C, 149
YDL024C, 149
YDL022W, 149
YDL021W, 149
YDL020C, 149
YDL019C, 149
YDL018C, 149
YDL017W, 149
YDL015C, 149
YDL014W, 149
YDL013W, 149
YDL012C, 149
YDL010W, 149
YDL008W, 149
YDL007W, 149
YDL006W, 149
YDL005C, 149
YDL004W, 149
YDL003W, 149
YDL002C, 149
YDL001W, 149
YDR001C, 149
YDR002W, 149
YDR003W, 149
YDR003W-A, 149
YDR005C, 149
YDR006C, 149
YDR007W, 149
YDR009W, 149
YDR010C, 149
YDR011W, 149
YDR012W, 149
YDR013W, 149
YDR014W-A, 149
YDR016C, 149
YDR018C, 149
YDR019C, 149
YDR020C, 149
YDR021W, 149
YDR022C, 149
YDR023W, 149
YDR025W, 149
YDR026C, 149
YDR027C, 149
YDR028C, 149
YDR030C, 149
YDR031W, 149
YDR032C, 149
YDR033W, 149
YDR034C, 149
YDR034W-B, 149
YDR035W, 149
YDR036C, 149
YDR037W, 149
YDR041W, 149
YDR042C, 149
YDR043C, 149
YDR044W, 149
YDR045C, 149
YDR046C, 149
YDR047W, 149
YDR049W, 149
YDR050C, 149
YDR051C, 149
YDR052C, 149
YDR054C, 149
YDR055W, 149
YDR056C, 149
YDR057W, 149
YDR058C, 149
YDR059C, 149
YDR060W, 149
YDR061W, 149
YDR062W, 149
YDR063W, 149
YDR064W, 149
YDR065W, 149
YDR066C, 149
YDR067C, 149
YDR068W, 149
YDR069C, 149
YDR070C, 149
YDR071C, 149
YDR072C, 149
YDR073W, 149
YDR074W, 149
YDR075W, 149
YDR076W, 149
YDR077W, 149
YDR078C, 149
YDR079W, 149
YDR079C-A, 149
YDR080W, 149
YDR081C, 149
YDR082W, 149
YDR083W, 149
YDR084C, 149
YDR085C, 149
YDR086C, 149
YDR087C, 149
YDR088C, 149
YDR089W, 149
YDR090C, 149
YDR091C, 149
YDR092W, 149
YDR096W, 149
YDR097C, 149
YDR098C, 149
YDR099W, 149
YDR100W, 149
YDR101C, 149
YDR103W, 149
YDR104C, 149
YDR105C, 149
YDR106W, 149
YDR107C, 149
YDR108W, 149
YDR109C, 149
YDR110W, 149
YDR111C, 149
YDR113C, 149
YDR115W, 149
YDR116C, 149
YDR117C, 149
YDR119W, 149
YDR119W-A, 149
YDR120C, 149
YDR121W, 149
YDR123C, 149
YDR124W, 149
YDR126W, 149
YDR127W, 149
YDR129C, 149
YDR130C, 149
YDR131C, 149
YDR132C, 149
YDR135C, 149
YDR137W, 149
YDR138W, 149
YDR139C, 149
YDR140W, 149
YDR142C, 149
YDR143C, 149
YDR144C, 149
YDR145W, 149
YDR146C, 149
YDR147W, 149
YDR148C, 149
YDR151C, 149
YDR152W, 149
YDR153C, 149
YDR155C, 149
YDR156W, 149
YDR158W, 149
YDR161W, 149
YDR162C, 149
YDR163W, 149
YDR164C, 149
YDR165W, 149
YDR166C, 149
YDR167W, 149
YDR168W, 149
YDR169C, 149
YDR171W, 149
YDR172W, 149
YDR173C, 149
YDR174W, 149
YDR175C, 149
YDR176W, 149
YDR177W, 149
YDR178W, 149
YDR179C, 149
YDR179W-A, 149
YDR180W, 149
YDR181C, 149
YDR182W, 149
YDR182W-A, 149
YDR183W, 149
YDR184C, 149
YDR185C, 149
YDR186C, 149
YDR188W, 149
YDR189W, 149
YDR190C, 149
YDR191W, 149
YDR192C, 149
YDR194C, 149
YDR195W, 149
YDR196C, 149
YDR197W, 149
YDR198C, 149
YDR200C, 149
YDR201W, 149
YDR202C, 149
YDR204W, 149
YDR205W, 149
YDR207C, 149
YDR208W, 149
YDR210W, 149
YDR211W, 149
YDR212W, 149
YDR213W, 149
YDR214W, 149
YDR215C, 149
YDR219C, 149
YDR221W, 149
YDR222W, 149
YDR223W, 149
YDR224C, 149
YDR225W, 149
YDR226W, 149
YDR227W, 149
YDR228C, 149
YDR229W, 149
YDR231C, 149
YDR232W, 149
YDR233C, 149
YDR234W, 149
YDR235W, 149
YDR236C, 149
YDR237W, 149
YDR238C, 149
YDR239C, 149
YDR240C, 149
YDR242W, 149
YDR243C, 149
YDR244W, 149
YDR245W, 149
YDR246W, 149
YDR247W, 149
YDR248C, 149
YDR249C, 149
YDR251W, 149
YDR252W, 149
YDR253C, 149
YDR254W, 149
YDR255C, 149
YDR256C, 149
YDR257C, 149
YDR258C, 149
YDR259C, 149
YDR260C, 149
YDR261C, 149
YDR262W, 149
YDR263C, 149
YDR264C, 149
YDR265W, 149
YDR266C, 149
YDR267C, 149
YDR268W, 149
YDR270W, 149
YDR272W, 149
YDR273W, 149
YDR274C, 149
YDR275W, 149
YDR276C, 149
YDR277C, 149
YDR279W, 149
YDR280W, 149
YDR281C, 149
YDR282C, 149
YDR284C, 149
YDR286C, 149
YDR287W, 149
YDR288W, 149
YDR289C, 149
YDR291W, 149
YDR292C, 149
YDR293C, 149
YDR294C, 149
YDR295C, 149
YDR296W, 149
YDR297W, 149
YDR298C, 149
YDR299W, 149
YDR300C, 149
YDR301W, 149
YDR302W, 149
YDR303C, 149
YDR304C, 149
YDR305C, 149
YDR306C, 149
YDR307W, 149
YDR308C, 149
YDR309C, 149
YDR311W, 149
YDR312W, 149
YDR313C, 149
YDR315C, 149
YDR316W, 149
YDR317W, 149
YDR318W, 149
YDR319C, 149
YDR320C, 149
YDR320C-A, 149
YDR321W, 149
YDR322W, 149
YDR322C-A, 149
YDR323C, 149
YDR325W, 149
YDR328C, 149
YDR329C, 149
YDR330W, 149
YDR331W, 149
YDR332W, 149
YDR333C, 149
YDR335W, 149
YDR336W, 149
YDR337W, 149
YDR338C, 149
YDR339C, 149
YDR341C, 149
YDR342C, 149
YDR343C, 149
YDR345C, 149
YDR346C, 149
YDR347W, 149
YDR348C, 149
YDR349C, 149
YDR350C, 149
YDR351W, 149
YDR352W, 149
YDR353W, 149
YDR354W, 149
YDR357C, 149
YDR358W, 149
YDR361C, 149
YDR362C, 149
YDR363W, 149
YDR363W-A, 149
YDR364C, 149
YDR365C, 149
YDR367W, 149
YDR368W, 149
YDR370C, 149
YDR371W, 149
YDR372C, 149
YDR373W, 149
YDR374W-A, 149
YDR375C, 149
YDR376W, 149
YDR377W, 149
YDR378C, 149
YDR379W, 149
YDR379C-A, 149
YDR380W, 149
YDR381W, 149
YDR381C-A, 149
YDR382W, 149
YDR383C, 149
YDR384C, 149
YDR385W, 149
YDR386W, 149
YDR387C, 149
YDR388W, 149
YDR389W, 149
YDR390C, 149
YDR391C, 149
YDR392W, 149
YDR393W, 149
YDR394W, 149
YDR395W, 149
YDR397C, 149
YDR398W, 149
YDR399W, 149
YDR400W, 149
YDR404C, 149
YDR405W, 149
YDR407C, 149
YDR408C, 149
YDR410C, 149
YDR411C, 149
YDR412W, 149
YDR414C, 149
YDR415C, 149
YDR416W, 149
YDR418W, 149
YDR419W, 149
YDR421W, 149
YDR422C, 149
YDR423C, 149
YDR424C, 149
YDR425W, 149
YDR427W, 149
YDR428C, 149
YDR429C, 149
YDR430C, 149
YDR434W, 149
YDR435C, 149
YDR436W, 149
YDR437W, 149
YDR438W, 149
YDR439W, 149
YDR440W, 149
YDR441C, 149
YDR444W, 149
YDR447C, 149
YDR448W, 149
YDR449C, 149
YDR450W, 149
YDR451C, 149
YDR452W, 149
YDR453C, 149
YDR454C, 149
YDR456W, 149
YDR458C, 149
YDR459C, 149
YDR460W, 149
YDR461W, 149
YDR461C-A, 149
YDR462W, 149
YDR463W, 149
YDR465C, 149
YDR466W, 149
YDR468C, 149
YDR469W, 149
YDR470C, 149
YDR471W, 149
YDR472W, 149
YDR473C, 149
YDR475C, 149
YDR476C, 149
YDR477W, 149
YDR478W, 149
YDR479C, 149
YDR481C, 149
YDR482C, 149
YDR483W, 149
YDR484W, 149
YDR485C, 149
YDR486C, 149
YDR487C, 149
YDR488C, 149
YDR489W, 149
YDR490C, 149
YDR492W, 149
YDR493W, 149
YDR494W, 149
YDR495C, 149
YDR496C, 149
YDR497C, 149
YDR498C, 149
YDR499W, 149
YDR500C, 149
YDR502C, 149
YDR503C, 149
YDR504C, 149
YDR505C, 149
YDR506C, 149
YDR507C, 149
YDR508C, 149
YDR510W, 149
YDR511W, 149
YDR512C, 149
YDR513W, 149
YDR514C, 149
YDR515W, 149
YDR516C, 149
YDR517W, 149
YDR518W, 149
YDR519W, 149
YDR520C, 149
YDR523C, 149
YDR524C, 149
YDR524C-B, 149
YDR525W-A, 149
YDR527W, 149
YDR528W, 149
YDR529C, 149
YDR530C, 149
YDR531W, 149
YDR532C, 149
YDR533C, 149
YDR534C, 149
YDR536W, 149
YDR538W, 149
YDR539W, 149
YDR540C, 149
YDR541C, 149
YEL073C, 149
YEL072W, 149
YEL071W, 149
YEL068C, 149
YEL066W, 149
YEL065W, 149
YEL064C, 149
YEL063C, 149
YEL062W, 149
YEL061C, 149
YEL060C, 149
YEL059C-A, 149
YEL058W, 149
YEL057C, 149
YEL056W, 149
YEL055C, 149
YEL054C, 149
YEL053C, 149
YEL052W, 149
YEL051W, 149
YEL050C, 149
YEL049W, 149
YEL048C, 149
YEL046C, 149
YEL044W, 149
YEL043W, 149
YEL042W, 149
YEL041W, 149
YEL040W, 149
YEL039C, 149
YEL038W, 149
YEL037C, 149
YEL036C, 149
YEL034W, 149
YEL032W, 149
YEL031W, 149
YEL030W, 149
YEL029C, 149
YEL028W, 149
YEL027W, 149
YEL026W, 149
YEL024W, 149
YEL023C, 149
YEL022W, 149
YEL021W, 149
YEL020W-A, 149
YEL019C, 149
YEL018W, 149
YEL017C-A, 149
YEL017W, 149
YEL016C, 149
YEL015W, 149
YEL013W, 149
YEL012W, 149
YEL011W, 149
YEL009C, 149
YEL008W, 149
YEL006W, 149
YEL005C, 149
YEL004W, 149
YEL003W, 149
YEL002C, 149
YEL001C, 149
YER001W, 149
YER002W, 149
YER003C, 149
YER004W, 149
YER005W, 149
YER006W, 149
YER007W, 149
YER007C-A, 149
YER008C, 149
YER009W, 149
YER010C, 149
YER011W, 149
YER012W, 149
YER014W, 149
YER015W, 149
YER016W, 149
YER017C, 149
YER018C, 149
YER019W, 149
YER019C-A, 149
YER020W, 149
YER021W, 149
YER022W, 149
YER023W, 149
YER025W, 149
YER026C, 149
YER027C, 149
YER028C, 149
YER029C, 149
YER030W, 149
YER031C, 149
YER032W, 149
YER034W, 149
YER035W, 149
YER036C, 149
YER037W, 149
YER038C, 149
YER038W-A, 149
YER039C, 149
YER039C-A, 149
YER040W, 149
YER041W, 149
YER042W, 149
YER043C, 149
YER044C, 149
YER045C, 149
YER046W, 149
YER048C, 149
YER048W-A, 149
YER049W, 149
YER050C, 149
YER051W, 149
YER052C, 149
YER053C, 149
YER053C-A, 149
YER054C, 149
YER055C, 149
YER056C, 149
YER056C-A, 149
YER057C, 149
YER058W, 149
YER059W, 149
YER060W, 149
YER060W-A, 149
YER061C, 149
YER062C, 149
YER063W, 149
YER064C, 149
YER065C, 149
YER066W, 149
YER067W, 149
YER068W, 149
YER069W, 149
YER070W, 149
YER071C, 149
YER072W, 149
YER073W, 149
YER074W, 149
YER074W-A, 149
YER076C, 149
YER077C, 149
YER078C, 149
YER078W-A, 149
YER079W, 149
YER080W, 149
YER081W, 149
YER082C, 149
YER083C, 149
YER085C, 149
YER086W, 149
YER087W, 149
YER087C-B, 149
YER088C, 149
YER089C, 149
YER090W, 149
YER091C, 149
YER092W, 149
YER093C-A, 149
YER094C, 149
YER095W, 149
YER096W, 149
YER098W, 149
YER099C, 149
YER100W, 149
YER101C, 149
YER102W, 149
YER103W, 149
YER104W, 149
YER105C, 149
YER107C, 149
YER110C, 149
YER112W, 149
YER113C, 149
YER114C, 149
YER115C, 149
YER116C, 149
YER117W, 149
YER118C, 149
YER119C, 149
YER120W, 149
YER121W, 149
YER122C, 149
YER123W, 149
YER124C, 149
YER125W, 149
YER126C, 149
YER127W, 149
YER128W, 149
YER130C, 149
YER131W, 149
YER133W, 149
YER134C, 149
YER135C, 149
YER136W, 149
YER137C, 149
YER139C, 149
YER140W, 149
YER141W, 149
YER142C, 149
YER143W, 149
YER144C, 149
YER145C, 149
YER146W, 149
YER147C, 149
YER148W, 149
YER149C, 149
YER150W, 149
YER151C, 149
YER152C, 149
YER154W, 149
YER156C, 149
YER157W, 149
YER158C, 149
YER159C, 149
YER161C, 149
YER162C, 149
YER163C, 149
YER165W, 149
YER167W, 149
YER168C, 149
YER169W, 149
YER170W, 149
YER171W, 149
YER173W, 149
YER174C, 149
YER175C, 149
YER175W-A, 149
YER176W, 149
YER177W, 149
YER178W, 149
YER179W, 149
YER180C, 149
YER180C-A, 149
YER181C, 149
YER182W, 149
YER183C, 149
YER184C, 149
YER185W, 149
YER186C, 149
YER187W, 149
YER188W, 149
YFL062W, 149
YFL055W, 149
YFL054C, 149
YFL052W, 149
YFL049W, 149
YFL048C, 149
YFL047W, 149
YFL046W, 149
YFL045C, 149
YFL044C, 149
YFL042C, 149
YFL041W-A, 149
YFL041W, 149
YFL039C, 149
YFL038C, 149
YFL037W, 149
YFL034C-B, 149
YFL034C-A, 149
YFL034W, 149
YFL031W, 149
YFL030W, 149
YFL029C, 149
YFL028C, 149
YFL027C, 149
YFL026W, 149
YFL024C, 149
YFL023W, 149
YFL022C, 149
YFL021W, 149
YFL020C, 149
YFL018C, 149
YFL017W-A, 149
YFL017C, 149
YFL016C, 149
YFL014W, 149
YFL013C, 149
YFL012W, 149
YFL010C, 149
YFL009W, 149
YFL008W, 149
YFL005W, 149
YFL004W, 149
YFL002C, 149
YFL001W, 149
YFR001W, 149
YFR002W, 149
YFR003C, 149
YFR004W, 149
YFR005C, 149
YFR006W, 149
YFR007W, 149
YFR008W, 149
YFR009W, 149
YFR010W, 149
YFR011C, 149
YFR012W-A, 149
YFR013W, 149
YFR014C, 149
YFR015C, 149
YFR016C, 149
YFR017C, 149
YFR018C, 149
YFR020W, 149
YFR021W, 149
YFR022W, 149
YFR024C-A, 149
YFR025C, 149
YFR026C, 149
YFR027W, 149
YFR028C, 149
YFR029W, 149
YFR030W, 149
YFR031C-A, 149
YFR032C, 149
YFR032C-A, 149
YFR033C, 149
YFR034C, 149
YFR036W, 149
YFR037C, 149
YFR038W, 149
YFR039C, 149
YFR040W, 149
YFR041C, 149
YFR042W, 149
YFR043C, 149
YFR044C, 149
YFR045W, 149
YFR046C, 149
YFR047C, 149
YFR048W, 149
YFR049W, 149
YFR050C, 149
YFR051C, 149
YFR052W, 149
YFR053C, 149
YFR054C, 149
YFR055W, 149
YGL263W, 149
YGL258W, 149
YGL257C, 149
YGL256W, 149
YGL255W, 149
YGL254W, 149
YGL253W, 149
YGL252C, 149
YGL250W, 149
YGL248W, 149
YGL247W, 149
YGL246C, 149
